     0   -22.34061224   -22.34059923   -22.19604701   -22.19604440   -22.18995728   -22.03048447   -22.01550673   -22.01550561   -21.90313135   -21.90312655   -15.46500293   -11.40404156    -1.31539181    -0.90433801    -0.90428346     2.68199523     3.10973322     3.10981623     4.75101955     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685     5.42525685
     1   -22.34059520   -22.34058616   -22.19603930   -22.19603659   -22.18995053   -22.03049032   -22.01551444   -22.01551181   -21.90314742   -21.90314215   -15.46485505   -11.40428236    -1.31529554    -0.90452680    -0.90427748     2.68169659     3.10730463     3.10926720     4.75397087     5.42304112     5.42404753     5.42492236     5.42498826     5.42510588     5.42516746     5.42521495     5.42524161     5.42525659     5.42527189     5.42529909     5.42534601     5.42541064     5.42552466     5.42560526     5.42640199     5.42769452
     2   -22.34054836   -22.34054273   -22.19602210   -22.19600721   -22.18993005   -22.03050814   -22.01553758   -22.01553043   -21.90319949   -21.90318518   -15.46441117   -11.40500398    -1.31500763    -0.90502139    -0.90433095     2.68079651     3.09985894     3.10785857     4.76271047     5.42111851     5.42286031     5.42461911     5.42473591     5.42496703     5.42508354     5.42517593     5.42522712     5.42525588     5.42528584     5.42533909     5.42542941     5.42555752     5.42577506     5.42594820     5.42741070     5.43025626
     3   -22.34048303   -22.34045792   -22.19599387   -22.19595773   -22.18989515   -22.03053859   -22.01557633   -22.01556133   -21.90328804   -21.90325545   -15.46367047   -11.40620426    -1.31453065    -0.90583174    -0.90443278     2.67928215     3.08769977     3.10551342     4.77690684     5.41953568     5.42178961     5.42436176     5.42451594     5.42484858     5.42501043     5.42514212     5.42521425     5.42525481     5.42529788     5.42537440     5.42550191     5.42568802     5.42599273     5.42626508     5.42822758     5.43281823
     4   -22.34039218   -22.34033915   -22.19595455   -22.19588814   -22.18984474   -22.03058276   -22.01563104   -22.01560430   -21.90341288   -21.90335358   -15.46263168   -11.40787977    -1.31386865    -0.90696170    -0.90457729     2.67713042     3.07117339     3.10223528     4.79604396     5.41832102     5.42092806     5.42416200     5.42434245     5.42475725     5.42495284     5.42511551     5.42520382     5.42525354     5.42530731     5.42540281     5.42555913     5.42579363     5.42616461     5.42653535     5.42881519     5.43523358
     5   -22.34027533   -22.34018744   -22.19590429   -22.19579819   -22.18977742   -22.03064201   -22.01570210   -22.01565902   -21.90357443   -21.90347966   -15.46129319   -11.41002607    -1.31302678    -0.90841096    -0.90476238     2.67430530     3.05071367     3.09802916     4.81946782     5.41749442     5.42035252     5.42402854     5.42422635     5.42469783     5.42491443     5.42509762     5.42519651     5.42525226     5.42531361     5.42542254     5.42559770     5.42586737     5.42628063     5.42673985     5.42915386     5.43733742
     6   -22.34013238   -22.34000348   -22.19584329   -22.19568760   -22.18969164   -22.03071786   -22.01578997   -22.01572519   -21.90377325   -21.90363371   -15.45965319   -11.41263806    -1.31201089    -0.91017798    -0.90498657     2.67075349     3.02680734     3.09290150     4.84643843     5.41707670     5.42011010     5.42396709     5.42417444     5.42467298     5.42489758     5.42508945     5.42519280     5.42525115     5.42531645     5.42543235     5.42561542     5.42590430     5.42633423     5.42686223     5.42924062     5.43895351
     7   -22.33996327   -22.33978797   -22.19577179   -22.19555611   -22.18958579   -22.03081184   -22.01589508   -22.01580246   -21.90400993   -21.90381570   -15.45770989   -11.41571034    -1.31082702    -0.91226060    -0.90524855     2.66639779     2.99996561     3.08686011     4.87617956     5.41709193     5.42021115     5.42398028     5.42418904     5.42468323     5.42490316     5.42509138     5.42519296     5.42525041     5.42531569     5.42543157     5.42561142     5.42590183     5.42632272     5.42689037     5.42908749     5.43990268
     8   -22.33976796   -22.33954155   -22.19569004   -22.19540352   -22.18945836   -22.03092534   -22.01601783   -22.01589052   -21.90428495   -21.90402556   -15.45546168   -11.41923762    -1.30948081    -0.91465611    -0.90554704     2.66112705     2.97070768     3.07991417     4.90792108     5.41755991     5.42063243     5.42406731     5.42426801     5.42472706     5.42493046     5.42510319     5.42519703     5.42525017     5.42531144     5.42542021     5.42558615     5.42585992     5.42624735     5.42681753     5.42871925     5.44001266
     9   -22.33954642   -22.33926473   -22.19559832   -22.19522968   -22.18930811   -22.03105948   -22.01615850   -22.01598907   -21.90459870   -21.90426321   -15.45290730   -11.42321511    -1.30797705    -0.91736122    -0.90588082     2.65478113     2.93955877     3.07207419     4.94093100     5.41848377     5.42132630     5.42422372     5.42440522     5.42480114     5.42497725     5.42512406     5.42520477     5.42525053     5.42530398     5.42539893     5.42554135     5.42578106     5.42611320     5.42664326     5.42817089     5.43912919
