-0.50000 -1.11271e+02 -3.13123e+00 -1.00303e+01 -9.27124e+00 -9.66344e+01  6.40153e+00  1.84956e+01 -3.79375e+00 -3.58575e+02
-0.49900 -1.10107e+02 -3.23619e+00 -1.01544e+01 -9.41878e+00 -9.55599e+01  6.32275e+00  1.86956e+01 -3.65730e+00 -3.58613e+02
-0.49800 -1.08957e+02 -3.34058e+00 -1.02948e+01 -9.57319e+00 -9.44883e+01  6.23551e+00  1.87994e+01 -3.55091e+00 -3.58684e+02
-0.49700 -1.07819e+02 -3.44407e+00 -1.04500e+01 -9.73328e+00 -9.34195e+01  6.14034e+00  1.88142e+01 -3.47298e+00 -3.58780e+02
-0.49600 -1.06692e+02 -3.54634e+00 -1.06185e+01 -9.89785e+00 -9.23533e+01  6.03777e+00  1.87474e+01 -3.42193e+00 -3.58893e+02
-0.49500 -1.05575e+02 -3.64709e+00 -1.07988e+01 -1.00658e+01 -9.12899e+01  5.92827e+00  1.86065e+01 -3.39619e+00 -3.59016e+02
-0.49400 -1.04466e+02 -3.74603e+00 -1.09895e+01 -1.02360e+01 -9.02293e+01  5.81231e+00  1.83988e+01 -3.39426e+00 -3.59141e+02
-0.49300 -1.03365e+02 -3.84290e+00 -1.11893e+01 -1.04076e+01 -8.91717e+01  5.69030e+00  1.81313e+01 -3.41465e+00 -3.59260e+02
-0.49200 -1.02270e+02 -3.93747e+00 -1.13972e+01 -1.05795e+01 -8.81176e+01  5.56266e+00  1.78110e+01 -3.45597e+00 -3.59366e+02
-0.49100 -1.01181e+02 -4.02951e+00 -1.16122e+01 -1.07511e+01 -8.70674e+01  5.42975e+00  1.74440e+01 -3.51684e+00 -3.59451e+02
-0.49000 -1.00097e+02 -4.11881e+00 -1.18335e+01 -1.09214e+01 -8.60217e+01  5.29194e+00  1.70365e+01 -3.59596e+00 -3.59509e+02
-0.48900 -9.90178e+01 -4.20521e+00 -1.20606e+01 -1.10899e+01 -8.49810e+01  5.14957e+00  1.65938e+01 -3.69207e+00 -3.59532e+02
-0.48800 -9.79433e+01 -4.28852e+00 -1.22929e+01 -1.12560e+01 -8.39463e+01  5.00301e+00  1.61210e+01 -3.80395e+00 -3.59513e+02
-0.48700 -9.68736e+01 -4.36862e+00 -1.25301e+01 -1.14191e+01 -8.29183e+01  4.85262e+00  1.56227e+01 -3.93039e+00 -3.59447e+02
-0.48600 -9.58089e+01 -4.44536e+00 -1.27720e+01 -1.15788e+01 -8.18980e+01  4.69879e+00  1.51029e+01 -4.07026e+00 -3.59326e+02
-0.48500 -9.47496e+01 -4.51864e+00 -1.30184e+01 -1.17348e+01 -8.08864e+01  4.54193e+00  1.45656e+01 -4.22240e+00 -3.59144e+02
-0.48400 -9.36965e+01 -4.58836e+00 -1.32692e+01 -1.18866e+01 -7.98846e+01  4.38253e+00  1.40140e+01 -4.38572e+00 -3.58895e+02
-0.48300 -9.26502e+01 -4.65443e+00 -1.35246e+01 -1.20340e+01 -7.88937e+01  4.22112e+00  1.34512e+01 -4.55912e+00 -3.58573e+02
-0.48200 -9.16117e+01 -4.71680e+00 -1.37844e+01 -1.21770e+01 -7.79151e+01  4.05831e+00  1.28799e+01 -4.74155e+00 -3.58171e+02
-0.48100 -9.05820e+01 -4.77539e+00 -1.40486e+01 -1.23152e+01 -7.69500e+01  3.89477e+00  1.23026e+01 -4.93194e+00 -3.57684e+02
-0.48000 -8.95622e+01 -4.83017e+00 -1.43174e+01 -1.24488e+01 -7.59997e+01  3.73129e+00  1.17215e+01 -5.12928e+00 -3.57105e+02
-0.47900 -8.85536e+01 -4.88108e+00 -1.45905e+01 -1.25776e+01 -7.50656e+01  3.56874e+00  1.11384e+01 -5.33257e+00 -3.56429e+02
-0.47800 -8.75574e+01 -4.92809e+00 -1.48679e+01 -1.27017e+01 -7.41492e+01  3.40808e+00  1.05552e+01 -5.54082e+00 -3.55649e+02
-0.47700 -8.65750e+01 -4.97116e+00 -1.51493e+01 -1.28212e+01 -7.32519e+01  3.25039e+00  9.97313e+00 -5.75311e+00 -3.54759e+02
-0.47600 -8.56080e+01 -5.01023e+00 -1.54342e+01 -1.29362e+01 -7.23753e+01  3.09680e+00  9.39358e+00 -5.96850e+00 -3.53755e+02
-0.47500 -8.46578e+01 -5.04524e+00 -1.57222e+01 -1.30470e+01 -7.15207e+01  2.94856e+00  8.81755e+00 -6.18610e+00 -3.52631e+02
-0.47400 -8.37261e+01 -5.07611e+00 -1.60124e+01 -1.31536e+01 -7.06897e+01  2.80692e+00  8.24586e+00 -6.40508e+00 -3.51382e+02
-0.47300 -8.28143e+01 -5.10271e+00 -1.63040e+01 -1.32563e+01 -6.98838e+01  2.67322e+00  7.67914e+00 -6.62459e+00 -3.50003e+02
-0.47200 -8.19243e+01 -5.12490e+00 -1.65957e+01 -1.33552e+01 -6.91046e+01  2.54874e+00  7.11785e+00 -6.84385e+00 -3.48490e+02
-0.47100 -8.10577e+01 -5.14245e+00 -1.68863e+01 -1.34506e+01 -6.83534e+01  2.43475e+00  6.56225e+00 -7.06208e+00 -3.46839e+02
-0.47000 -8.02163e+01 -5.15509e+00 -1.71740e+01 -1.35426e+01 -6.76316e+01  2.33241e+00  6.01242e+00 -7.27852e+00 -3.45049e+02
-0.46900 -7.94019e+01 -5.16248e+00 -1.74569e+01 -1.36312e+01 -6.69408e+01  2.24274e+00  5.46834e+00 -7.49244e+00 -3.43115e+02
-0.46800 -7.86163e+01 -5.16417e+00 -1.77329e+01 -1.37163e+01 -6.62821e+01  2.16656e+00  4.92981e+00 -7.70310e+00 -3.41038e+02
-0.46700 -7.78613e+01 -5.15962e+00 -1.79995e+01 -1.37977e+01 -6.56569e+01  2.10439e+00  4.39653e+00 -7.90975e+00 -3.38816e+02
-0.46600 -7.71389e+01 -5.14817e+00 -1.82540e+01 -1.38753e+01 -6.50662e+01  2.05644e+00  3.86814e+00 -8.11163e+00 -3.36451e+02
-0.46500 -7.64508e+01 -5.12906e+00 -1.84936e+01 -1.39483e+01 -6.45113e+01  2.02252e+00  3.34420e+00 -8.30797e+00 -3.33945e+02
-0.46400 -7.57991e+01 -5.10138e+00 -1.87150e+01 -1.40163e+01 -6.39931e+01  2.00196e+00  2.82424e+00 -8.49793e+00 -3.31300e+02
-0.46300 -7.51856e+01 -5.06408e+00 -1.89148e+01 -1.40782e+01 -6.35124e+01  1.99356e+00  2.30779e+00 -8.68064e+00 -3.28521e+02
