# Energy (eV)        Projectability
    -7.3252170058878       0.9727899203865
    -6.4222635598549       0.9856267098342
    -6.2691755968389       0.9851383101192
    -5.7957588772067       0.9810670357964
    -5.5268994827094       0.9813933911078
    -4.6190734633218       0.9802876857225
    -4.2728700424093       0.9808842202307
    -3.1525670745948       0.9836490470653
    -2.6575704544573       0.9870677844835
    -1.9068252143375       0.9864468460166
    -1.1352955149793       0.9874387016765
    -0.4033487786571       0.9856774731167
    -0.2982448223426       0.9864366726891
    -0.1637308797894       0.9870123108716
    -0.1495882721848       0.9875701025544
    -0.1436789482285       0.9876191651663
     0.2719297672074       0.9868739404444
     0.5739681323265       0.9875942527786
     0.5820120775587       0.9866338199239
     0.5871826322940       0.9873981773682
     0.8808418157867       0.9835365835847
     1.4532343616924       0.9696735822023
     1.7787472758225       0.9618506460831
     1.8277195238798       0.9609917611747
     1.8519691350375       0.9596418793689
     2.4530232278883       0.6463120345264
     2.4805411691943       0.3367102947358
     2.4952835731074       0.9024280269212
     2.7236586197217       0.1754231729201
     2.7619881541301       0.1529214735716
     3.0800733261197       0.7943833566968
     3.4411245080908       0.4263376708480
     3.4525499312355       0.1312985171895
     3.5132925376362       0.8498792582284
     3.5436238538026       0.5171467348922
     3.5543085075967       0.8486912842023
     3.7799707636418       0.2579696290303
     4.0516367061659       0.0700490033903
     4.1503739777718       0.0028093684808
     4.2270547835028       0.1651485735889
     4.2747574999244       0.1567450910555
     4.7703546511930       0.1029654958671
     4.9292587398289       0.0095162748980
     5.4098447040441       0.9637627758857
     5.4605253354045       0.9794456575761
     5.6673317373090       0.1450155516549
     5.6918645322050       0.0013836619912
     5.9465796453220       0.0008515487415
     6.0010934661973       0.0037065615995
     6.0252874572235       0.6085510697509
     6.0894664400380       0.0000575342083
     6.1198992270229       0.7606466765318
     6.1926197761243       0.1507305540211
     6.2636410210959       0.0098880154439
     6.7341652347436       0.0004913790217
     6.7844719027621       0.0010085887833
     6.9389505526155       0.0830107644613
     6.9748456138773       0.0849289134272
     7.0157294948635       0.0335720109880
     7.0266819980938       0.0105119657141
    -7.3251376377568       0.9727941780060
    -6.4281429800889       0.9857583306832
    -6.2550536504872       0.9849159131452
    -5.8290616194321       0.9814555241128
    -5.4874685532893       0.9810645089411
    -4.6768667987592       0.9802351256246
    -4.2099642666951       0.9810372663576
    -3.2045803404517       0.9837174172828
    -2.6204737578373       0.9867257057952
    -1.8971119725082       0.9867293916913
    -1.1584479532096       0.9875254722235
    -0.3996465951906       0.9857039784665
    -0.3026550111745       0.9864411473813
    -0.2117269902395       0.9869725029332
    -0.1381381906672       0.9875523042093
    -0.0879023581638       0.9876572541378
     0.2460006745390       0.9872201016182
     0.4657532081835       0.9876558557337
     0.6065072458784       0.9869527711583
     0.7111345613780       0.9860240067700
     0.9199716082661       0.9824896889953
     1.3998756501391       0.9719802666561
     1.6315801135145       0.9672971965540
     1.8886116051200       0.9575605111838
     2.0068355954562       0.9528519539905
     2.1958310904901       0.9265089372489
     2.4742410674520       0.0898455145587
     2.6823910447333       0.1652301872672
     2.7678108855848       0.8518198401359
     2.8065028101489       0.1879149957400
     3.0111516670168       0.8126630506497
     3.2926165477014       0.8693838061535
     3.3385211273868       0.1840856854802
     3.5562504249336       0.6586543808742
     3.5807805370380       0.1036472356689
     3.7821612452099       0.8280570451687
     3.8255885499178       0.3352304785384
     4.0364464003869       0.0680451805904
     4.1773227979304       0.0611461123242
     4.1885858241588       0.2172074160875
     4.2446485063520       0.1160010477973
     4.7104125870948       0.0758693344133
     4.9855240833987       0.0841736101836
     5.2597285565121       0.7072435487274
     5.3374061492448       0.8665282858479
     5.6969424463031       0.0048394177063
     5.7841706858342       0.2999773960419
     5.9086860353653       0.0008614987607
     5.9771985751013       0.5671308087829
     6.0493866346433       0.0018388355348
     6.0861248247640       0.1273380521825
     6.2163309716772       0.1110422915725
     6.2565731167212       0.7793322015559
