  1717   -87.17157662   -84.61856974   -54.41825555   -53.97569991   -53.21964014   -51.54475048   -51.10876722   -50.76411369    -4.41808596    -4.41394386    -2.83577226    -2.83376952    -0.67356964    -0.08154327    -0.05005694     1.26807303     1.98876474     2.01913059     6.83550816     6.84351154     6.88989490     6.91221048     6.92906361     6.94869271     6.99566842     7.01981360
  1718   -87.17133609   -84.61834530   -54.41827192   -53.97576918   -53.21972395   -51.54483155   -51.10889384   -50.76429561    -4.42390544    -4.41982258    -2.84204511    -2.84004798    -0.65549672    -0.07842467    -0.04671626     1.28978750     1.99262285     2.02327573     6.83612791     6.84437464     6.88990905     6.91227128     6.92930427     6.94907941     6.99514471     7.02013554
  1719   -87.17110611   -84.61812938   -54.41829701   -53.97580227   -53.21981790   -51.54492090   -51.10897857   -50.76448805    -4.42968818    -4.42561510    -2.84827972    -2.84621626    -0.63756115    -0.07541678    -0.04334289     1.31134268     1.99643780     2.02740555     6.83677928     6.84533581     6.88990901     6.91223087     6.92946342     6.94934497     6.99426209     7.02082324
  1720   -87.17087963   -84.61791376   -54.41831036   -53.97586511   -53.21989538   -51.54499830   -51.10909900   -50.76466029    -4.43538492    -4.43137538    -2.85438917    -2.85233954    -0.61979691    -0.07234847    -0.04009137     1.33272671     2.00025027     2.03144850     6.83748413     6.84626790     6.88995390     6.91226008     6.92965645     6.94960934     6.99355642     7.02096580
  1721   -87.17066071   -84.61770286   -54.41832255   -53.97592469   -53.21997010   -51.54507415   -51.10921616   -50.76482806    -4.44101969    -4.43707618    -2.86041365    -2.85838168    -0.60219274    -0.06933057    -0.03686381     1.35393849     2.00400090     2.03547357     6.83823701     6.84722871     6.89001501     6.91227306     6.92982144     6.94981091     6.99275214     7.02102364
  1722   -87.17040009   -84.61744888   -54.41834303   -53.97597111   -53.22006862   -51.54517357   -51.10933044   -50.76504218    -4.44799614    -4.44409635    -2.86785980    -2.86579581    -0.58040692    -0.06565215    -0.03284148     1.38020645     2.00864840     2.04045032     6.83919662     6.84853779     6.89008856     6.91220182     6.92995571     6.94991287     6.99144936     7.02130680
  1723   -87.17024883   -84.61729933   -54.41835247   -53.97600320   -53.22012309   -51.54523009   -51.10940437   -50.76516433    -4.45213056    -4.44826934    -2.87225350    -2.87018886    -0.56746447    -0.06345885    -0.03046833     1.39582980     2.01140558     2.04340477     6.83980721     6.84932755     6.89014999     6.91216405     6.93002669     6.94993858     6.99065327     7.02131855
  1724   -87.17000765   -84.61705761   -54.41836966   -53.97604311   -53.22021421   -51.54532513   -51.10951220   -50.76536693    -4.45895314    -4.45513780    -2.87948348    -2.87739356    -0.54610367    -0.05988144    -0.02653183     1.42163578     2.01593485     2.04829815     6.84084148     6.85071722     6.89025951     6.91205130     6.93009814     6.94985916     6.98915806     7.02137672
  1725   -87.16982164   -84.61686745   -54.41837682   -53.97609021   -53.22027713   -51.54539418   -51.10961678   -50.76551588    -4.46432504    -4.46058550    -2.88513833    -2.88308437    -0.52922219    -0.05699730    -0.02348118     1.44206181     2.01954791     2.05212685     6.84174726     6.85178209     6.89038147     6.91199563     6.93015076     6.94978502     6.98800156     7.02104386
  1726   -87.16964387   -84.61668250   -54.41838316   -53.97613444   -53.22033771   -51.54546192   -51.10971832   -50.76566082    -4.46963414    -4.46597305    -2.89070246    -2.88868807    -0.51252084    -0.05416291    -0.02045852     1.46229035     2.02310065     2.05593132     6.84268918     6.85286434     6.89051756     6.91192357     6.93017287     6.94964596     6.98675962     7.02062411
  1727   -87.16947706   -84.61650650   -54.41839658   -53.97614672   -53.22040629   -51.54553604   -51.10978270   -50.76581444    -4.47491027    -4.47126373    -2.89622851    -2.89416977    -0.49598752    -0.05143793    -0.01741049     1.48232064     2.02660207     2.05971919     6.84356194     6.85410348     6.89063220     6.91174737     6.93013549     6.94930748     6.98528172     7.02055660
  1728   -87.16931547   -84.61633188   -54.41840092   -53.97618571   -53.22046181   -51.54560079   -51.10987872   -50.76595110    -4.48009429    -4.47653065    -2.90161058    -2.89960035    -0.47965754    -0.04866275    -0.01447846     1.50213961     2.03009608     2.06341955     6.84455698     6.85521659     6.89079253     6.91164356     6.93010290     6.94903558     6.98390467     7.01994813
  1729   -87.16916230   -84.61616262   -54.41840462   -53.97622205   -53.22051520   -51.54566432   -51.10997181   -50.76608401    -4.48521472    -4.48173658    -2.90689931    -2.90494089    -0.46351909    -0.04593693    -0.01157650     1.52174652     2.03353060     2.06709232     6.84558118     6.85634099     6.89096527     6.91152365     6.93003887     6.94869952     6.98245215     7.01925320
  1730   -87.16898423   -84.61596116   -54.41841347   -53.97624299   -53.22058580   -51.54574706   -51.11005978   -50.76625355    -4.49155004    -4.48812809    -2.91342055    -2.91146486    -0.44360870    -0.04262659    -0.00796570     1.54595271     2.03776996     2.07163003     6.84680373     6.85787992     6.89116925     6.91128589     6.92990237     6.94806403     6.98046627     7.01857811
  1731   -87.16888307   -84.61584356   -54.41841670   -53.97625951   -53.22062451   -51.54579422   -51.11011730   -50.76634997    -4.49529722    -4.49192426    -2.91725175    -2.91531825    -0.43181511    -0.04065601    -0.00584093     1.56030896     2.04028184     2.07431654     6.84757500     6.85877935     6.89130643     6.91114929     6.92980361     6.94766285     6.97925962     7.01801759
  1732   -87.16872557   -84.61565541   -54.41842337   -53.97627545   -53.22068919   -51.54587328   -51.11019968   -50.76650965    -4.50147386    -4.49815813    -2.92353762    -2.92161334    -0.41240770    -0.03744914    -0.00232520     1.58395309     2.04439941     2.07875665     6.84883878     6.86034761     6.89153479     6.91087327     6.92959723     6.94684097     6.97716465     7.01711095
  1733   -87.16860725   -84.61550874   -54.41842378   -53.97630173   -53.22073313   -51.54593106   -51.11028152   -50.76662646    -4.50632234    -4.50310129    -2.92842497    -2.92656968    -0.39712448    -0.03487001     0.00039351     1.60260455     2.04767705     2.08222272     6.84994495     6.86149994     6.89174874     6.91068891     6.92941045     6.94623151     6.97548357     7.01602800
  1734   -87.16852447   -84.61540312   -54.41842532   -53.97631346   -53.22076691   -51.54597514   -51.11033355   -50.76671447    -4.50992463    -4.50675577    -2.93204177    -2.93021628    -0.38579623    -0.03298353     0.00242475     1.61643852     2.05009480     2.08480641     6.85075108     6.86241132     6.89190543     6.91051903     6.92924692     6.94567990     6.97417914     7.01526331
  1735   -87.16839727   -84.61523484   -54.41842906   -53.97632215   -53.22082332   -51.54604891   -51.11040750   -50.76686011    -4.51585906    -4.51275030    -2.93796888    -2.93616408    -0.36717812    -0.02991643     0.00578249     1.63919395     2.05405421     2.08907312     6.85206285     6.86399637     6.89216317     6.91018921     6.92893406     6.94459852     6.97195747     7.01401339
  1736   -87.16830314   -84.61510413   -54.41842768   -53.97634200   -53.22086134   -51.54610292   -51.11048171   -50.76696644    -4.52051049    -4.51750239    -2.94256642    -2.94084094    -0.35253919    -0.02745163     0.00837663     1.65711799     2.05720404     2.09240001     6.85320725     6.86514725     6.89239892     6.90996218     6.92865825     6.94380995     6.97015539     7.01267118
  1737   -87.16821706   -84.61497878   -54.41842597   -53.97635980   -53.22089773   -51.54615588   -51.11055333   -50.76706960    -4.52509477    -4.52218927    -2.94706629    -2.94542189    -0.33812264    -0.02503470     0.01093595     1.67478969     2.06029644     2.09569092     6.85436195     6.86629455     6.89264104     6.90972096     6.92835085     6.94296755     6.96831210     7.01125084
  1738   -87.16814034   -84.61486167   -54.41842896   -53.97635160   -53.22093935   -51.54621271   -51.11059445   -50.76717886    -4.52965120    -4.52676007    -2.95152892    -2.94987118    -0.32391398    -0.02272479     0.01351104     1.69220875     2.06332262     2.09896723     6.85537778     6.86763575     6.89284902     6.90938233     6.92800764     6.94179621     6.96648707     7.01012941
  1739   -87.16806943   -84.61474660   -54.41842605   -53.97636564   -53.22097194   -51.54626306   -51.11066137   -50.76727530    -4.53410065    -4.53131532    -2.95583362    -2.95426423    -0.30995252    -0.02037524     0.01597924     1.70936150     2.06634198     2.10215132     6.85654266     6.86876951     6.89309966     6.90911588     6.92764339     6.94084677     6.96460411     7.00854200
  1740   -87.16800616   -84.61463673   -54.41842291   -53.97637782   -53.22100304   -51.54631241   -51.11072583   -50.76736878    -4.53848114    -4.53580312    -2.96004016    -2.95856011    -0.29622450    -0.01807274     0.01841131     1.72624724     2.06930468     2.10529671     6.85771131     6.86989516     6.89335427     6.90883627     6.92724838     6.93985110     6.96269336     7.00688210
  1741   -87.16793816   -84.61450851   -54.41842167   -53.97637354   -53.22104418   -51.54637568   -51.11078329   -50.76748760    -4.54389099    -4.54127765    -2.96520637    -2.96376906    -0.27938367    -0.01529348     0.02142975     1.74697531     2.07293541     2.10917922     6.85906442     6.87144082     6.89364608     6.90840991     6.92670834     6.93831366     6.96036552     7.00496621
  1742   -87.16790240   -84.61443471   -54.41841967   -53.97637446   -53.22106634   -51.54641181   -51.11082157   -50.76755482    -4.54707628    -4.54452097    -2.96822036    -2.96682961    -0.26946345    -0.01364250     0.02319858     1.75920344     2.07508314     2.11146668     6.85990514     6.87231889     6.89383049     6.90816212     6.92636309     6.93741864     6.95894750     7.00368773
  1743   -87.16785179   -84.61431866   -54.41841721   -53.97636715   -53.22110319   -51.54647188   -51.11087459   -50.76766573    -4.55231174    -4.54981975    -2.97314179    -2.97179675    -0.25322913    -0.01096606     0.02611475     1.77923230     2.07858879     2.11523537     6.86125814     6.87383628     6.89412620     6.90771048     6.92574107     6.93576910     6.95663326     7.00157689
  1744   -87.16781797   -84.61422951   -54.41841220   -53.97637246   -53.22112735   -51.54651605   -51.11092962   -50.76774623    -4.55639335    -4.55401358    -2.97693176    -2.97568723    -0.24053271    -0.00881788     0.02836111     1.79492940     2.08137494     2.11816162     6.86241829     6.87490700     6.89438617     6.90738450     6.92522390     6.93461132     6.95469922     6.99960667
  1745   -87.16779073   -84.61414511   -54.41840709   -53.97637630   -53.22115029   -51.54655925   -51.11098242   -50.76782409    -4.56040226    -4.55813521    -2.98062415    -2.97947949    -0.22808917    -0.00671455     0.03056979     1.81033356     2.08410605     2.12104496     6.86357138     6.87596289     6.89464595     6.90704749     6.92467768     6.93342839     6.95275863     6.99757701
