  300.00 -12.00000  4.44971e-02  4.66060e-02  1.63049e-02 -3.49222e-02 -2.52696e-02  2.59574e-02
  300.00 -11.96994  4.99997e-02  5.23632e-02  1.83200e-02 -3.92384e-02 -2.83937e-02  2.91646e-02
  300.00 -11.93988  5.61746e-02  5.88230e-02  2.05813e-02 -4.40816e-02 -3.18994e-02  3.27633e-02
  300.00 -11.90982  6.31029e-02  6.60701e-02  2.31183e-02 -4.95154e-02 -3.58328e-02  3.68007e-02
  300.00 -11.87976  7.08754e-02  7.41993e-02  2.59643e-02 -5.56109e-02 -4.02454e-02  4.13297e-02
  300.00 -11.84970  7.95938e-02  8.33168e-02  2.91564e-02 -6.24479e-02 -4.51947e-02  4.64093e-02
  300.00 -11.81964  8.93716e-02  9.35409e-02  3.27362e-02 -7.01151e-02 -5.07454e-02  5.21056e-02
  300.00 -11.78958  1.00336e-01  1.05005e-01  3.67502e-02 -7.87124e-02 -5.69695e-02  5.84927e-02
  300.00 -11.75952  1.12629e-01  1.17856e-01  4.12504e-02 -8.83510e-02 -6.39478e-02  6.56532e-02
  300.00 -11.72946  1.26411e-01  1.32261e-01  4.62950e-02 -9.91556e-02 -7.17705e-02  7.36796e-02
  300.00 -11.69940  1.41857e-01  1.48406e-01  5.19489e-02 -1.11265e-01 -8.05384e-02  8.26753e-02
  300.00 -11.66934  1.59169e-01  1.66496e-01  5.82849e-02 -1.24836e-01 -9.03644e-02  9.27558e-02
  300.00 -11.63928  1.78567e-01  1.86766e-01  6.53843e-02 -1.40041e-01 -1.01374e-01  1.04050e-01
  300.00 -11.60922  2.00300e-01  2.09472e-01  7.33377e-02 -1.57076e-01 -1.13710e-01  1.16703e-01
  300.00 -11.57916  2.24645e-01  2.34905e-01  8.22466e-02 -1.76157e-01 -1.27527e-01  1.30876e-01
  300.00 -11.54910  2.51913e-01  2.63388e-01  9.22245e-02 -1.97528e-01 -1.43003e-01  1.46749e-01
  300.00 -11.51904  2.82450e-01  2.95281e-01  1.03398e-01 -2.21459e-01 -1.60333e-01  1.64522e-01
  300.00 -11.48898  3.16643e-01  3.30989e-01  1.15908e-01 -2.48254e-01 -1.79738e-01  1.84422e-01
  300.00 -11.45892  3.54924e-01  3.70961e-01  1.29913e-01 -2.78250e-01 -2.01463e-01  2.06699e-01
  300.00 -11.42886  3.97774e-01  4.15700e-01  1.45589e-01 -3.11825e-01 -2.25780e-01  2.31633e-01
  300.00 -11.39880  4.45734e-01  4.65767e-01  1.63134e-01 -3.49401e-01 -2.52995e-01  2.59537e-01
  300.00 -11.36874  4.99404e-01  5.21788e-01  1.82765e-01 -3.91448e-01 -2.83451e-01  2.90761e-01
  300.00 -11.33868  5.59455e-01  5.84463e-01  2.04730e-01 -4.38492e-01 -3.17526e-01  3.25693e-01
