  300.00 -8.00000  2.20750e+15  2.20769e+15  2.20860e+15 -1.77225e+13 -1.76339e+13  1.75201e+13
  300.00 -7.98799  2.22101e+15  2.22112e+15  2.22201e+15 -1.77137e+13 -1.75570e+13  1.73623e+13
  300.00 -7.97598  2.23445e+15  2.23447e+15  2.23534e+15 -1.76822e+13 -1.74535e+13  1.71825e+13
  300.00 -7.96396  2.24780e+15  2.24774e+15  2.24859e+15 -1.76272e+13 -1.73230e+13  1.69812e+13
  300.00 -7.95195  2.26107e+15  2.26092e+15  2.26175e+15 -1.75486e+13 -1.71659e+13  1.67595e+13
  300.00 -7.93994  2.27425e+15  2.27401e+15  2.27483e+15 -1.74468e+13 -1.69832e+13  1.65191e+13
  300.00 -7.92793  2.28734e+15  2.28701e+15  2.28782e+15 -1.73231e+13 -1.67767e+13  1.62624e+13
  300.00 -7.91592  2.30034e+15  2.29993e+15  2.30071e+15 -1.71793e+13 -1.65490e+13  1.59923e+13
  300.00 -7.90390  2.31323e+15  2.31275e+15  2.31351e+15 -1.70181e+13 -1.63032e+13  1.57125e+13
  300.00 -7.89189  2.32604e+15  2.32549e+15  2.32622e+15 -1.68428e+13 -1.60432e+13  1.54270e+13
  300.00 -7.87988  2.33874e+15  2.33813e+15  2.33883e+15 -1.66571e+13 -1.57736e+13  1.51405e+13
  300.00 -7.86787  2.35136e+15  2.35070e+15  2.35136e+15 -1.64651e+13 -1.54991e+13  1.48575e+13
  300.00 -7.85586  2.36388e+15  2.36319e+15  2.36380e+15 -1.62710e+13 -1.52246e+13  1.45830e+13
  300.00 -7.84384  2.37633e+15  2.37561e+15  2.37616e+15 -1.60788e+13 -1.49550e+13  1.43217e+13
  300.00 -7.83183  2.38869e+15  2.38797e+15  2.38846e+15 -1.58923e+13 -1.46950e+13  1.40778e+13
  300.00 -7.81982  2.40098e+15  2.40026e+15  2.40068e+15 -1.57147e+13 -1.44485e+13  1.38550e+13
  300.00 -7.80781  2.41321e+15  2.41250e+15  2.41284e+15 -1.55486e+13 -1.42191e+13  1.36562e+13
  300.00 -7.79580  2.42537e+15  2.42470e+15  2.42495e+15 -1.53954e+13 -1.40089e+13  1.34834e+13
  300.00 -7.78378  2.43747e+15  2.43685e+15  2.43700e+15 -1.52557e+13 -1.38195e+13  1.33373e+13
  300.00 -7.77177  2.44952e+15  2.44896e+15  2.44901e+15 -1.51292e+13 -1.36512e+13  1.32178e+13
  300.00 -7.75976  2.46151e+15  2.46103e+15  2.46097e+15 -1.50147e+13 -1.35034e+13  1.31239e+13
  300.00 -7.74775  2.47346e+15  2.47306e+15  2.47289e+15 -1.49103e+13 -1.33749e+13  1.30537e+13
  300.00 -7.73574  2.48535e+15  2.48505e+15  2.48476e+15 -1.48137e+13 -1.32638e+13  1.30050e+13
  300.00 -7.72372  2.49718e+15  2.49699e+15  2.49659e+15 -1.47225e+13 -1.31683e+13  1.29753e+13
  300.00 -7.71171  2.50896e+15  2.50890e+15  2.50838e+15 -1.46348e+13 -1.30865e+13  1.29627e+13
  300.00 -7.69970  2.52068e+15  2.52075e+15  2.52012e+15 -1.45490e+13 -1.30174e+13  1.29655e+13
  300.00 -7.68769  2.53235e+15  2.53256e+15  2.53182e+15 -1.44650e+13 -1.29607e+13  1.29832e+13
  300.00 -7.67568  2.54397e+15  2.54433e+15  2.54347e+15 -1.43835e+13 -1.29171e+13  1.30163e+13
  300.00 -7.66366  2.55553e+15  2.55605e+15  2.55509e+15 -1.43064e+13 -1.28884e+13  1.30663e+13
  300.00 -7.65165  2.56706e+15  2.56774e+15  2.56668e+15 -1.42366e+13 -1.28768e+13  1.31351e+13
  300.00 -7.63964  2.57856e+15  2.57939e+15  2.57825e+15 -1.41772e+13 -1.28843e+13  1.32248e+13
  300.00 -7.62763  2.59004e+15  2.59103e+15  2.58981e+15 -1.41306e+13 -1.29124e+13  1.33367e+13
  300.00 -7.61562  2.60151e+15  2.60267e+15  2.60138e+15 -1.40981e+13 -1.29606e+13  1.34703e+13
  300.00 -7.60360  2.61302e+15  2.61433e+15  2.61297e+15 -1.40788e+13 -1.30267e+13  1.36231e+13
  300.00 -7.59159  2.62456e+15  2.62603e+15  2.62462e+15 -1.40699e+13 -1.31062e+13  1.37904e+13
  300.00 -7.57958  2.63620e+15  2.63780e+15  2.63634e+15 -1.40669e+13 -1.31934e+13  1.39657e+13
  300.00 -7.56757  2.64795e+15  2.64969e+15  2.64819e+15 -1.40646e+13 -1.32819e+13  1.41419e+13
  300.00 -7.55556  2.65988e+15  2.66175e+15  2.66021e+15 -1.40582e+13 -1.33661e+13  1.43122e+13
  300.00 -7.54354  2.67205e+15  2.67404e+15  2.67247e+15 -1.40440e+13 -1.34424e+13  1.44714e+13
  300.00 -7.53153  2.68454e+15  2.68664e+15  2.68505e+15 -1.40204e+13 -1.35089e+13  1.46159e+13
  300.00 -7.51952  2.69744e+15  2.69963e+15  2.69804e+15 -1.39879e+13 -1.35659e+13  1.47443e+13
  300.00 -7.50751  2.71083e+15  2.71311e+15  2.71153e+15 -1.39487e+13 -1.36151e+13  1.48567e+13
  300.00 -7.49550  2.72483e+15  2.72718e+15  2.72563e+15 -1.39062e+13 -1.36586e+13  1.49548e+13
  300.00 -7.48348  2.73955e+15  2.74196e+15  2.74045e+15 -1.38649e+13 -1.36986e+13  1.50409e+13
  300.00 -7.47147  2.75508e+15  2.75754e+15  2.75609e+15 -1.38294e+13 -1.37369e+13  1.51187e+13
  300.00 -7.45946  2.77154e+15  2.77404e+15  2.77265e+15 -1.38045e+13 -1.37750e+13  1.51923e+13
  300.00 -7.44745  2.78902e+15  2.79155e+15  2.79023e+15 -1.37938e+13 -1.38141e+13  1.52661e+13
  300.00 -7.43544  2.80760e+15  2.81015e+15  2.80889e+15 -1.37993e+13 -1.38549e+13  1.53430e+13
  300.00 -7.42342  2.82733e+15  2.82988e+15  2.82868e+15 -1.38192e+13 -1.38964e+13  1.54225e+13
  300.00 -7.41141  2.84816e+15  2.85071e+15  2.84956e+15 -1.38477e+13 -1.39350e+13  1.54987e+13
  300.00 -7.39940  2.86998e+15  2.87252e+15  2.87141e+15 -1.38747e+13 -1.39637e+13  1.55604e+13
  300.00 -7.38739  2.89260e+15  2.89510e+15  2.89405e+15 -1.38878e+13 -1.39727e+13  1.55927e+13
  300.00 -7.37538  2.91574e+15  2.91820e+15  2.91722e+15 -1.38752e+13 -1.39517e+13  1.55817e+13
  300.00 -7.36336  2.93919e+15  2.94158e+15  2.94071e+15 -1.38302e+13 -1.38938e+13  1.55197e+13
  300.00 -7.35135  2.96285e+15  2.96515e+15  2.96443e+15 -1.37553e+13 -1.38004e+13  1.54104e+13
  300.00 -7.33934  2.98678e+15  2.98900e+15  2.98845e+15 -1.36644e+13 -1.36839e+13  1.52702e+13
  300.00 -7.32733  3.01125e+15  3.01336e+15  3.01299e+15 -1.35806e+13 -1.35665e+13  1.51247e+13
  300.00 -7.31532  3.03655e+15  3.03857e+15  3.03837e+15 -1.35293e+13 -1.34743e+13  1.50009e+13
  300.00 -7.30330  3.06294e+15  3.06487e+15  3.06480e+15 -1.35295e+13 -1.34279e+13  1.49174e+13
  300.00 -7.29129  3.09049e+15  3.09234e+15  3.09237e+15 -1.35858e+13 -1.34333e+13  1.48770e+13
  300.00 -7.27928  3.11910e+15  3.12088e+15  3.12096e+15 -1.36829e+13 -1.34772e+13  1.48640e+13
  300.00 -7.26727  3.14855e+15  3.15025e+15  3.15037e+15 -1.37891e+13 -1.35299e+13  1.48479e+13
  300.00 -7.25526  3.17862e+15  3.18023e+15  3.18040e+15 -1.38664e+13 -1.35554e+13  1.47946e+13
  300.00 -7.24324  3.20917e+15  3.21068e+15  3.21092e+15 -1.38834e+13 -1.35248e+13  1.46780e+13
  300.00 -7.23123  3.24015e+15  3.24156e+15  3.24188e+15 -1.38251e+13 -1.34252e+13  1.44884e+13
  300.00 -7.21922  3.27158e+15  3.27286e+15  3.27328e+15 -1.36943e+13 -1.32611e+13  1.42334e+13
  300.00 -7.20721  3.30345e+15  3.30459e+15  3.30511e+15 -1.35073e+13 -1.30502e+13  1.39329e+13
  300.00 -7.19520  3.33571e+15  3.33671e+15  3.33733e+15 -1.32874e+13 -1.28158e+13  1.36117e+13
  300.00 -7.18318  3.36828e+15  3.36916e+15  3.36985e+15 -1.30585e+13 -1.25808e+13  1.32938e+13
  300.00 -7.17117  3.40107e+15  3.40185e+15  3.40262e+15 -1.28409e+13 -1.23636e+13  1.29984e+13
  300.00 -7.15916  3.43403e+15  3.43474e+15  3.43557e+15 -1.26497e+13 -1.21763e+13  1.27383e+13
  300.00 -7.14715  3.46715e+15  3.46783e+15  3.46873e+15 -1.24938e+13 -1.20248e+13  1.25203e+13
  300.00 -7.13514  3.50044e+15  3.50114e+15  3.50210e+15 -1.23761e+13 -1.19100e+13  1.23461e+13
  300.00 -7.12312  3.53396e+15  3.53469e+15  3.53573e+15 -1.22943e+13 -1.18289e+13  1.22142e+13
  300.00 -7.11111  3.56772e+15  3.56852e+15  3.56965e+15 -1.22413e+13 -1.17762e+13  1.21207e+13
  300.00 -7.09910  3.60176e+15  3.60264e+15  3.60387e+15 -1.22065e+13 -1.17459e+13  1.20601e+13
  300.00 -7.08709  3.63612e+15  3.63707e+15  3.63840e+15 -1.21775e+13 -1.17317e+13  1.20253e+13
  300.00 -7.07508  3.67083e+15  3.67185e+15  3.67328e+15 -1.21426e+13 -1.17290e+13  1.20096e+13
  300.00 -7.06306  3.70592e+15  3.70699e+15  3.70852e+15 -1.20942e+13 -1.17346e+13  1.20075e+13
  300.00 -7.05105  3.74143e+15  3.74253e+15  3.74412e+15 -1.20297e+13 -1.17464e+13  1.20154e+13
  300.00 -7.03904  3.77734e+15  3.77847e+15  3.78010e+15 -1.19522e+13 -1.17613e+13  1.20309e+13
  300.00 -7.02703  3.81366e+15  3.81482e+15  3.81643e+15 -1.18674e+13 -1.17745e+13  1.20507e+13
  300.00 -7.01502  3.85036e+15  3.85157e+15  3.85313e+15 -1.17810e+13 -1.17791e+13  1.20704e+13
  300.00 -7.00300  3.88746e+15  3.88874e+15  3.89021e+15 -1.16948e+13 -1.17680e+13  1.20855e+13
  300.00 -6.99099  3.92496e+15  3.92632e+15  3.92770e+15 -1.16058e+13 -1.17351e+13  1.20915e+13
  300.00 -6.97898  3.96287e+15  3.96433e+15  3.96563e+15 -1.15071e+13 -1.16757e+13  1.20826e+13
  300.00 -6.96697  4.00123e+15  4.00277e+15  4.00402e+15 -1.13901e+13 -1.15869e+13  1.20507e+13
  300.00 -6.95495  4.04002e+15  4.04164e+15  4.04287e+15 -1.12484e+13 -1.14675e+13  1.19864e+13
  300.00 -6.94294  4.07923e+15  4.08091e+15  4.08214e+15 -1.10798e+13 -1.13198e+13  1.18832e+13
