     0     0.00016575    -0.00014493    -0.00184308     0.00184315     0.10638278    -0.45072959     0.50495748    -0.16061462     0.00047113    -0.00049615     0.00120064    -0.00146589    -0.00008438     0.00035001     0.00021930    -0.00022002     0.00042073    -0.00212593    -0.00058724     0.00229237    -0.06853661
     1    -0.04122965     0.06874029    -0.00684811    -0.00019068     0.28114389     0.44789458     3.07033981     2.50788446     0.19788028     0.32735440    -0.03148749    -0.03233084     0.08559417     0.10169062     0.04321877     0.04194670    -0.14100722    -0.12944237     0.05244478     0.05715729    -2.50234816
     2    -0.19620492     0.24831892    -0.01173853    -0.00408473     0.45620983     0.00116822     4.51027665     3.64985906     0.46070783     0.56746101    -0.09399933    -0.09346106     0.21035635     0.21078595     0.08048682     0.07956524    -0.30049414    -0.28813452     0.11592370     0.11486035    -3.80841611
     3    -0.39443209     0.46447740    -0.01691349    -0.01054271     0.66276360    -0.33078039     3.68832655     3.48421990     0.79074372     0.73891821    -0.15267578    -0.15215093     0.31716262     0.31640748     0.11360597     0.11310345    -0.46884449    -0.45840640     0.17198917     0.17011234    -3.81021733
     4    -0.54137907     0.62168872    -0.02263698    -0.01949174     0.84573087    -0.60337947     1.60632569     2.50420622     1.15310822     0.87944664    -0.21409039    -0.21282475     0.41852040     0.41817233     0.14486801     0.14482583    -0.64186382    -0.63626536     0.22476759     0.22351505    -2.75017485
     5    -0.55291792     0.63742088    -0.02900851    -0.02999965     0.94696515    -0.80968045    -0.79459732     1.11333058     1.02249439     1.49643744    -0.27924503    -0.27676432     0.51686325     0.51796422     0.17666392     0.17710214    -0.81615952    -0.81636348     0.27651686     0.27612698    -1.09627124
     6    -0.38849690     0.47274724    -0.03593378    -0.04051966     0.92348321    -0.95737550    -2.81440113    -0.44956673     1.21492253     1.75648516    -0.34826074    -0.34484328     0.61372969     0.61715773     0.21104566     0.21196606    -0.98937175    -0.99413297     0.32847830     0.32867448     0.70962045
     7    -0.07081165     0.14933015    -0.04314682    -0.04934577     0.71033233    -1.07068884    -3.93038936    -1.96378946     1.48758917     1.91072909    -0.42096654    -0.41758198     0.71115146     0.71587138     0.24992721     0.25123054    -1.15930603    -1.16575354     0.38146350     0.38184851     2.05655994
     8     0.31634703    -0.25274070    -0.05024412    -0.05516914    -1.35973504     0.39776750    -3.73846348    -3.10374865     1.85568024     1.98185542    -0.49710681    -0.49507027     0.81098537     0.81387739     0.29543632     0.29651701    -1.32330039    -1.32800655     0.43623306     0.43648351     2.95387498
     9     0.65302123    -0.61619174    -0.05655014    -0.05773607    -1.95754533     0.33277545    -2.36529250    -3.50456765     2.30520254     2.02772358    -0.57652435    -0.57700867     0.91371964     0.91158543     0.35010348     0.34869139    -1.47872404    -1.47922781     0.49342616     0.49332744     3.20977189
    10     0.82316621    -0.82132369    -0.06008438    -0.05917857    -1.53142833     0.10771116    -0.95872220    -2.96781086     2.78848907     2.11399508    -0.65933307    -0.66285485     1.01824376     1.00978831     0.41649289     0.40727896    -1.62405964    -1.62080473     0.55327362     0.55252131     2.82471635
    11     0.75581615    -0.78446507    -0.05958316    -0.06198265    -0.26127773    -0.07974907    -0.06851895    -1.63382680     3.23451771     2.28929461    -0.74610951    -0.75186025     1.12181461     1.10947989     0.49304469     0.47394709    -1.76051996    -1.75650191     0.61559841     0.61308257     2.02929930
    12    -0.48853565     0.45213030    -0.06556781    -0.05763088     0.73185319    -0.19315568     0.74718709     0.02807250     2.57430046     3.57253957    -0.83869265    -0.84229610     1.21356195     1.21880947     0.57012757     0.55671588    -1.89185905    -1.89054316     0.67722311     0.67581505    -2.49282847
    13     0.00441623    -0.01165470    -0.06894558    -0.05753499     0.59001946    -0.12723053     1.72606090     1.46544796     2.96425842     3.75839448    -0.93682510    -0.93470159     1.30466394     1.32391793     0.64084022     0.66021837    -2.02175751    -2.02638310     0.73804197     0.73825581    -2.69976347
    14     0.56429198    -0.50592486    -0.07175307    -0.06175435    -0.06069360    -0.01299513     2.14118893     2.32170022     3.43324837     3.79471131    -1.03655601    -1.03338236     1.40151141     1.41677663     0.73578245     0.75203914    -2.15285944    -2.16473978     0.79800093     0.79874988    -2.33888158
    15    -0.88595243     1.02686152    -0.07553873    -0.07009340    -0.33517067    -0.10377813     1.49378982     2.48221344     3.93673240     3.73372697    -1.13907632    -1.13756294     1.49641795     1.50493388     0.83827229     0.84800120    -2.28718132    -2.30269655     0.85661253     0.85739383    -3.43099390
    16    -1.03457499     1.24276400    -0.08144903    -0.08163634    -0.34155750    -0.31256413     0.21978690     1.98279043     4.41346599     3.66179485    -1.24562203    -1.24650638     1.58825730     1.59064450     0.94713704     0.94920962    -2.42673695    -2.43438518     0.91418668     0.91457403    -2.60940133
    17    -0.89440268     1.12411484    -0.09061200    -0.09428926    -0.34434572    -0.49708909    -1.06712598     0.94503060     4.79101038     3.67540444    -1.35710543    -1.35984754     1.67664384     1.67601250     1.06152643     1.05679892    -2.56626369    -2.55967314     0.97129000     0.97101178    -1.25719433
    18    -0.48737037     0.67787198    -0.10398123    -0.10527330    -0.55857132    -0.53702728    -1.87024334    -0.42923448     3.83831636     5.02113403    -1.47418146    -1.47739369     1.76267675     1.76149432     1.18074146     1.17175705    -2.69383121    -2.68420102     1.02855528     1.02762870     0.39756903
    19     0.08808867     0.00763740    -0.11912919    -0.11500128    -1.03776482    -0.38153834    -1.94031435    -1.84444869     4.18693249     5.08097585    -1.59704377    -1.59912870     1.84873693     1.84552967     1.30451654     1.29443260    -2.81240264    -2.79831223     1.08665672     1.08543369     2.04504549
    20     0.67864334    -0.71417780    -0.13039130    -0.12764956    -1.33938080    -0.22707472    -1.45150016    -2.93746998     4.71286512     4.99850457    -1.72503432    -1.72539580     1.93585514     1.92687641     1.43337261     1.42395147    -2.92512813    -2.89313132     1.14625872     1.14531654     3.32749922
    21     1.11464367    -1.29534858    -0.13743777    -0.14298340    -1.01170833    -0.24551166    -0.80817874    -3.37445692     5.35305617     4.85764573    -1.85659724    -1.85678224     2.02254392     2.00575519     1.56850705     1.55802332    -3.02221583    -2.97588971     1.20782799     1.20768386     3.93527977
    22     1.25812595    -1.57745162    -0.14233128    -0.15914848    -0.18579086    -0.44262250    -0.19250810    -2.98836828     6.00935419     4.76121750    -1.99088208    -1.99244673     2.10548659     2.08337886     1.70927442     1.69526513    -3.09941638    -3.05301015     1.27132019     1.27217746     3.72770805
    23    -1.47842729     1.04734749    -0.16514399    -0.15642822     0.64789510    -0.70867536     0.35866353    -1.88981256     4.80302466     6.56173650    -2.12787153    -2.13005506     2.16123098     2.18067689     1.84101887     1.84754839    -3.15943879    -3.12805919     1.33538420     1.33832651    -2.17221289
