     0   -98.45860221   -98.45860159   -63.61873283   -63.61873280   -48.59501449   -48.53740268   -48.52465770   -48.40165114   -10.17142249   -10.17142233    -4.29905082    -4.29882190    -4.29880805    -4.29870458    -3.31324457    -3.31294051    -1.55894682    -1.55875472    -1.55873840    -1.55863126     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404     5.26483404
     1   -98.45866206   -98.45844279   -63.61879207   -63.61870302   -48.59371176   -48.53765517   -48.51313276   -48.39106910   -10.17077189   -10.17026355    -4.29910109    -4.29899140    -4.29851709    -4.29835750    -3.31343877    -3.31245659    -1.55965198    -1.55919965    -1.55864233    -1.55808320     5.24428919     5.24548037     5.26232618     5.26271319     5.26305218     5.26391590     5.26417891     5.26460190     5.26474923     5.26489163     5.26505208     5.26553671     5.26586032     5.26620457     5.26651005     5.26662712     5.27150890     5.27545297
     2   -98.45940314   -98.45740604   -63.61889094   -63.61869329   -48.59194535   -48.53831206   -48.48564647   -48.36741225   -10.16857571   -10.16719471    -4.29961381    -4.29951058    -4.29743043    -4.29720848    -3.31341600    -3.31165425    -1.56138686    -1.56059520    -1.55819123    -1.55708430     5.21487698     5.21700543     5.25947953     5.26041051     5.26114221     5.26233768     5.26300296     5.26399761     5.26442285     5.26494048     5.26512012     5.26606071     5.26639256     5.26762733     5.26864580     5.26896487     5.27221371     5.28179363
     3   -98.46137191   -98.45496448   -63.61902032   -63.61871961   -48.58928568   -48.54029260   -48.45685658   -48.34154675   -10.16442805   -10.16279437    -4.30048034    -4.30038374    -4.29563777    -4.29536612    -3.31303891    -3.31073376    -1.56414049    -1.56307856    -1.55730345    -1.55583681     5.18441698     5.18774784     5.25621023     5.25766250     5.25980480     5.26081657     5.26190512     5.26321567     5.26386674     5.26476647     5.26504814     5.26585874     5.26682552     5.26856417     5.27081366     5.27207611     5.27345344     5.28709629
     4   -98.46454535   -98.45118346   -63.61917500   -63.61880188   -48.58536196   -48.54315834   -48.43905962   -48.32123133   -10.15801445   -10.15746393    -4.30172630    -4.30163230    -4.29316207    -4.29285791    -3.31229034    -3.30975149    -1.56795328    -1.56674327    -1.55599087    -1.55438024     5.16120631     5.16523535     5.25313926     5.25537583     5.25837919     5.25999036     5.26153140     5.26258952     5.26323555     5.26454860     5.26473131     5.26604258     5.26712545     5.26936681     5.27177246     5.27406586     5.27730286     5.29225997
     5   -98.46828422   -98.44676103   -63.61935530   -63.61895847   -48.58016967   -48.54706088   -48.43739924   -48.31038599   -10.15133125   -10.14927687    -4.30338377    -4.30328512    -4.29001716    -4.28969603    -3.31117111    -3.30871216    -1.57285244    -1.57163716    -1.55426718    -1.55271827     5.14997458     5.15328843     5.25103926     5.25402072     5.25728101     5.25983900     5.26173769     5.26207475     5.26285856     5.26431976     5.26509366     5.26613483     5.26751689     5.27015784     5.27245175     5.27503998     5.28079934     5.29768975
     6   -98.47152074   -98.44283929   -63.61956596   -63.61919938   -48.57412838   -48.55208193   -48.45103269   -48.31016730   -10.14414947   -10.13853821    -4.30548434    -4.30537424    -4.28621352    -4.28588031    -3.30969606    -3.30757543    -1.57885636    -1.57776205    -1.55214775    -1.55082461     5.15149566     5.15339813     5.25048626     5.25385841     5.25711168     5.26019003     5.26150308     5.26213151     5.26297334     5.26447338     5.26545002     5.26601839     5.26794719     5.27044217     5.27287533     5.27513071     5.28286544     5.30315729
     7   -98.47313092   -98.44064196   -63.61981330   -63.61952102   -48.56807892   -48.55821091   -48.47500539   -48.32010033   -10.13537302   -10.12633261    -4.30805771    -4.30793358    -4.28175366    -4.28140757    -3.30788964    -3.30626689    -1.58597651    -1.58508115    -1.54964950    -1.54865198     5.16274869     5.16689053     5.25168380     5.25493381     5.25803171     5.26075889     5.26158234     5.26238806     5.26331044     5.26479799     5.26534843     5.26605263     5.26785027     5.27023952     5.27178158     5.27511969     5.28310180     5.30731988
     8   -98.47236784   -98.44105101   -63.62010214   -63.61990519   -48.56747526   -48.56134844   -48.50175917   -48.33827052   -10.12424053   -10.11317965    -4.31113132    -4.31099745    -4.27662894    -4.27627852    -3.30577665    -3.30469089    -1.59421262    -1.59352734    -1.54678749    -1.54614148     5.18257548     5.18991662     5.25437680     5.25699071     5.25976449     5.26149009     5.26207212     5.26291623     5.26375158     5.26479705     5.26535142     5.26604524     5.26721439     5.26950239     5.26978284     5.27408724     5.28166019     5.30793064
     9   -98.46919622   -98.44425833   -63.62043397   -63.62032328   -48.57753247   -48.55757455   -48.52306387   -48.36093195   -10.11000397   -10.09931662    -4.31473064    -4.31459847    -4.27082378    -4.27049611    -3.30337053    -3.30274349    -1.60354414    -1.60301468    -1.54357010    -1.54323223     5.20810530     5.21690500     5.25790791     5.25952126     5.26176108     5.26246919     5.26290088     5.26356922     5.26413741     5.26467930     5.26542273     5.26582710     5.26644862     5.26774140     5.26827142     5.27155587     5.27896805     5.30285492
