0	 7.33927	 7.34916	 66038.72346	-66040.14299	-21.09870	-473.06872	 150.31236	-261.65587	-5.41632	-0.25313	-5.91388	 20.01581	-14.47758	-2.72285	-1.15670	-1.36842	-6.53397	-9.17721	 3.83060	 6.16132	 12.59453	
1	 29.65792	-6.36310	-23.92462	 22.64350	 3.57802	 20.75671	-95.13548	-136.66891	-6.19444	 10.25979	 2.55681	-3.94588	 0.20695	-0.89712	-0.29170	-1.09345	-2.08453	-1.48626	 0.96131	 0.45439	 32.14303	
2	 9.00853	 13.35065	-7.62517	 6.63722	 25.14243	-8.65500	 148.10920	-15.21221	-13.79859	 15.45505	 1.02898	-1.85691	-0.54875	 0.35121	 0.26182	-0.59427	-0.97151	 1.05008	 0.60662	 0.35611	-97.93067	
3	 1.89366	 16.77823	-2.47923	 1.91044	 41.97493	-30.24810	 275.73723	 73.14374	-16.72368	 16.25536	 0.44610	-1.09500	-0.34458	 0.87625	 0.67866	-0.18879	-0.25275	 2.48209	 0.79409	 0.11165	-192.73493	
4	-7.85322	 19.23518	-0.48574	 0.35699	 52.74660	-42.16669	 288.62680	 121.55270	-21.91897	 22.67913	 0.29435	-0.77194	 0.02435	 0.98799	 0.91450	 0.07460	 0.38917	 2.86728	 0.77521	-0.09536	-226.91005	
5	-18.56038	 19.27807	 0.06750	 0.21489	 58.82681	-44.75892	 218.87039	 136.23487	 0.75591	 3.97719	 0.22234	-0.50071	 0.52338	 0.66048	 0.96852	 0.18475	 0.92105	 2.24663	 0.56938	-0.13084	-212.11381	
6	-29.22018	 13.83900	-0.00845	 0.96752	 61.07850	-34.78049	 84.57397	 129.88675	-11.26748	 14.90590	 0.14814	-0.18991	 0.85246	 0.20117	 0.84328	 0.14955	 1.20594	 0.91159	 0.25766	 0.01782	-154.68688	
7	-29.58700	 9.58681	-0.71237	 2.30021	 57.10258	-9.56857	-96.13667	 98.18524	-20.54948	 21.05006	 0.05026	 0.11232	 0.68091	-0.05404	 0.49135	 0.12384	 1.15684	-0.75697	-0.10162	 0.27764	-96.92283	
8	-17.27415	 1.09548	-2.15005	 3.95336	-242.68330	 273.39870	-218.02115	 15.15900	-22.87352	 19.25635	 0.01350	 0.33037	 0.21631	-0.11962	-0.07423	 0.12284	 0.85011	-2.41017	-0.47044	 0.55462	-16.40384	
9	 2.82715	-13.75494	-3.86129	 5.80713	-142.58543	-25.89691	-101.16937	-85.70160	-19.05577	 9.34683	 0.01305	 0.44165	-0.13039	-0.21859	-0.66382	 0.14342	 0.37065	-3.51844	-0.84185	 0.81375	 64.66254	
10	 26.33772	-32.43914	-2.57171	 4.65082	-261.55012	-95.78760	 87.56596	-162.88442	-9.20669	-4.06248	 0.01046	 0.44051	-0.12314	-0.41790	-0.74498	-0.15111	-0.42046	-3.35199	-1.30163	 1.13989	 110.78248	
11	 47.18272	-50.46683	 0.62175	 1.60881	-144.45154	-92.62285	 47.76185	-185.80679	 3.86175	-15.35828	-0.06897	 0.36852	 0.33489	-0.72392	-0.53893	-0.41239	-1.18102	-1.96752	-1.50996	 1.19609	 108.01870	
12	-62.52231	 84.17546	 0.58159	 0.05098	 116.45003	-97.36046	-80.79526	-151.28031	-20.35801	 34.29525	-0.34544	 0.33917	-0.24343	 0.33893	 0.42737	-1.10864	-1.73151	 0.26412	 0.13489	-0.63974	 0.30670	
13	-64.06443	 76.98402	 0.56022	-0.02496	 256.38965	-145.21622	-42.64399	-72.73766	-17.06094	 34.84628	-0.35902	-0.08581	-0.01989	 0.74767	-1.03482	 0.85746	-1.79262	 2.52699	 0.37789	-1.12426	-54.53485	
14	-52.25638	 52.55563	 0.45159	 0.02771	 116.32031	-109.10793	 148.84803	 13.02267	-5.95852	 24.04868	-0.65046	-0.28435	 0.48756	 0.80079	-0.77167	 1.11281	-0.71932	 3.48411	 0.19630	-1.21489	-89.63806	
15	 26.65612	-29.14070	 0.58930	 0.46893	 26.26733	-87.00095	 228.87726	 86.88887	 10.89462	 13.82484	-0.94545	-0.33856	 0.93819	 0.56211	-0.48408	 1.13498	 3.26509	 0.77642	-0.02302	-1.21635	-203.81332	
16	-1.48511	-7.42989	 0.79935	 0.08007	 9.59887	-67.32649	 174.68860	 139.52023	 22.52236	-0.41779	-1.16817	-0.31063	 1.23406	 0.12533	-0.22894	 0.90754	 11.53510	-7.29022	-0.22280	-1.06383	-239.71299	
17	-29.95301	 13.81709	 1.26165	-0.71705	 10.00549	-18.17832	 43.03698	 154.83212	 27.54453	-12.33029	-1.11594	-0.24368	 0.99923	-0.16183	 0.00297	 0.43945	 5.83415	-2.52581	-0.33841	-0.73773	-222.91129	
18	-49.19502	 24.83877	 1.73729	-1.64055	 1.86762	 56.05307	-107.54096	 126.71455	-19.69094	 20.97771	-0.65530	-0.24017	-0.02176	 0.04522	 0.09540	-0.08764	-4.55266	 5.95074	-0.32598	-0.27926	-155.00564	
19	-53.42146	 20.07124	 0.86315	-1.22208	-40.93923	 103.95035	-178.44612	 58.56835	-22.36776	 0.76491	 0.29882	-0.44434	-1.19531	 0.27567	-0.06294	-0.44281	-10.53671	 9.45416	-0.19422	 0.23743	-44.29835	
20	-40.73942	-2.00885	-0.60034	-0.08975	-127.79805	 89.29528	-106.76288	-34.09048	-16.48396	-35.80760	 1.34929	-0.60032	-1.78120	-0.01599	-0.45642	-0.48841	-6.56772	 3.04105	-0.00170	 0.74949	 86.58336	
21	-13.99784	-38.50516	-1.55126	 0.76102	-207.67282	 72.32128	 9.48837	-125.03923	-6.22798	-79.55513	 1.54796	 0.05171	-1.74183	-0.68121	-0.68401	-0.46589	-3.25028	-2.00723	 0.16809	 1.23119	 201.75089	
22	 19.72457	-82.74145	-2.12001	 1.49720	-200.12471	 41.31090	 100.91463	-183.46941	 4.63222	-119.72001	 1.37735	 0.84403	-1.27896	-1.37897	 0.01980	-1.01905	-3.40045	-2.36197	 0.38879	 1.52891	 265.86683	
23	-61.53653	 51.03685	-0.55897	-0.78686	-111.44381	-2.03862	 146.58925	-184.67685	-87.64877	 12.76914	 1.42283	 1.10874	-1.00016	-1.23461	-2.08876	 1.73797	-3.79864	-1.06896	 1.43298	 0.80347	-52.65685	
24	-85.28133	 70.92845	 0.30602	-0.79782	-9.30432	-21.38428	 149.41241	-129.61555	-87.26258	 12.71758	 1.63129	 0.74428	-1.15515	-0.49963	-1.27430	 1.73184	-3.45561	 0.47857	 1.68269	 0.62068	-66.01946	
25	-89.46834	 73.36516	 0.80427	-0.37993	-16.43996	 40.41711	 158.23905	-53.18936	-70.96629	 5.64203	 1.31903	 0.54243	-0.54797	-0.33362	-0.60903	 1.89835	-2.20324	 1.47513	 1.43738	 0.63802	-59.89764	
26	-68.86610	 55.34715	 0.95404	 0.28050	-90.66169	 129.37853	 172.10254	 11.86763	-42.55095	-7.21070	 0.66160	 0.46973	 0.34102	-0.45946	-0.26184	 2.15523	-0.13741	 1.38164	 1.02565	 0.56037	-41.29846	
27	 78.34642	-93.10443	 1.64080	 1.37678	-44.34118	 70.79930	 150.16288	 57.35137	-20.11093	-13.23342	-0.01118	 0.40078	 1.19369	-0.66676	 0.17137	 2.11593	 3.28279	-0.59943	 0.47612	 0.46854	-85.76296	
28	 6.14933	-15.05617	 0.86015	 2.01262	 22.61158	 3.15232	 68.69752	 92.49821	 13.41618	-29.32004	-0.73944	 0.48384	 1.40676	-0.63487	 0.61917	 1.28625	 16.44658	-13.48424	-0.11920	 0.38027	-127.24880	
29	-25.40015	 30.89983	 0.07256	 2.30810	 70.79844	-48.84707	-42.92659	 109.07974	 41.88176	-32.67297	-1.55247	 0.89164	 0.94425	-0.21690	 1.20584	-0.21991	-2.21612	 4.46712	-0.65579	 0.27913	-130.65398	
30	-44.12887	 68.81957	-0.85370	 2.35109	 60.10991	-63.06776	-130.11189	 95.21568	 62.01854	-24.14049	-1.33838	 0.50745	 0.20013	 0.30914	 1.72179	-1.98089	-5.63278	 6.41992	-1.03492	 0.09373	-98.50444	
