9.999999999999999124e-06 1.918542521801939430e-10
1.008091609364295407e-05 1.957713727254222010e-10
1.016248692870695203e-05 1.997684697798572352e-10
1.024471780310381472e-05 2.038471762373434993e-10
1.032761405761397403e-05 2.080104821770444598e-10
1.041118107623339306e-05 2.122629103352371078e-10
1.049542428652321790e-05 2.166055478026051383e-10
1.058034915996231272e-05 2.210403879586024128e-10
1.066596121230257832e-05 2.255693191694850979e-10
1.075226600392725711e-05 2.301942699375300583e-10
1.083926914021203183e-05 2.349172096536119987e-10
1.092697627188909888e-05 2.397401494506032196e-10
1.101539309541415048e-05 2.446651430589219243e-10
1.110452535333639925e-05 2.496942876820087015e-10
1.119437883467151164e-05 2.548297248902297755e-10
1.128495937527761936e-05 2.600736415337049331e-10
1.137627285823430905e-05 2.654282706744512552e-10
1.146832521422477813e-05 2.708958925382381494e-10
1.156112242192098576e-05 2.764788354865629303e-10
1.165467050837197679e-05 2.821794770091592451e-10
1.174897554939529737e-05 2.880002447374646027e-10
1.184404366997166318e-05 2.939436174794782235e-10
1.193988104464272784e-05 3.000121262764523742e-10
1.203649389791213258e-05 3.062083554818672242e-10
1.213388850464977486e-05 3.125349438631517724e-10
1.223207119049931581e-05 3.189945857266197539e-10
1.233104833228908786e-05 3.255900320661022542e-10
1.243082635844621755e-05 3.323240917357672405e-10
1.253141174941416369e-05 3.391996326476268659e-10
1.263281103807356397e-05 3.462195829942442117e-10
1.273503081016661540e-05 3.533869324971627613e-10
1.283807770472474973e-05 3.607047336815899659e-10
1.294195841449986300e-05 3.681761031778815149e-10
1.304667968639895354e-05 3.758042230503813986e-10
1.315224832192238192e-05 3.835923421541856762e-10
1.325867117760558848e-05 3.915437775204095431e-10
1.336595516546442595e-05 3.996619157705502703e-10
1.347410725344405304e-05 4.079502145605492865e-10
1.358313446587153973e-05 4.164122040551719313e-10
1.369304388391207075e-05 4.250514884333334285e-10
1.380384264602885565e-05 4.338717474250157680e-10
1.391553794844672011e-05 4.428767378804313436e-10
1.402813704561958175e-05 4.520702953721046055e-10
1.414164725070153591e-05 4.614563358305563748e-10
1.425607593602187519e-05 4.710388572142895278e-10
1.437143053356391035e-05 4.808219412147904768e-10
1.448771853544761648e-05 4.908097549972749861e-10
1.460494749441632118e-05 5.010065529779222176e-10
1.472312502432718241e-05 5.114166786383574945e-10
1.484225880064573368e-05 5.220445663781586453e-10
1.496235656094433423e-05 5.328947434061783146e-10
1.508342610540479833e-05 5.439718316714910173e-10
1.520547529732494980e-05 5.552805498347901518e-10
1.532851206362936252e-05 5.668257152810785931e-10
1.545254439538413968e-05 5.786122461745121002e-10
1.557758034831602123e-05 5.906451635562759667e-10
1.570362804333551998e-05 6.029295934863911667e-10
1.583069566706439945e-05 6.154707692303647533e-10
1.595879147236732936e-05 6.282740334916224287e-10
1.608792377888797621e-05 6.413448406906758891e-10
1.621810097358929504e-05 6.546887592919996716e-10
1.634933151129829362e-05 6.683114741796142582e-10
1.648162391525508601e-05 6.822187890823907978e-10
1.661498677766655728e-05 6.964166290501139070e-10
1.674942876026436854e-05 7.109110429813634060e-10
1.688495859486752231e-05 7.257082062042952895e-10
1.702158508394950869e-05 7.408144231114271475e-10
1.715931710120994756e-05 7.562361298495529002e-10
1.729816359215101147e-05 7.719798970659410724e-10
1.743813357465838853e-05 7.880524327119890337e-10
1.757923613958693124e-05 8.044605849055333391e-10
1.772148045135117392e-05 8.212113448530419498e-10
1.786487574852050551e-05 8.383118498329386161e-10
1.800943134441920771e-05 8.557693862413342116e-10
1.815515662773136186e-05 8.735913927014715518e-10
1.830206106311056021e-05 8.917854632382119400e-10
1.845015419179473325e-05 9.103593505189242581e-10
1.859944563222575768e-05 9.293209691621610943e-10
1.874994508067419406e-05 9.486783991155412477e-10
1.890166231186900158e-05 9.684398891042824524e-10
1.905460717963247056e-05 9.886138601518614593e-10
1.920878961752015587e-05 1.009208909174308081e-09
1.936421963946607884e-05 1.030233812649674034e-09
1.952090734043305883e-05 1.051697530364242733e-09
1.967886289706844888e-05 1.073609209237092742e-09
1.983809656836505182e-05 1.095978187224641102e-09
1.999861869632743022e-05 1.118813997306850493e-09
2.016043970664362726e-05 1.142126371556797780e-09
2.032357010936221712e-05 1.165925245295351392e-09
2.048802049957504739e-05 1.190220761332737402e-09
2.065380155810530427e-05 1.215023274298807699e-09
2.082092405220116821e-05 1.240343355063868718e-09
2.098939883623524282e-05 1.266191795251961677e-09
2.115923685240945579e-05 1.292579611848529277e-09
2.133044913146576010e-05 1.319518051904442541e-09
2.150304679340257148e-05 1.347018597338402383e-09
2.167704104819694869e-05 1.375092969839773720e-09
2.185244319653275384e-05 1.403753135873953585e-09
2.202926463053455906e-05 1.433011311792418332e-09
2.220751683450754665e-05 1.462879969049636983e-09
2.238721138568339957e-05 1.493371839529091362e-09
2.256835995497225660e-05 1.524499920980677741e-09
2.275097430772070182e-05 1.556277482571831775e-09
2.293506630447592046e-05 1.588718070554743048e-09
2.312064790175595000e-05 1.621835514052100269e-09
2.330773115282637887e-05 1.655643930963837482e-09
2.349632820848306593e-05 1.690157733997422795e-09
2.368645131784138878e-05 1.725391636824265486e-09
2.387811282913178052e-05 1.761360660364888444e-09
2.407132519050168696e-05 1.798080139205557606e-09
2.426610095082415110e-05 1.835565728149120415e-09
2.446245276051280110e-05 1.873833408902861159e-09
2.466039337234340105e-05 1.912899496906244552e-09
2.485993564228226283e-05 1.952780648301472037e-09
2.506109253032113250e-05 1.993493867049845024e-09
2.526387710131895820e-05 2.035056512196977816e-09
2.546830252585041717e-05 2.077486305289995057e-09
2.567438208106130051e-05 2.120801337949874759e-09
2.588212915153091125e-05 2.165020079602196415e-09
