     0   -11.33881709    -0.00000000    -0.00000000    -0.00000000     2.27216200     2.52407138     2.52407138     2.52407138     7.16061756     7.16061756     7.16061756     7.16061756     7.16061756     7.16061756     7.16061756     7.16061756     7.16061756     7.16061756
     1   -11.33884735    -0.00041153    -0.00036647     0.00009880     2.27258711     2.52398873     2.52407645     2.52452039     7.15907499     7.16017155     7.16047437     7.16059921     7.16062823     7.16063224     7.16068971     7.16074914     7.16108101     7.16220704
     2   -11.33893737    -0.00150881    -0.00110452    -0.00010305     2.27386138     2.52374116     2.52453647     2.52542168     7.15758696     7.15974071     7.16031794     7.16057042     7.16064296     7.16071175     7.16085446     7.16087593     7.16156559     7.16383536
     3   -11.33908490    -0.00338586    -0.00212175    -0.00060278     2.27598159     2.52332780     2.52545253     2.52677324     7.15616057     7.15932349     7.16014720     7.16052781     7.16066062     7.16085172     7.16098243     7.16113069     7.16207766     7.16549406
     4   -11.33928618    -0.00601056    -0.00345013    -0.00139851     2.27894240     2.52274774     2.52682498     2.52857269     7.15480234     7.15891865     7.15996161     7.16047082     7.16068460     7.16103630     7.16110143     7.16148672     7.16262786     7.16717441
     5   -11.33953605    -0.00937827    -0.00509258    -0.00248921     2.28273642     2.52199971     2.52865378     2.53081730     7.15351817     7.15852508     7.15976118     7.16040001     7.16071629     7.16117313     7.16131525     7.16191099     7.16323272     7.16886743
     6   -11.33982792    -0.01348362    -0.00705101    -0.00387466     2.28735418     2.52108205     2.53093842     2.53350398     7.15231323     7.15814173     7.15954646     7.16031650     7.16075685     7.16127256     7.16161162     7.16237636     7.16391404     7.17056403
     7   -11.34015389    -0.01832023    -0.00932664    -0.00555556     2.29278426     2.51999286     2.53367797     2.53662932     7.15119200     7.15776761     7.15931859     7.16022173     7.16080740     7.16136608     7.16195618     7.16285438     7.16469364     7.17225508
     8   -11.34050483    -0.02388070    -0.01192001    -0.00753338     2.29901335     2.51872991     2.53687102     2.54018962     7.15015815     7.15740185     7.15907919     7.16011734     7.16086898     7.16145688     7.16234211     7.16332289     7.16558581     7.17393147
     9   -11.34087045    -0.03015663    -0.01483101    -0.00981033     2.30602631     2.51729079     2.54051568     2.54418087     7.14921457     7.15704382     7.15883040     7.16000505     7.16094250     7.16154596     7.16276387     7.16376951     7.16659385     7.17558426
    10   -11.34123940    -0.03713869    -0.01805888    -0.01238925     2.31380625     2.51567289     2.54460959     2.54859878     7.14836332     7.15669318     7.15857473     7.15988663     7.16102864     7.16163381     7.16321556     7.16418938     7.16771251     7.17720474
    11   -11.34159942    -0.04481671    -0.02160227    -0.01527343     2.32233466     2.51387351     2.54914990     2.55343879     7.14760564     7.15634998     7.15831509     7.15976375     7.16112781     7.16172059     7.16369041     7.16458170     7.16893188     7.17878454
    12   -11.34193743    -0.05317967    -0.02545928    -0.01846650     2.33159147     2.51188988     2.55413331     2.55869612     7.14694193     7.15601470     7.15805466     7.15963802     7.16124004     7.16180620     7.16417970     7.16494842     7.17023959     7.18031574
    13   -11.34223969    -0.06221582    -0.02962751    -0.02197225     2.34155516     2.50971924     2.55955602     2.56436573     7.14637176     7.15568829     7.15779684     7.15951088     7.16136496     7.16189037     7.16466979     7.16529647     7.17162174     7.18179098
    14   -11.34249192    -0.07191275    -0.03410410    -0.02579449     2.35220280     2.50735898     2.56541378     2.57044238     7.14589392     7.15537211     7.15754521     7.15938362     7.16150170     7.16197270     7.16513341     7.16564632     7.17306296     7.18320358
    15   -11.34267945    -0.08225740    -0.03888575    -0.02993694     2.36351013     2.50480670     2.57170189     2.57692064     7.14550639     7.15506794     7.15730341     7.15925741     7.16164882     7.16205274     7.16552127     7.16604050     7.17454636     7.18454765
    16   -11.34278737    -0.09323619    -0.04396881    -0.03440302     2.37545152     2.50206048     2.57841519     2.58379487     7.14520644     7.15477789     7.15707508     7.15913326     7.16180407     7.16213029     7.16580645     7.16649939     7.17605333     7.18581826
    17   -11.34280071    -0.10483503    -0.04934924    -0.03919580     2.38799984     2.49911912     2.58554813     2.59105931     7.14499066     7.15450431     7.15686379     7.15901210     7.16196350     7.16220628     7.16601332     7.16699246     7.17756343     7.18701152
