     0   -36.88508576   -36.88508463   -36.87853355   -36.87853240   -36.87766545   -36.87766528   -36.86994406   -36.86994375   -35.42652460   -35.42652315   -35.42284597   -35.42284501   -35.41983367   -35.41983234   -35.41606963   -35.41606852   -35.41579794   -35.41579765   -35.40781176   -35.40781157   -22.25376479   -22.25375586   -22.24991968   -22.24991765   -22.24697291   -22.24696766   -22.24299559   -22.24299090   -21.22362360   -21.22362030   -21.21419819   -21.21419630   -21.21308110   -21.21307799   -21.20955424   -21.20955327   -21.20686217   -21.20685993   -21.19801080   -21.19800600   -11.94917518   -11.94899037   -10.71850366   -10.71848445    -6.23108736    -6.23086170    -5.88205745    -5.88157747    -3.80386960    -3.80255591    -3.36834569    -3.36771084    -3.23806767    -3.23572891    -2.67529948    -2.67228203    -2.00083903    -1.99565152    -1.47070979    -1.46934930     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176     1.16650176
     1   -36.88508579   -36.88508459   -36.87853357   -36.87853237   -36.87766544   -36.87766527   -36.86994406   -36.86994374   -35.42652466   -35.42652310   -35.42284596   -35.42284498   -35.41983369   -35.41983230   -35.41606970   -35.41606845   -35.41579796   -35.41579762   -35.40781177   -35.40781156   -22.25376540   -22.25375535   -22.24992437   -22.24991309   -22.24697619   -22.24696436   -22.24299610   -22.24299050   -21.22362433   -21.22361963   -21.21420966   -21.21418530   -21.21308962   -21.21306939   -21.20955535   -21.20955207   -21.20686364   -21.20685834   -21.19801090   -21.19800631   -11.94916599   -11.94896914   -10.71849653   -10.71847500    -6.23123324    -6.23099333    -5.88211724    -5.88160552    -3.80382834    -3.80241812    -3.36861492    -3.36788024    -3.23807186    -3.23559490    -2.67520464    -2.67199606    -2.00090005    -1.99538514    -1.47074911    -1.46930274     1.16640555     1.16641890     1.16643764     1.16645846     1.16648849     1.16650006     1.16650305     1.16651504     1.16654448     1.16656475     1.16658277     1.16659698
     2   -36.88508585   -36.88508452   -36.87853360   -36.87853233   -36.87766547   -36.87766522   -36.86994407   -36.86994371   -35.42652472   -35.42652304   -35.42284595   -35.42284492   -35.41983371   -35.41983226   -35.41606977   -35.41606837   -35.41579800   -35.41579754   -35.40781178   -35.40781154   -22.25376661   -22.25375445   -22.24993002   -22.24990784   -22.24698106   -22.24695947   -22.24299726   -22.24298967   -21.22362582   -21.22361833   -21.21422242   -21.21417394   -21.21309950   -21.21305927   -21.20955670   -21.20955044   -21.20686563   -21.20685600   -21.19801147   -21.19800696   -11.94912545   -11.94891704   -10.71847407   -10.71844878    -6.23165391    -6.23140245    -5.88226342    -5.88172202    -3.80360025    -3.80209632    -3.36930966    -3.36846690    -3.23795908    -3.23534791    -2.67471801    -2.67133586    -2.00074417    -1.99494286    -1.47077908    -1.46925773     1.16631002     1.16633691     1.16637421     1.16641495     1.16647466     1.16649823     1.16650419     1.16652722     1.16658505     1.16662564     1.16666084     1.16668851
     3   -36.88508590   -36.88508444   -36.87853364   -36.87853226   -36.87766550   -36.87766514   -36.86994409   -36.86994366   -35.42652476   -35.42652299   -35.42284593   -35.42284484   -35.41983373   -35.41983222   -35.41606982   -35.41606828   -35.41579805   -35.41579743   -35.40781180   -35.40781151   -22.25376821   -22.25375335   -22.24993583   -22.24990269   -22.24698610   -22.24695438   -22.24299876   -22.24298872   -21.22362754   -21.22361691   -21.21423568   -21.21416303   -21.21310936   -21.21304904   -21.20955798   -21.20954870   -21.20686754   -21.20685351   -21.19801252   -21.19800795   -11.94905332   -11.94883413   -10.71843587   -10.71840612    -6.23234964    -6.23208950    -5.88249617    -5.88192748    -3.80318546    -3.80159179    -3.37042230    -3.36947095    -3.23772895    -3.23498918    -2.67384134    -2.67030366    -2.00037069    -1.99432443    -1.47079956    -1.46921430     1.16621733     1.16625760     1.16631290     1.16637220     1.16646060     1.16649633     1.16650515     1.16653808     1.16662266     1.16668312     1.16673430     1.16677437
     4   -36.88508597   -36.88508434   -36.87853368   -36.87853218   -36.87766553   -36.87766506   -36.86994410   -36.86994359   -35.42652480   -35.42652293   -35.42284590   -35.42284474   -35.41983375   -35.41983218   -35.41606987   -35.41606817   -35.41579808   -35.41579730   -35.40781182   -35.40781146   -22.25377006   -22.25375219   -22.24994177   -22.24989767   -22.24699117   -22.24694925   -22.24300046   -22.24298778   -21.22362937   -21.22361549   -21.21424937   -21.21415262   -21.21311913   -21.21303875   -21.20955916   -21.20954688   -21.20686931   -21.20685093   -21.19801404   -21.19800927   -11.94894971   -11.94872078   -10.71838174   -10.71834742    -6.23331731    -6.23305150    -5.88281469    -5.88222140    -3.80258695    -3.80090881    -3.37193886    -3.37088347    -3.23738239    -3.23452186    -2.67258259    -2.66890816    -1.99978093    -1.99353197    -1.47081039    -1.46917254     1.16612992     1.16618305     1.16625532     1.16633137     1.16644670     1.16649440     1.16650593     1.16654738     1.16665641     1.16673576     1.16680136     1.16685247
     5   -36.88508603   -36.88508422   -36.87853373   -36.87853208   -36.87766556   -36.87766496   -36.86994412   -36.86994352   -35.42652484   -35.42652287   -35.42284587   -35.42284461   -35.41983378   -35.41983214   -35.41606991   -35.41606806   -35.41579811   -35.41579716   -35.40781184   -35.40781141   -22.25377211   -22.25375104   -22.24994787   -22.24989277   -22.24699628   -22.24694408   -22.24300233   -22.24298689   -21.22363130   -21.22361411   -21.21426359   -21.21414265   -21.21312886   -21.21302834   -21.20956024   -21.20954496   -21.20687091   -21.20684828   -21.19801605   -21.19801091   -11.94881378   -11.94857639   -10.71831114   -10.71827245    -6.23456223    -6.23429372    -5.88322114    -5.88260597    -3.80180330    -3.80004635    -3.37385705    -3.37270433    -3.23691739    -3.23394517    -2.67094055    -2.66714749    -1.99897116    -1.99256030    -1.47081151    -1.46913205     1.16604945     1.16611465     1.16620254     1.16629327     1.16643326     1.16649249     1.16650652     1.16655506     1.16668581     1.16678266     1.16686091     1.16692155
     6   -36.88508608   -36.88508411   -36.87853379   -36.87853198   -36.87766558   -36.87766485   -36.86994413   -36.86994343   -35.42652486   -35.42652280   -35.42284582   -35.42284446   -35.41983380   -35.41983211   -35.41606993   -35.41606793   -35.41579812   -35.41579701   -35.40781185   -35.40781135   -22.25377431   -22.25374994   -22.24995408   -22.24988802   -22.24700137   -22.24693892   -22.24300431   -22.24298609   -21.22363329   -21.22361278   -21.21427821   -21.21413321   -21.21313848   -21.21301792   -21.20956122   -21.20954297   -21.20687231   -21.20684560   -21.19801853   -21.19801289   -11.94864646   -11.94840211   -10.71822443   -10.71818187    -6.23607386    -6.23580555    -5.88371263    -5.88307854    -3.80084375    -3.79901495    -3.37614861    -3.37490748    -3.23633797    -3.23326568    -2.66893643    -2.66504358    -1.99794786    -1.99141623    -1.47080286    -1.46909281     1.16597852     1.16605457     1.16615623     1.16625917     1.16642077     1.16649069     1.16650692     1.16656095     1.16671009     1.16682245     1.16691126     1.16697966
     7   -36.88508614   -36.88508398   -36.87853384   -36.87853186   -36.87766559   -36.87766474   -36.86994413   -36.86994333   -35.42652487   -35.42652274   -35.42284576   -35.42284430   -35.41983383   -35.41983207   -35.41606994   -35.41606779   -35.41579813   -35.41579685   -35.40781187   -35.40781129   -22.25377665   -22.25374891   -22.24996043   -22.24988341   -22.24700646   -22.24693375   -22.24300643   -22.24298538   -21.22363536   -21.22361151   -21.21429329   -21.21412426   -21.21314800   -21.21300743   -21.20956208   -21.20954090   -21.20687352   -21.20684289   -21.19802145   -21.19801521   -11.94844719   -11.94819753   -10.71812125   -10.71807547    -6.23785506    -6.23758958    -5.88429080    -5.88364066    -3.79970983    -3.79781637    -3.37880456    -3.37748412    -3.23564323    -3.23248355    -2.66657528    -2.66260063    -1.99670903    -1.99009568    -1.47078443    -1.46905425     1.16591861     1.16600403     1.16611734     1.16622984     1.16640957     1.16648904     1.16650712     1.16656505     1.16672894     1.16685449     1.16695160     1.16702592
     8   -36.88508619   -36.88508385   -36.87853390   -36.87853174   -36.87766560   -36.87766463   -36.86994413   -36.86994323   -35.42652487   -35.42652268   -35.42284570   -35.42284411   -35.41983385   -35.41983202   -35.41606994   -35.41606765   -35.41579812   -35.41579668   -35.40781188   -35.40781121   -22.25377911   -22.25374794   -22.24996693   -22.24987893   -22.24701154   -22.24692858   -22.24300866   -22.24298477   -21.22363750   -21.22361030   -21.21430884   -21.21411582   -21.21315743   -21.21299690   -21.20956285   -21.20953877   -21.20687451   -21.20684016   -21.19802482   -21.19801788   -11.94821588   -11.94796267   -10.71800149   -10.71795328    -6.23990434    -6.23964399    -5.88495598    -5.88429262    -3.79840642    -3.79645591    -3.38180791    -3.38041718    -3.23483398    -3.23160068    -2.66386915    -2.65983009    -1.99525546    -1.98859756    -1.47075623    -1.46901585     1.16587131     1.16596433     1.16608686     1.16620613     1.16640003     1.16648760     1.16650714     1.16656737     1.16674209     1.16687811     1.16698114     1.16705944
     9   -36.88508623   -36.88508372   -36.87853395   -36.87853161   -36.87766560   -36.87766450   -36.86994413   -36.86994313   -35.42652486   -35.42652263   -35.42284563   -35.42284391   -35.41983388   -35.41983198   -35.41606992   -35.41606749   -35.41579810   -35.41579651   -35.40781188   -35.40781113   -22.25378172   -22.25374706   -22.24997359   -22.24987459   -22.24701664   -22.24692339   -22.24301101   -22.24298425   -21.22363972   -21.22360915   -21.21432490   -21.21410788   -21.21316679   -21.21298628   -21.20956350   -21.20953655   -21.20687527   -21.20683742   -21.19802864   -21.19802093   -11.94795144   -11.94769650   -10.71786453   -10.71781474    -6.24222935    -6.24197595    -5.88571157    -5.88503769    -3.79693326    -3.79493336    -3.38515358    -3.38370093    -3.23390742    -3.23061477    -2.66081932    -2.65673228    -1.99358142    -1.98691389    -1.47071813    -1.46897682     1.16583783     1.16593647     1.16606555     1.16618870     1.16639248     1.16648644     1.16650700     1.16656797     1.16674941     1.16689287     1.16699939     1.16707971
    10   -36.88508627   -36.88508358   -36.87853401   -36.87853147   -36.87766560   -36.87766437   -36.86994411   -36.86994302   -35.42652485   -35.42652257   -35.42284554   -35.42284370   -35.41983390   -35.41983193   -35.41606989   -35.41606732   -35.41579807   -35.41579632   -35.40781188   -35.40781105   -22.25378445   -22.25374626   -22.24998039   -22.24987039   -22.24702173   -22.24691820   -22.24301348   -22.24298384   -21.22364201   -21.22360806   -21.21434141   -21.21410049   -21.21317602   -21.21297563   -21.20956404   -21.20953427   -21.20687579   -21.20683467   -21.19803289   -21.19802434   -11.94765464   -11.94739981   -10.71771071   -10.71766028    -6.24482111    -6.24457586    -5.88655568    -5.88587388    -3.79530118    -3.79325987    -3.38881138    -3.38730471    -3.23286737    -3.22953023    -2.65744996    -2.65333060    -1.99169309    -1.98504840    -1.47067029    -1.46893660     1.16581942     1.16592144     1.16605418     1.16617825     1.16638727     1.16648560     1.16650671     1.16656693     1.16675080     1.16689842     1.16700591     1.16708630
    11   -36.88508630   -36.88508345   -36.87853406   -36.87853134   -36.87766559   -36.87766424   -36.86994410   -36.86994290   -35.42652483   -35.42652252   -35.42284545   -35.42284348   -35.41983393   -35.41983188   -35.41606984   -35.41606714   -35.41579803   -35.41579614   -35.40781188   -35.40781095   -22.25378728   -22.25374556   -22.24998729   -22.24986637   -22.24702678   -22.24691305   -22.24301604   -22.24298352   -21.22364435   -21.22360705   -21.21435825   -21.21409371   -21.21318505   -21.21296504   -21.20956448   -21.20953194   -21.20687607   -21.20683196   -21.19803751   -21.19802809   -11.94732809   -11.94707512   -10.71754134   -10.71749119    -6.24765537    -6.24741857    -5.88748148    -5.88679421    -3.79353096    -3.79145631    -3.39273030    -3.39117698    -3.23172394    -3.22835712    -2.65380529    -2.64966813    -1.98960831    -1.98301536    -1.47061326    -1.46889472     1.16581672     1.16591975     1.16605311     1.16617524     1.16638468     1.16648513     1.16650629     1.16656440     1.16674647     1.16689476     1.16700078     1.16707937
    12   -36.88508633   -36.88508331   -36.87853410   -36.87853119   -36.87766558   -36.87766411   -36.86994407   -36.86994279   -35.42652480   -35.42652247   -35.42284535   -35.42284324   -35.41983396   -35.41983182   -35.41606978   -35.41606694   -35.41579798   -35.41579595   -35.40781187   -35.40781085   -22.25379025   -22.25374495   -22.24999440   -22.24986247   -22.24703186   -22.24690788   -22.24301874   -22.24298331   -21.22364679   -21.22360611   -21.21437566   -21.21408748   -21.21319400   -21.21295435   -21.20956480   -21.20952953   -21.20687610   -21.20682923   -21.19804258   -21.19803223   -11.94696689   -11.94671742   -10.71735384   -10.71730490    -6.25077322    -6.25054435    -5.88850355    -5.88781296    -3.79160299    -3.78950228    -3.39694906    -3.39535481    -3.23046084    -3.22707809    -2.64984618    -2.64570404    -1.98729681    -1.98078196    -1.47054629    -1.46884972     1.16583006     1.16593162     1.16606251     1.16617991     1.16638489     1.16648507     1.16650578     1.16656051     1.16673657     1.16688201     1.16698416     1.16705916
