     0   -98.64562927   -52.57365894   -52.57365886   -52.57365872   -10.08745497    -3.74744500    -3.74744499    -3.74744497    -1.66210003    -1.66210003     5.30491732     5.30491732     5.30491732     5.30491732     5.30491732     5.30491732     5.30491732     5.30491732     5.30491732
     1   -98.64563899   -52.57387569   -52.57371889   -52.57347682   -10.08661758    -3.74799296    -3.74715506    -3.74686199    -1.66271678    -1.66187855     5.30420073     5.30438970     5.30480101     5.30489177     5.30491732     5.30494453     5.30504956     5.30541595     5.30553075
     2   -98.64564987   -52.57413034   -52.57390142   -52.57333283   -10.08411237    -3.74963844    -3.74597637    -3.74542261    -1.66456784    -1.66121389     5.30292568     5.30392907     5.30465608     5.30487645     5.30490762     5.30496338     5.30526753     5.30607134     5.30623059
     3   -98.64561590   -52.57442573   -52.57421328   -52.57324016   -10.07995664    -3.75238592    -3.74389631    -3.74314167    -1.66765525    -1.66010551     5.30118114     5.30351090     5.30449255     5.30486789     5.30488233     5.30497710     5.30553141     5.30696794     5.30698752
     4   -98.64548724   -52.57475944   -52.57466327   -52.57322279   -10.07416503    -3.75624221    -3.74090767    -3.74003047    -1.67198106    -1.65855273     5.29930099     5.30311841     5.30433812     5.30484264     5.30486300     5.30499628     5.30575921     5.30773494     5.30801620
     5   -98.64523906   -52.57525941   -52.57512084   -52.57331130   -10.06673471    -3.76121532    -3.73700988    -3.73609564    -1.67754569    -1.65655500     5.29769165     5.30276346     5.30422268     5.30479580     5.30486488     5.30502451     5.30589392     5.30837413     5.30902712
     6   -98.64489326   -52.57600644   -52.57549188   -52.57353536   -10.05763507    -3.76731281    -3.73220915    -3.73133907    -1.68434644    -1.65411214     5.29672771     5.30249890     5.30416460     5.30475649     5.30486688     5.30506234     5.30591738     5.30879109     5.30976704
     7   -98.64452276   -52.57690463   -52.57585100   -52.57391488   -10.04680752    -3.77453980    -3.72651724    -3.72575842    -1.69237645    -1.65122462     5.29666716     5.30240519     5.30416686     5.30474308     5.30486134     5.30510026     5.30584209     5.30888101     5.31002113
     8   -98.64423419   -52.57794993   -52.57617922   -52.57445221   -10.03417749    -3.78289675    -3.71994921    -3.71934831    -1.70162446    -1.64789358     5.29758921     5.30255826     5.30422631     5.30476554     5.30485367     5.30511629     5.30569545     5.30857379     5.30965683
     9   -98.64413248   -52.57913543   -52.57646651   -52.57512826   -10.01967614    -3.79237765    -3.71252039    -3.71210160    -1.71207523    -1.64412089     5.29936746     5.30299655     5.30434693     5.30481420     5.30485454     5.30509341     5.30550348     5.30785426     5.30867097
    10   -98.64427828   -52.58045344   -52.57671626   -52.57590408   -10.00326543    -3.80296880    -3.70424349    -3.70401057    -1.72371075    -1.63990897     5.30168710     5.30369885     5.30453873     5.30486681     5.30487088     5.30503156     5.30527915     5.30677178     5.30720517
    11   -98.64465327   -52.58189718   -52.57694626   -52.57672869    -9.98495821    -3.81464860    -3.69512635    -3.69506773    -1.73651159    -1.63526063     5.30410646     5.30457901     5.30480447     5.30490284     5.30490685     5.30494791     5.30502077     5.30543642     5.30552132
    12   -98.64514751   -52.58346163   -52.57755177   -52.57718546    -9.96482594    -3.82738837    -3.68526629    -3.68517082    -1.75045823    -1.63017886     5.30393868     5.30400176     5.30472512     5.30486972     5.30493092     5.30494455     5.30513027     5.30549930     5.30615344
    13   -98.64557731   -52.58514320   -52.57833843   -52.57746670    -9.94299013    -3.84115437    -3.67460035    -3.67437309    -1.76553190    -1.62466669     5.30263768     5.30274327     5.30441020     5.30482358     5.30494300     5.30498724     5.30548270     5.30630012     5.30744030
    14   -98.64573247   -52.58693858   -52.57908179   -52.57781771    -9.91959827    -3.85591052    -3.66306516    -3.66272506    -1.78171473    -1.61872707     5.30149899     5.30208386     5.30413246     5.30482483     5.30495044     5.30502325     5.30580051     5.30683931     5.30778714
    15   -98.64544165   -52.58884382   -52.57980754   -52.57825463    -9.89478978    -3.87162161    -3.65065728    -3.65021688    -1.79898909    -1.61236289     5.30069715     5.30187761     5.30395479     5.30486960     5.30496888     5.30504990     5.30592193     5.30703138     5.30742161
    16   -98.64463728   -52.59085453   -52.58056343   -52.57878528    -9.86866117    -3.88825633    -3.63737418    -3.63684041    -1.81733632    -1.60557693     5.30028207     5.30182606     5.30363798     5.30493091     5.30494738     5.30507219     5.30565806     5.30687613     5.30725957
    17   -98.64339904   -52.59296819   -52.58139258   -52.57942481    -9.84124014    -3.90578950    -3.62321326    -3.62259326    -1.83673529    -1.59837199     5.30023947     5.30148707     5.30275013     5.30479029     5.30496721     5.30509464     5.30579756     5.30646905     5.30766860
    18   -98.64195942   -52.59518834   -52.58230712   -52.58020961    -9.81247714    -3.92420305    -3.60817073    -3.60748219    -1.85716113    -1.59075086     5.30031186     5.30050712     5.30250116     5.30472616     5.30495551     5.30508714     5.30594665     5.30598869     5.30835095
    19   -98.64066479   -52.59752985   -52.58328429   -52.58119018    -9.78225746    -3.94348551    -3.59224162    -3.59152393    -1.87858483    -1.58271639     5.29935910     5.30101061     5.30273995     5.30470876     5.30485881     5.30504631     5.30562716     5.30587659     5.30884698
    20   -98.63989778   -52.60002305   -52.58428318   -52.58240729    -9.75043169    -3.96363020    -3.57542117    -3.57474325    -1.90097353    -1.57427158     5.29936698     5.30171194     5.30319550     5.30472521     5.30472698     5.30501778     5.30540533     5.30565719     5.30874997
    21   -98.63997909   -52.60271442   -52.58526474   -52.58387029    -9.71685611    -3.98463232    -3.55770697    -3.55716846    -1.92429173    -1.56541972     5.30054595     5.30263886     5.30378978     5.30470826     5.30477396     5.30498813     5.30522065     5.30536868     5.30789163
    22   -98.64107430   -52.60566173   -52.58620569   -52.58554748    -9.68143185    -4.00648582    -3.53910110    -3.53882573    -1.94850282    -1.55616440     5.30279682     5.30384973     5.30444653     5.30480835     5.30485027     5.30494889     5.30503857     5.30508419     5.30634013
    23   -98.64313227   -52.60892264   -52.58736910   -52.58710515    -9.64413189    -4.02918045    -3.51973300    -3.51961180    -1.97357057    -1.54650963     5.30435114     5.30486839     5.30487717     5.30490609     5.30494346     5.30495988     5.30508577     5.30535318     5.30577482
    24   -98.64587480   -52.61253805   -52.58924042   -52.58798467    -9.60500895    -4.05269965    -3.49989484    -3.49925446    -1.99945999    -1.53645983     5.30228451     5.30476731     5.30476851     5.30487545     5.30503120     5.30510368     5.30564647     5.30706266     5.30898244
    25   -98.64884442   -52.61651301   -52.59106108   -52.58888293    -9.56418320    -4.07701958    -3.47929912    -3.47805143    -2.02613737    -1.52601984     5.30050038     5.30473738     5.30479212     5.30487235     5.30506394     5.30520813     5.30612358     5.30881367     5.31189350
    26   -98.65150064   -52.62080003   -52.59274595   -52.58984674    -9.52181477    -4.10210940    -3.45791646    -3.45603078    -2.05356915    -1.51519485     5.29926299     5.30478124     5.30487156     5.30490341     5.30498734     5.30526470     5.30659220     5.31041422     5.31408186
    27   -98.65334080   -52.62529027   -52.59424235   -52.59092094    -9.47806996    -4.12793263    -3.43570283    -3.43322387    -2.08172015    -1.50399048     5.29868276     5.30456356     5.30484006     5.30497277     5.30509285     5.30528827     5.30713626     5.31169585     5.31532159
    28   -98.65401296   -52.62981694   -52.59553959   -52.59213913    -9.43309137    -4.15444928    -3.41260508    -3.40966190    -2.11055138    -1.49241264     5.29871523     5.30397654     5.30484778     5.30499755     5.30521950     5.30535295     5.30771494     5.31254199     5.31562731
    29   -98.65338936   -52.63417359   -52.59666877   -52.59351758    -9.38697994    -4.18161826    -3.38856887    -3.38537207    -2.14001841    -1.48046748     5.29920816     5.30328295     5.30476603     5.30491162     5.30528270     5.30548887     5.30813903     5.31288241     5.31520678
    30   -98.65157977   -52.63814600   -52.59769331   -52.59505301    -9.33979268    -4.20939954    -3.36354770    -3.36037374    -2.17007071    -1.46816117     5.29995774     5.30272554     5.30453151     5.30485946     5.30526098     5.30559177     5.30818154     5.31266312     5.31430508
    31   -98.64888122   -52.64155286   -52.59869294   -52.59672429    -9.29155452    -4.23775593    -3.33751162    -3.33467533    -2.20065248    -1.45549972     5.30075399     5.30263167     5.30427445     5.30483797     5.30515915     5.30559566     5.30775668     5.31182226     5.31299112
    32   -98.64567997   -52.64428731   -52.59974553   -52.59849716    -9.24227771    -4.26665410    -3.31045420    -3.30827260    -2.23170459    -1.44248886     5.30159479     5.30314971     5.30415735     5.30484040     5.30501794     5.30547808     5.30698044     5.31029912     5.31111255
    33   -98.64233664   -52.64634954   -52.60091127   -52.60033039    -9.19197963    -4.29606498    -3.28239637    -3.28114874    -2.26316691    -1.42913404     5.30284883     5.30398473     5.30432299     5.30486682     5.30491012     5.30524956     5.30602555     5.30807277     5.30851429
    34   -98.63909110   -52.64786216   -52.60222285   -52.60218184    -9.14069050    -4.32596346    -3.25338650    -3.25327641    -2.29498018    -1.41544067     5.30471960     5.30484349     5.30485112     5.30491024     5.30491249     5.30494678     5.30500989     5.30520489     5.30524050
    35   -98.63601815   -52.64906250   -52.60401342   -52.60368374    -9.08844597    -4.35632783    -3.22462160    -3.22349639    -2.32708649    -1.40141435     5.30156489     5.30186419     5.30401149     5.30462219     5.30496866     5.30505496     5.30559160     5.30572378     5.30706033
    36   -98.63304982   -52.65027175   -52.60579483   -52.60527370    -9.03526567    -4.38713893    -3.19514868    -3.19281377    -2.35942826    -1.38706120     5.29791597     5.29832376     5.30310836     5.30433125     5.30502487     5.30531927     5.30617295     5.30682202     5.30950584
    37   -98.63005791   -52.65184568   -52.60750665   -52.60695905    -8.98112457    -4.41837949    -3.16482585    -3.16143230    -2.39194591    -1.37238809     5.29476572     5.29493269     5.30238947     5.30412000     5.30507135     5.30561155     5.30658515     5.30795346     5.31161116
    38   -98.62697012   -52.65411637   -52.60914392   -52.60870339    -8.92592819    -4.45003365    -3.13363012    -3.12944037    -2.42457505    -1.35740269     5.29206929     5.29251919     5.30194122     5.30401586     5.30510080     5.30578961     5.30687470     5.30890083     5.31298612
    39   -98.62387918   -52.65733701   -52.61072270   -52.61047270    -8.86950319    -4.48208664    -3.10155092    -3.09691041    -2.45724414    -1.34211342     5.29008575     5.29143139     5.30182238     5.30402354     5.30510932     5.30574553     5.30707194     5.30947688     5.31340930
    40   -98.62110342   -52.66164091   -52.61233100   -52.61219046    -8.81161194    -4.51452430    -3.06859173    -3.06389011    -2.48987331    -1.32652918     5.28925505     5.29156855     5.30203685     5.30412654     5.30509676     5.30550062     5.30711336     5.30957039     5.31289577
    41   -98.61916955   -52.66702309   -52.61409275   -52.61377204    -8.75199312    -4.54733226    -3.03476963    -3.03039674    -2.52237482    -1.31065910     5.28972966     5.29281821     5.30251027     5.30429315     5.30506654     5.30516637     5.30689761     5.30917143     5.31169633
    42   -98.61871126   -52.67334764   -52.61588621   -52.61539739    -8.69042292    -4.58049450    -3.00011288    -2.99641559    -2.55465509    -1.29451211     5.29151875     5.29493830     5.30307601     5.30448494     5.30489850     5.30502503     5.30637816     5.30836986     5.31019893
    43   -98.62030422   -52.68037820   -52.61769149   -52.61714886    -8.62678429    -4.61399155    -2.96465723    -2.96190253    -2.58661763    -1.27809666     5.29448663     5.29762520     5.30352219     5.30466540     5.30486032     5.30498077     5.30567673     5.30732863     5.30870440
    44   -98.62428005   -52.68782370   -52.61951287   -52.61907246    -8.56112722    -4.64779856    -2.92844151    -2.92679058    -2.61816619    -1.26142056     5.29837134     5.30058113     5.30388423     5.30480682     5.30494330     5.30496004     5.30513276     5.30624013     5.30724094
    45   -98.63057277   -52.69538868   -52.62135703   -52.62118514    -8.49370331    -4.68188381    -2.89150352    -2.89099957    -2.64920684    -1.24449114     5.30281854     5.30357604     5.30449919     5.30486851     5.30489476     5.30492128     5.30501921     5.30527832     5.30568327
