0	-11.39976	-0.80558	-0.80558	-0.80558	3.15535	4.53272	4.53272	4.53272	7.99209	8.83370	9.77490	9.77490	9.77490	9.78249	10.09336	10.09336	10.09336	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	10.09588	
1	-11.39970	-0.80564	-0.80563	-0.80557	3.15542	4.53248	4.53268	4.53304	7.99207	8.83362	9.77479	9.77488	9.77501	9.78252	10.09299	10.09324	10.09370	10.09585	10.09587	10.09587	10.09587	10.09588	10.09588	10.09588	10.09588	10.09588	10.09589	10.09589	10.09589	10.09590	10.09591	10.09606	
2	-11.39952	-0.80584	-0.80573	-0.80562	3.15561	4.53233	4.53257	4.53346	7.99203	8.83341	9.77465	9.77483	9.77511	9.78260	10.09256	10.09294	10.09400	10.09584	10.09586	10.09586	10.09587	10.09587	10.09588	10.09588	10.09588	10.09589	10.09590	10.09590	10.09590	10.09591	10.09594	10.09643	
3	-11.39923	-0.80617	-0.80588	-0.80571	3.15592	4.53225	4.53240	4.53396	7.99197	8.83304	9.77450	9.77475	9.77520	9.78273	10.09208	10.09258	10.09426	10.09582	10.09585	10.09585	10.09586	10.09587	10.09588	10.09588	10.09588	10.09589	10.09591	10.09591	10.09592	10.09593	10.09601	10.09693	
4	-11.39881	-0.80664	-0.80607	-0.80584	3.15637	4.53207	4.53234	4.53455	7.99187	8.83253	9.77433	9.77464	9.77528	9.78291	10.09154	10.09222	10.09449	10.09581	10.09584	10.09584	10.09586	10.09587	10.09588	10.09588	10.09588	10.09589	10.09592	10.09592	10.09593	10.09595	10.09611	10.09749	
5	-11.39828	-0.80723	-0.80632	-0.80603	3.15694	4.53174	4.53246	4.53523	7.99175	8.83188	9.77413	9.77453	9.77536	9.78312	10.09097	10.09186	10.09466	10.09579	10.09583	10.09583	10.09585	10.09586	10.09587	10.09588	10.09588	10.09590	10.09593	10.09594	10.09595	10.09597	10.09626	10.09809	
6	-11.39764	-0.80796	-0.80661	-0.80626	3.15764	4.53132	4.53267	4.53600	7.99161	8.83108	9.77390	9.77440	9.77544	9.78338	10.09038	10.09150	10.09478	10.09577	10.09581	10.09582	10.09585	10.09586	10.09587	10.09588	10.09589	10.09590	10.09593	10.09595	10.09596	10.09599	10.09645	10.09870	
7	-11.39688	-0.80882	-0.80696	-0.80653	3.15846	4.53082	4.53297	4.53685	7.99144	8.83013	9.77365	9.77426	9.77552	9.78366	10.08979	10.09115	10.09486	10.09575	10.09580	10.09581	10.09584	10.09586	10.09587	10.09588	10.09589	10.09591	10.09594	10.09596	10.09598	10.09601	10.09667	10.09932	
8	-11.39601	-0.80981	-0.80735	-0.80686	3.15941	4.53024	4.53337	4.53779	7.99124	8.82904	9.77337	9.77412	9.77559	9.78396	10.08919	10.09080	10.09490	10.09573	10.09580	10.09580	10.09584	10.09586	10.09587	10.09588	10.09589	10.09591	10.09595	10.09597	10.09600	10.09603	10.09692	10.09994	
9	-11.39502	-0.81093	-0.80779	-0.80722	3.16049	4.52959	4.53386	4.53882	7.99101	8.82781	9.77308	9.77398	9.77566	9.78429	10.08858	10.09046	10.09492	10.09572	10.09579	10.09579	10.09584	10.09586	10.09587	10.09588	10.09589	10.09591	10.09596	10.09598	10.09602	10.09606	10.09719	10.10057	
