9.999999999999997430e-06 -9.524053691528169135e-03
1.008091609364295068e-05 -9.582110584372563813e-03
1.016248692870695034e-05 -9.640521381438411225e-03
1.024471780310381303e-05 -9.699288240061245542e-03
1.032761405761397234e-05 -9.758412659152218213e-03
1.041118107623339137e-05 -9.817895395061445457e-03
1.049542428652321620e-05 -9.877738987917026453e-03
1.058034915996230934e-05 -9.937945548346836799e-03
1.066596121230257662e-05 -9.998517273588580778e-03
1.075226600392725711e-05 -1.005945637398981095e-02
1.083926914021202844e-05 -1.012076507308619193e-02
1.092697627188909549e-05 -1.018244560767771374e-02
1.101539309541414709e-05 -1.024450022790589394e-02
1.110452535333639755e-05 -1.030693119733129895e-02
1.119437883467150994e-05 -1.036974079301151638e-02
1.128495937527761766e-05 -1.043293130557952121e-02
1.137627285823430736e-05 -1.049650503932248770e-02
1.146832521422477644e-05 -1.056046431226098647e-02
1.156112242192098238e-05 -1.062481145622864651e-02
1.165467050837197509e-05 -1.068954881695221605e-02
1.174897554939529567e-05 -1.075467875413205383e-02
1.184404366997165980e-05 -1.082020364152306083e-02
1.193988104464272614e-05 -1.088612586701602838e-02
1.203649389791213089e-05 -1.095244783271943217e-02
1.213388850464977147e-05 -1.101917195504164421e-02
1.223207119049931242e-05 -1.108630066477360281e-02
1.233104833228908447e-05 -1.115383640717189720e-02
1.243082635844621586e-05 -1.122178164204230659e-02
1.253141174941416030e-05 -1.129013884382377812e-02
1.263281103807356228e-05 -1.135891050167284373e-02
1.273503081016661201e-05 -1.142809911954848108e-02
1.283807770472474804e-05 -1.149770721629742726e-02
1.294195841449986300e-05 -1.156773732573993831e-02
1.304667968639895015e-05 -1.163819199675598763e-02
1.315224832192237853e-05 -1.170907379337193799e-02
1.325867117760558510e-05 -1.178038529484764715e-02
1.336595516546442425e-05 -1.185212909576403850e-02
1.347410725344404965e-05 -1.192430780611112261e-02
1.358313446587153634e-05 -1.199692405137648028e-02
1.369304388391206905e-05 -1.206998047263421400e-02
1.380384264602885056e-05 -1.214347972663433993e-02
1.391553794844671842e-05 -1.221742448589267088e-02
1.402813704561957666e-05 -1.229181743878113645e-02
1.414164725070153252e-05 -1.236666128961858707e-02
