     0   -73.03672253   -73.03428632   -69.91105261   -69.90866970   -45.73507121   -45.73493810   -45.73483993   -45.73471544   -45.73451117   -45.73428523   -45.72674876   -45.72666404   -45.72611117   -45.72602283   -45.72577827   -45.72546280   -45.63933099   -45.63909957   -45.63899571   -45.63897798   -45.63896706   -45.63884049   -45.63469001   -45.63439943   -45.63428044   -45.63423424   -45.63410698   -45.63393763   -44.79152135   -44.78912987   -44.47435416   -44.47084552   -44.07846636   -44.05986588   -44.04632819   -44.04582211   -44.04472636   -44.04464042   -44.03974631   -44.03915734   -44.02952667   -44.02918028   -44.02693610   -44.02591930   -44.01615949   -43.99534051   -43.95837655   -43.95815765   -43.95788301   -43.95787150   -43.95694996   -43.95687207   -43.95574217   -43.95573800   -43.95558459   -43.95535197   -43.95441702   -43.94957904   -43.91924269   -43.91874524   -43.91858687   -43.91850862   -43.91746947   -43.91730101   -43.91327565   -43.91301948   -43.91214779   -43.91168693   -43.91113143   -43.90824478   -41.54422295   -41.54032550   -41.26527076   -41.26223143   -40.94495963   -40.94086477   -13.00977273   -12.99015967   -12.41832625   -12.35741781   -12.14625063   -12.14467128   -12.08525413   -12.08352695   -12.04184825   -12.04146837   -11.98007634   -11.97897156    -4.77833548    -4.51957831    -4.29482931    -4.07095792    -3.88471443    -3.84820481    -3.80308096    -3.68863118    -3.67409356    -3.66524696    -3.37967863    -3.34189964    -3.21510060    -3.08359304    -2.92170770    -2.79335624    -2.73144263    -2.55361260    -2.43863647    -2.43028517    -2.38615923    -2.33560896    -2.31524616    -2.08864546    -2.01012135    -1.93903343    -1.76989280    -1.68826700    -1.57176785    -1.53360885    -1.47733116    -1.26404757    -1.15579113    -1.09793237    -1.06949461    -0.97792771    -0.93982380    -0.88856902    -0.74333212    -0.63166788    -0.30141092    -0.17808755     0.68985957     0.74668710     0.92161434     1.25578815     1.60260155     1.62904003     1.67837590     1.69848723     1.88764237     1.93693030     2.10351958     2.13723584     2.29030204     2.46458061     4.05707232     4.05707232     4.05707232     4.05707232
     1   -73.03672249   -73.03428640   -69.91105260   -69.90866971   -45.73507116   -45.73493828   -45.73483987   -45.73471548   -45.73451105   -45.73428543   -45.72674850   -45.72666385   -45.72611196   -45.72602219   -45.72577848   -45.72546300   -45.63933092   -45.63909955   -45.63899598   -45.63897807   -45.63896684   -45.63884055   -45.63468987   -45.63439967   -45.63428042   -45.63423410   -45.63410701   -45.63393783   -44.79152136   -44.78912999   -44.47435335   -44.47084626   -44.07846046   -44.05987546   -44.04632777   -44.04582123   -44.04472816   -44.04464015   -44.03974603   -44.03915687   -44.02952650   -44.02918209   -44.02694184   -44.02592122   -44.01614157   -43.99534561   -43.95837626   -43.95815732   -43.95789418   -43.95786022   -43.95695138   -43.95687182   -43.95574252   -43.95573718   -43.95558445   -43.95535195   -43.95441618   -43.94958181   -43.91924238   -43.91874586   -43.91858693   -43.91850887   -43.91746909   -43.91730096   -43.91327505   -43.91301888   -43.91215023   -43.91168368   -43.91113172   -43.90824592   -41.54422196   -41.54032661   -41.26527030   -41.26223175   -40.94495852   -40.94086597   -13.00944318   -12.98981817   -12.41812775   -12.35721636   -12.14655523   -12.14496135   -12.08557636   -12.08383033   -12.04189935   -12.04151398   -11.98013185   -11.97902515    -4.77822559    -4.51957639    -4.29471023    -4.07086972    -3.88421940    -3.84854191    -3.80267036    -3.69062379    -3.67522351    -3.66341836    -3.37887289    -3.34216092    -3.21425513    -3.08172752    -2.92192755    -2.79366440    -2.73040750    -2.55308276    -2.44297717    -2.42409544    -2.38651404    -2.33623329    -2.31483173    -2.08853886    -2.01013435    -1.93913210    -1.76974208    -1.68937543    -1.57241311    -1.53427800    -1.47522280    -1.26449180    -1.15618774    -1.09916719    -1.06867223    -0.97819803    -0.93976256    -0.88894816    -0.74425203    -0.63151921    -0.30351846    -0.17930717     0.68989226     0.74680486     0.92127552     1.25458664     1.60246991     1.62878336     1.68004169     1.69848158     1.88742775     1.93670433     2.10357889     2.13738083     2.28988583     2.46365232     4.05705532     4.05707067     4.05707310     4.05708850
     2   -73.03672235   -73.03428664   -69.91105257   -69.90866972   -45.73507108   -45.73493832   -45.73484001   -45.73471572   -45.73451078   -45.73428593   -45.72674778   -45.72666321   -45.72611435   -45.72602010   -45.72577925   -45.72546361   -45.63933065   -45.63909970   -45.63899642   -45.63897828   -45.63896648   -45.63884074   -45.63468950   -45.63440024   -45.63428036   -45.63423370   -45.63410721   -45.63393840   -44.79152137   -44.78913033   -44.47435092   -44.47084848   -44.07844277   -44.05990420   -44.04632655   -44.04581842   -44.04473330   -44.04463962   -44.03974513   -44.03915566   -44.02952576   -44.02918767   -44.02695878   -44.02592701   -44.01608813   -43.99536092   -43.95837550   -43.95815647   -43.95790870   -43.95784515   -43.95695570   -43.95687099   -43.95574238   -43.95573581   -43.95558399   -43.95535201   -43.95441365   -43.94959007   -43.91924144   -43.91874764   -43.91858716   -43.91850964   -43.91746802   -43.91730077   -43.91327327   -43.91301694   -43.91215690   -43.91167390   -43.91113349   -43.90824929   -41.54421899   -41.54032993   -41.26526893   -41.26223273   -40.94495519   -40.94086957   -13.00845489   -12.98879422   -12.41753278   -12.35661338   -12.14759070   -12.14570521   -12.08667428   -12.08460324   -12.04205586   -12.04165139   -11.98029982   -11.97918618    -4.77789092    -4.51956483    -4.29435639    -4.07060893    -3.88272169    -3.84956115    -3.80145865    -3.69568087    -3.67790224    -3.65949100    -3.37646735    -3.34289175    -3.21172539    -3.07622866    -2.92258163    -2.79457899    -2.72733109    -2.55153546    -2.44825736    -2.41331485    -2.38752303    -2.33801961    -2.31365389    -2.08821939    -2.01018704    -1.93943778    -1.76930413    -1.69255112    -1.57499629    -1.53504015    -1.46963446    -1.26582499    -1.15742214    -1.10243755    -1.06658323    -0.97902772    -0.93957912    -0.89004485    -0.74701338    -0.63109574    -0.30978354    -0.18292971     0.68999020     0.74715924     0.92025321     1.25101573     1.60200498     1.62835181     1.68472870     1.69847713     1.88678141     1.93603087     2.10375416     2.13781769     2.28863125     2.46090096     4.05703986     4.05706826     4.05707313     4.05710171
     3   -73.03672212   -73.03428700   -69.91105252   -69.90866975   -45.73507094   -45.73493822   -45.73484037   -45.73471617   -45.73451038   -45.73428674   -45.72674664   -45.72666208   -45.72611818   -45.72601671   -45.72578062   -45.72546465   -45.63933018   -45.63910003   -45.63899705   -45.63897850   -45.63896607   -45.63884107   -45.63468889   -45.63440114   -45.63428025   -45.63423302   -45.63410759   -45.63393933   -44.79152139   -44.78913089   -44.47434691   -44.47085217   -44.07841332   -44.05995198   -44.04632457   -44.04581370   -44.04474157   -44.04463899   -44.03974360   -44.03915376   -44.02952443   -44.02919700   -44.02698621   -44.02593666   -44.01600003   -43.99538639   -43.95837428   -43.95815513   -43.95792317   -43.95782966   -43.95696258   -43.95686986   -43.95574150   -43.95573418   -43.95558318   -43.95535217   -43.95440942   -43.94960379   -43.91923985   -43.91875054   -43.91858759   -43.91851087   -43.91746631   -43.91730044   -43.91327032   -43.91301369   -43.91216726   -43.91165809   -43.91113679   -43.90825489   -41.54421408   -41.54033540   -41.26526667   -41.26223438   -40.94494968   -40.94087553   -13.00681013   -12.98709063   -12.41654401   -12.35561353   -12.14955045   -12.14669388   -12.08875303   -12.08562028   -12.04232729   -12.04188198   -11.98058441   -11.97945507    -4.77731906    -4.51952647    -4.29377639    -4.07018654    -3.88031606    -3.85116814    -3.79950624    -3.70244669    -3.68175317    -3.65497645    -3.37251619    -3.34392706    -3.20753359    -3.06737808    -2.92364942    -2.79606801    -2.72230094    -2.54910177    -2.45206796    -2.40082705    -2.38868929    -2.34077453    -2.31184054    -2.08768936    -2.01031722    -1.93997828    -1.76862833    -1.69740020    -1.58055705    -1.53382469    -1.46195410    -1.26804744    -1.15962345    -1.10690500    -1.06389552    -0.98046775    -0.93927475    -0.89174416    -0.75161674    -0.63046328    -0.32002871    -0.18884439     0.69015288     0.74775281     0.91853190     1.24517810     1.60106154     1.62845070     1.69164164     1.69861741     1.88569809     1.93492351     2.10403793     2.13855105     2.28652403     2.45642701     4.05702830     4.05706557     4.05707269     4.05711031
     4   -73.03672180   -73.03428747   -69.91105246   -69.90866979   -45.73507072   -45.73493795   -45.73484093   -45.73471682   -45.73450986   -45.73428788   -45.72674508   -45.72666045   -45.72612320   -45.72601224   -45.72578263   -45.72546611   -45.63932950   -45.63910053   -45.63899788   -45.63897864   -45.63896570   -45.63884156   -45.63468803   -45.63440235   -45.63428013   -45.63423208   -45.63410815   -45.63394066   -44.79152140   -44.78913163   -44.47434138   -44.47085733   -44.07837208   -44.06001871   -44.04632184   -44.04580707   -44.04475271   -44.04463846   -44.03974147   -44.03915122   -44.02952247   -44.02921011   -44.02702312   -44.02595023   -44.01587831   -43.99542207   -43.95837257   -43.95815333   -43.95793734   -43.95781395   -43.95697166   -43.95686874   -43.95573984   -43.95573237   -43.95558202   -43.95535245   -43.95440345   -43.94962292   -43.91923764   -43.91875452   -43.91858831   -43.91851251   -43.91746401   -43.91730000   -43.91326620   -43.91300912   -43.91218067   -43.91163689   -43.91114166   -43.90826272   -41.54420725   -41.54034299   -41.26526354   -41.26223677   -40.94494202   -40.94088379   -13.00450753   -12.98470669   -12.41516261   -12.35422084   -12.15244991   -12.14789607   -12.09182504   -12.08684667   -12.04272974   -12.04220764   -11.98099326   -11.97983332    -4.77648977    -4.51943430    -4.29298189    -4.06961765    -3.87715840    -3.85320914    -3.79690310    -3.71015784    -3.68670691    -3.65038046    -3.36711091    -3.34501168    -3.20170346    -3.05558033    -2.92508452    -2.79808169    -2.71545222    -2.54600008    -2.45415470    -2.39424264    -2.38259663    -2.34430264    -2.30947077    -2.08695369    -2.01058104    -1.94079856    -1.76781825    -1.70341575    -1.58904900    -1.53004972    -1.45324352    -1.27116594    -1.16299867    -1.11185151    -1.06106108    -0.98259433    -0.93885009    -0.89388542    -0.75806960    -0.62972380    -0.33399619    -0.19689141     0.69037979     0.74859130     0.91608463     1.23722009     1.59956506     1.62964209     1.69702107     1.70204208     1.88416913     1.93339993     2.10441965     2.13958940     2.28354187     2.45037413     4.05702260     4.05706331     4.05707209     4.05711336
     5   -73.03672140   -73.03428800   -69.91105239   -69.90866984   -45.73507038   -45.73493753   -45.73484167   -45.73471767   -45.73450927   -45.73428936   -45.72674314   -45.72665827   -45.72612915   -45.72600692   -45.72578532   -45.72546800   -45.63932858   -45.63910120   -45.63899890   -45.63897866   -45.63896542   -45.63884222   -45.63468689   -45.63440386   -45.63428002   -45.63423086   -45.63410888   -45.63394239   -44.79152139   -44.78913252   -44.47433441   -44.47086395   -44.07831912   -44.06010410   -44.04631841   -44.04579861   -44.04476641   -44.04463821   -44.03973873   -44.03914814   -44.02951988   -44.02922695   -44.02706808   -44.02596771   -44.01572470   -43.99546791   -43.95837038   -43.95815114   -43.95795108   -43.95779809   -43.95698254   -43.95686789   -43.95573740   -43.95573043   -43.95558046   -43.95535287   -43.95439573   -43.94964737   -43.91923481   -43.91875951   -43.91858940   -43.91851445   -43.91746121   -43.91729946   -43.91326094   -43.91300323   -43.91219643   -43.91161102   -43.91114816   -43.90827278   -41.54419856   -41.54035259   -41.26525957   -41.26223996   -40.94493227   -40.94089427   -13.00155162   -12.98164776   -12.41339377   -12.35244351   -12.15622691   -12.14934230   -12.09581939   -12.08831349   -12.04328223   -12.04262944   -11.98153578   -11.98032178    -4.77538122    -4.51925407    -4.29198965    -4.06892114    -3.87350624    -3.85543958    -3.79377441    -3.71838703    -3.69259332    -3.64585989    -3.36046640    -3.34576062    -3.19428414    -3.04138609    -2.92677818    -2.80054541    -2.70700130    -2.54254824    -2.45434221    -2.39667502    -2.36628433    -2.34841623    -2.30652562    -2.08602818    -2.01104018    -1.94195352    -1.76707656    -1.71003036    -1.59952257    -1.52442034    -1.44416462    -1.27518008    -1.16777275    -1.11672868    -1.05830108    -0.98548024    -0.93830711    -0.89628842    -0.76635000    -0.62901040    -0.35129885    -0.20683741     0.69066951     0.74967940     0.91288878     1.22735528     1.59760076     1.63213558     1.69721109     1.71190616     1.88219314     1.93148655     2.10488537     2.14093882     2.27967680     2.44294109     4.05702401     4.05706228     4.05707161     4.05711062
     6   -73.03672091   -73.03428858   -69.91105231   -69.90866990   -45.73506989   -45.73493696   -45.73484258   -45.73471873   -45.73450862   -45.73429119   -45.72674085   -45.72665551   -45.72613581   -45.72600098   -45.72578871   -45.72547031   -45.63932741   -45.63910203   -45.63900009   -45.63897856   -45.63896529   -45.63884308   -45.63468546   -45.63440565   -45.63427995   -45.63422937   -45.63410978   -45.63394455   -44.79152136   -44.78913352   -44.47432611   -44.47087198   -44.07825466   -44.06020758   -44.04631432   -44.04578837   -44.04478236   -44.04463840   -44.03973542   -44.03914461   -44.02951663   -44.02924741   -44.02711942   -44.02598904   -44.01554155   -43.99552372   -43.95836770   -43.95814861   -43.95796426   -43.95778215   -43.95699489   -43.95686753   -43.95573423   -43.95572835   -43.95557851   -43.95535347   -43.95438624   -43.94967697   -43.91923139   -43.91876540   -43.91859097   -43.91851660   -43.91745800   -43.91729884   -43.91325461   -43.91299605   -43.91221385   -43.91158122   -43.91115627   -43.90828502   -41.54418809   -41.54036410   -41.26525483   -41.26224398   -40.94492051   -40.94090684   -12.99795543   -12.97792793   -12.41124797   -12.35029444   -12.16082681   -12.15103690   -12.10067357   -12.09002419   -12.04400266   -12.04314799   -11.98222279   -11.98091950    -4.77397463    -4.51894800    -4.29082047    -4.06811665    -3.86984654    -3.85740225    -3.79027573    -3.72683314    -3.69914949    -3.64145207    -3.35340047    -3.34521090    -3.18535706    -3.02551035    -2.92849274    -2.80336240    -2.69725628    -2.53913249    -2.45244596    -2.40046018    -2.35292428    -2.34777652    -2.30277461    -2.08494923    -2.01174147    -1.94350136    -1.76676567    -1.71662838    -1.61102155    -1.51782153    -1.43512697    -1.28007657    -1.17409188    -1.12115651    -1.05569631    -0.98916437    -0.93765187    -0.89879790    -0.77638545    -0.62847454    -0.37142406    -0.21838203     0.69101971     0.75101885     0.90893676     1.21585699     1.59534142     1.63587890     1.69671463     1.72330351     1.87978267     1.92921868     2.10541904     2.14259934     2.27495003     2.43436931     4.05703274     4.05706312     4.05707144     4.05710261
     7   -73.03672033   -73.03428918   -69.91105222   -69.90866997   -45.73506922   -45.73493624   -45.73484362   -45.73471999   -45.73450794   -45.73429337   -45.72673823   -45.72665213   -45.72614304   -45.72599452   -45.72579286   -45.72547305   -45.63932596   -45.63910300   -45.63900144   -45.63897833   -45.63896533   -45.63884414   -45.63468368   -45.63440769   -45.63427994   -45.63422760   -45.63411084   -45.63394716   -44.79152128   -44.78913461   -44.47431651   -44.47088146   -44.07817832   -44.06032949   -44.04630959   -44.04577638   -44.04480045   -44.04463913   -44.03973152   -44.03914072   -44.02951268   -44.02927156   -44.02717582   -44.02601438   -44.01532964   -43.99558987   -43.95836451   -43.95814584   -43.95797684   -43.95776602   -43.95700849   -43.95686781   -43.95573048   -43.95572602   -43.95557612   -43.95535425   -43.95437486   -43.94971181   -43.91922736   -43.91877214   -43.91859312   -43.91851885   -43.91745445   -43.91729816   -43.91324722   -43.91298753   -43.91223252   -43.91154786   -43.91116603   -43.90829951   -41.54417583   -41.54037748   -41.26524932   -41.26224893   -40.94490673   -40.94092150   -12.99369792   -12.97352569   -12.40871525   -12.34776487   -12.16625251   -12.15298377   -12.10638708   -12.09198083   -12.04491464   -12.04376954   -11.98307532   -11.98163018    -4.77224022    -4.51847367    -4.28948341    -4.06721182    -3.86733373    -3.85797468    -3.78655074    -3.73532633    -3.70612488    -3.63710373    -3.34920745    -3.33986737    -3.17493298    -3.00878019    -2.92971550    -2.80644995    -2.68651654    -2.53610070    -2.44830280    -2.40484462    -2.35766623    -2.32877302    -2.29719913    -2.08377650    -2.01269860    -1.94551857    -1.76746677    -1.72259298    -1.62291526    -1.51089014    -1.42631833    -1.28588421    -1.18201361    -1.12498354    -1.05323000    -0.99367093    -0.93689418    -0.90135283    -0.78815118    -0.62827010    -0.39398252    -0.23130439     0.69143187     0.75262338     0.90419644     1.20291066     1.59291197     1.64076888     1.69586012     1.73567240     1.87693968     1.92661412     2.10600971     2.14458239     2.26936501     2.42482871     4.05704796     4.05706610     4.05707164     4.05709039
     8   -73.03671968   -73.03428979   -69.91105213   -69.90867005   -45.73506836   -45.73493538   -45.73484477   -45.73472142   -45.73450726   -45.73429589   -45.72673531   -45.72664813   -45.72615066   -45.72598770   -45.72579775   -45.72547619   -45.63932423   -45.63910409   -45.63900290   -45.63897800   -45.63896557   -45.63884540   -45.63468157   -45.63440993   -45.63428001   -45.63422558   -45.63411204   -45.63395022   -44.79152114   -44.78913573   -44.47430578   -44.47089227   -44.07809087   -44.06046825   -44.04630429   -44.04576282   -44.04482028   -44.04464048   -44.03972707   -44.03913660   -44.02950806   -44.02929904   -44.02723514   -44.02604345   -44.01509309   -43.99566568   -43.95836084   -43.95814298   -43.95798855   -43.95774986   -43.95702299   -43.95686883   -43.95572671   -43.95572299   -43.95557329   -43.95535521   -43.95436166   -43.94975144   -43.91922279   -43.91877959   -43.91859595   -43.91852107   -43.91745067   -43.91729744   -43.91323889   -43.91297778   -43.91225186   -43.91151174   -43.91117731   -43.90831611   -41.54416195   -41.54039253   -41.26524315   -41.26225480   -40.94489113   -40.94093799   -12.98882443   -12.96848778   -12.40582476   -12.34488348   -12.17242835   -12.15514920   -12.11287836   -12.09414761   -12.04602562   -12.04449027   -11.98410483   -11.98244485    -4.77018005    -4.51779758    -4.28800546    -4.06622079    -3.86737382    -3.85583755    -3.78282559    -3.74358379    -3.71312806    -3.63280319    -3.34745485    -3.33013430    -3.16320246    -2.99291676    -2.92922909    -2.80966736    -2.67534962    -2.53374121    -2.44203236    -2.40937758    -2.36239450    -2.31321357    -2.28643109    -2.08264309    -2.01383293    -1.94804979    -1.76988977    -1.72726124    -1.63448990    -1.50422030    -1.41799105    -1.29253159    -1.19130388    -1.12816823    -1.05088854    -0.99888844    -0.93608434    -0.90395334    -0.80135706    -0.62854977    -0.41818793    -0.24516782     0.69190255     0.75447998     0.89873001     1.18890790     1.59040837     1.64661626     1.69462061     1.74866421     1.87372508     1.92373711     2.10663781     2.14686226     2.26304482     2.41463361     4.05706759     4.05707101     4.05707217     4.05707574
     9   -73.03671895   -73.03429043   -69.91105204   -69.90867014   -45.73506730   -45.73493439   -45.73484599   -45.73472301   -45.73450659   -45.73429875   -45.72673209   -45.72664345   -45.72615863   -45.72598053   -45.72580342   -45.72547975   -45.63932219   -45.63910530   -45.63900446   -45.63897759   -45.63896602   -45.63884689   -45.63467908   -45.63441236   -45.63428018   -45.63422331   -45.63411335   -45.63395375   -44.79152093   -44.78913688   -44.47429392   -44.47090447   -44.07799166   -44.06062454   -44.04629839   -44.04574766   -44.04484184   -44.04464251   -44.03972204   -44.03913232   -44.02950271   -44.02932987   -44.02729636   -44.02607645   -44.01483203   -43.99575174   -43.95835669   -43.95814019   -43.95799927   -43.95773351   -43.95703833   -43.95687068   -43.95572373   -43.95571844   -43.95556998   -43.95535636   -43.95434645   -43.94979606   -43.91921765   -43.91878770   -43.91859958   -43.91852314   -43.91744672   -43.91729668   -43.91322963   -43.91296673   -43.91227169   -43.91147298   -43.91119009   -43.90833491   -41.54414639   -41.54040926   -41.26523630   -41.26226164   -40.94487362   -40.94095637   -12.98329941   -12.96277687   -12.40255699   -12.34162866   -12.17938441   -12.15753277   -12.12017872   -12.09652257   -12.04735887   -12.04531690   -11.98534248   -11.98336668    -4.76776904    -4.51688041    -4.28638354    -4.06513085    -3.86885404    -3.85218737    -3.77930697    -3.75146270    -3.71985838    -3.62844242    -3.34527773    -3.31869078    -3.15018205    -2.98057107    -2.92454278    -2.81291825    -2.66425710    -2.53211581    -2.43438418    -2.41313035    -2.36691827    -2.30457576    -2.26711222    -2.08174385    -2.01495897    -1.95117680    -1.77453789    -1.73051842    -1.64521760    -1.49820867    -1.41020124    -1.30003964    -1.20176489    -1.13083292    -1.04860060    -1.00472406    -0.93533852    -0.90675122    -0.81578961    -0.62945293    -0.44364572    -0.25977331     0.69243885     0.75660380     0.89253580     1.17399091     1.58782730     1.65331635     1.69293267     1.76220507     1.87016138     1.92061330     2.10729465     2.14944337     2.25604087     2.40391008     4.05706052     4.05707288     4.05707724     4.05708899
