     0   -11.39920573    -0.80779112    -0.80779112    -0.80779112     3.15602535     4.51652328     4.51652329     4.51652329     8.83621098     8.83621098     9.77601024     9.77601024     9.77601024    10.07318356    10.07318356    10.07318356    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531    10.09821531
     1   -11.39902466    -0.80799507    -0.80791618    -0.80781401     3.15622048     4.51616020     4.51640910     4.51715963     8.83590756     8.83621855     9.77581413     9.77602302     9.77618908    10.07255421    10.07314768    10.07376998    10.09812405    10.09814217    10.09818310    10.09819420    10.09820108    10.09820585    10.09820948    10.09821436    10.09821664    10.09822174    10.09822615    10.09823027    10.09823792    10.09824996    10.09832178    10.09837173
     2   -11.39848224    -0.80860676    -0.80819064    -0.80798340     3.15680580     4.51599849     4.51613759     4.51806991     8.83499737     8.83624159     9.77560014     9.77606099     9.77635167    10.07188275    10.07304243    10.07431284    10.09806806    10.09809400    10.09815320    10.09817476    10.09818771    10.09819763    10.09820428    10.09821377    10.09821837    10.09822870    10.09823838    10.09824588    10.09826191    10.09828731    10.09846985    10.09862066
     3   -11.39758081    -0.80962573    -0.80861590    -0.80829801     3.15778107     4.51545250     4.51629543     4.51925267     8.83348066     8.83628105     9.77536798     9.77612300     9.77649971    10.07117038    10.07287460    10.07481157    10.09802767    10.09806197    10.09812555    10.09815716    10.09817532    10.09819049    10.09819969    10.09821348    10.09822044    10.09823604    10.09825175    10.09826212    10.09828714    10.09832771    10.09866645    10.09897592
     4   -11.39632428    -0.81105124    -0.80919315    -0.80875674     3.15914587     4.51463555     4.51677047     4.52070595     8.83135782     8.83633853     9.77511760     9.77620666     9.77663602    10.07041893    10.07265430    10.07526556    10.09799408    10.09803813    10.09810004    10.09814151    10.09816394    10.09818434    10.09819562    10.09821343    10.09822281    10.09824365    10.09826579    10.09827900    10.09831343    10.09837157    10.09891612    10.09943793
     5   -11.39471808    -0.81288222    -0.80992340    -0.80935879     3.16089963     4.51358270     4.51752883     4.52242755     8.82862941     8.83641624     9.77484913     9.77630763     9.77676533    10.06963099    10.07239348    10.07567421    10.09796334    10.09801769    10.09807644    10.09812787    10.09815354    10.09817914    10.09819200    10.09821357    10.09822539    10.09825145    10.09827997    10.09829648    10.09834058    10.09841926    10.09922108    10.09999881
     6   -11.39276913    -0.81511733    -0.81080740    -0.81010365     3.16304164     4.51229631     4.51856917     4.52441508     8.82529617     8.83651698     9.77456288     9.77641841     9.77689556    10.06881007    10.07210460    10.07603699    10.09793346    10.09799836    10.09805446    10.09811612    10.09814405    10.09817486    10.09818881    10.09821388    10.09822815    10.09825935    10.09829389    10.09831445    10.09836835    10.09847102    10.09958155    10.10064674
     7   -11.39048584    -0.81775491    -0.81184565    -0.81099108     3.16557098     4.51077751     4.51989127     4.52666605     8.82135898     8.83664413     9.77425934     9.77652756     9.77703852    10.06796047    10.07179949    10.07635347    10.09790356    10.09797911    10.09803377    10.09810597    10.09813538    10.09817138    10.09818603    10.09821435    10.09823104    10.09826732    10.09830729    10.09833266    10.09839652    10.09852686    10.09999632    10.10136852
     8   -11.38787801    -0.82079305    -0.81303844    -0.81202112     3.16848662     4.50902728     4.52149485     4.52917786     8.81681895     8.83680162     9.77393912     9.77662217     9.77720755    10.06708715    10.07148871    10.07662341    10.09787336    10.09795953    10.09801415    10.09809702    10.09812750    10.09816853    10.09818373    10.09821496    10.09823405    10.09827531    10.09832006    10.09835087    10.09842485    10.09858659    10.10046307    10.10215108
     9   -11.38495684    -0.82422954    -0.81438586    -0.81319404     3.17178734     4.50704667     4.52337942     4.53194783     8.81167733     8.83699390     9.77360300     9.77669386     9.77741146    10.06619550    10.07118118    10.07684683    10.09784283    10.09793951    10.09799543    10.09808882    10.09812043    10.09816604    10.09818195    10.09821573    10.09823720    10.09828330    10.09833214    10.09836886    10.09845315    10.09864980    10.10097865    10.10298225
    10   -11.38173481    -0.82806188    -0.81588783    -0.81451029     3.17547178     4.50483680     4.52554419     4.53497327     8.80593561     8.83722586     9.77325192     9.77674155     9.77765179    10.06529110    10.07088414    10.07702402    10.09781205    10.09791906    10.09797751    10.09808093    10.09811424    10.09816367    10.09818075    10.09821664    10.09824049    10.09829126    10.09834347    10.09838647    10.09848124    10.09871592    10.10153916    10.10385119
    11   -11.37822565    -0.83228733    -0.81754416    -0.81597050     3.17953841     4.50239885     4.52798813     4.53825146     8.79959547     8.83750288     9.77288693     9.77676821     9.77792609    10.06437947    10.07060324    10.07715556    10.09778116    10.09789826    10.09796037    10.09807302    10.09810896    10.09816122    10.09818009    10.09821771    10.09824395    10.09829919    10.09835405    10.09840355    10.09850895    10.09878424    10.10214010    10.10474857
    12   -11.37444426    -0.83690289    -0.81935450    -0.81757543     3.18398555     4.49973412     4.53070986     4.54177971     8.79265880     8.83783068     9.77250922     9.77677747     9.77823127    10.06346596    10.07034266    10.07724233    10.09775024    10.09787721    10.09794399    10.09806488    10.09810455    10.09815856    10.09817989    10.09821893    10.09824760    10.09830706    10.09836386    10.09842001    10.09853614    10.09885396    10.10277638    10.10566660
    13   -11.37040663    -0.84190530    -0.82131843    -0.81932594     3.18881137     4.49684396     4.53370776     4.54555536     8.78512773     8.83821534     9.77212013     9.77677245     9.77856483    10.06255557    10.07010529    10.07728555    10.09771939    10.09785604    10.09792838    10.09805643    10.09810092    10.09815564    10.09818000    10.09822028    10.09825146    10.09831487    10.09837290    10.09843577    10.09856265    10.09892424    10.10344232    10.10659909
    14   -11.36612974    -0.84729106    -0.82343544    -0.82122301     3.19401389     4.49372979     4.53697991     4.54957583     8.77700463     8.83866326     9.77172112     9.77675573     9.77892482    10.06165294    10.06989285    10.07728675    10.09768868    10.09783485    10.09791355    10.09804765    10.09809793    10.09815246    10.09818030    10.09822174    10.09825554    10.09832259    10.09838117    10.09845077    10.09858832    10.09899421    10.10413165    10.10754137
    15   -11.36163150    -0.85305647    -0.82570495    -0.82326764     3.19959098     4.49039308     4.54052410     4.55383862     8.76829214     8.83918106     9.77131375     9.77672950     9.77930975    10.06076228    10.06970600    10.07724781    10.09765813    10.09781376    10.09789952    10.09803859    10.09809544    10.09814900    10.09818067    10.09822329    10.09825980    10.09833022    10.09838869    10.09846496    10.09861299    10.09906305    10.10483744    10.10849025
    16   -11.35693062    -0.85919757    -0.82812629    -0.82546093     3.20554034     4.48683536     4.54433788     4.55834135     8.75899315     8.83977555     9.77089971     9.77669575     9.77971837    10.05988737    10.06954444    10.07717102    10.09762777    10.09779288    10.09788631    10.09802926    10.09809332    10.09814528    10.09818104    10.09822491    10.09826423    10.09833772    10.09839549    10.09847830    10.09863650    10.09912998    10.10555215    10.10944393
    17   -11.35204653    -0.86571025    -0.83069878    -0.82780397     3.21185954     4.48305821     4.54841856     4.56308177     8.74911083     8.84045368     9.77048077     9.77665637     9.78014959    10.05903161    10.06940692    10.07705915    10.09759759    10.09777230    10.09787392    10.09801968    10.09809147    10.09814131    10.09818139    10.09822656    10.09826877    10.09834507    10.09840158    10.09849076    10.09865867    10.09919431    10.10626763    10.11040189
    18   -11.34699928    -0.87259015    -0.83342166    -0.83029788     3.21854601     4.47906321     4.55276321     4.56805775     8.73864867     8.84122251     9.77005882     9.77661315     9.78060243    10.05819801    10.06929128    10.07691549    10.09756756    10.09775211    10.09786239    10.09800987    10.09808978    10.09813714    10.09818170    10.09822823    10.09827336    10.09835222    10.09840702    10.09850229    10.09867935    10.09925543    10.10697521    10.11136466
    19   -11.34180942    -0.87983279    -0.83629413    -0.83294378     3.22559699     4.47485201     4.55736872     4.57326735     8.72761046     8.84208911     9.76963580     9.77656786     9.78107599    10.05738922    10.06919442    10.07674399    10.09753761    10.09773240    10.09785172    10.09799983    10.09808815    10.09813281    10.09818196    10.09822991    10.09827793    10.09835913    10.09841187    10.09851286    10.09869837    10.09931286    10.10766597    10.11233354
    20   -11.33649790    -0.88743348    -0.83931536    -0.83574277     3.23300961     4.47042624     4.56223180     4.57870874     8.71600030     8.84306053     9.76921372     9.77652225     9.78156937    10.05660758    10.06911230    10.07654937    10.09750766    10.09771325    10.09784193    10.09798953    10.09808647    10.09812843    10.09818218    10.09823160    10.09828241    10.09836571    10.09841620    10.09852242    10.09871560    10.09936623    10.10833097    10.11331018
    21   -11.33108596    -0.89538741    -0.84248448    -0.83869593     3.24078082     4.46578758     4.56734900     4.58438027     8.70382268     8.84414375     9.76879465     9.77647805     9.78208173    10.05585514    10.06903988    10.07633724    10.09747758    10.09769472    10.09783300    10.09797897    10.09808465    10.09812412    10.09818235    10.09823328    10.09828675    10.09837187    10.09842012    10.09853092    10.09873093    10.09941529    10.10896169    10.11429616
    22   -11.32559502    -0.90368961    -0.84580058    -0.84180427     3.24890743     4.46093771     4.57271678     4.59028046     8.69108240     8.84534566     9.76838069     9.77643696     9.78261223    10.05513368    10.06897113    10.07611420    10.09744721    10.09767689    10.09782493    10.09796812    10.09808256    10.09812002    10.09818249    10.09823495    10.09829091    10.09837750    10.09842375    10.09853829    10.09874429    10.09945990    10.10955037    10.11529255
