  300.00 -8.00000  5.90239e-78  7.69903e-78  7.69903e-78 -6.07199e-78 -6.07199e-78  7.01315e-78
  300.00 -7.97395  1.60185e-77  2.08944e-77  2.08944e-77 -1.64785e-77 -1.64785e-77  1.90327e-77
  300.00 -7.94790  4.34708e-77  5.67028e-77  5.67028e-77 -4.47182e-77 -4.47182e-77  5.16498e-77
  300.00 -7.92184  1.17965e-76  1.53872e-76  1.53872e-76 -1.21348e-76 -1.21348e-76  1.40158e-76
  300.00 -7.89579  3.20103e-76  4.17538e-76  4.17538e-76 -3.29276e-76 -3.29276e-76  3.80318e-76
  300.00 -7.86974  8.68572e-76  1.13295e-75  1.13295e-75 -8.93448e-76 -8.93448e-76  1.03194e-75
  300.00 -7.84369  2.35669e-75  3.07403e-75  3.07403e-75 -2.42414e-75 -2.42414e-75  2.79992e-75
  300.00 -7.81764  6.39410e-75  8.34035e-75  8.34035e-75 -6.57699e-75 -6.57699e-75  7.59653e-75
  300.00 -7.79158  1.73475e-74  2.26277e-74  2.26277e-74 -1.78433e-74 -1.78433e-74  2.06094e-74
  300.00 -7.76553  4.70622e-74  6.13870e-74  6.13870e-74 -4.84065e-74 -4.84065e-74  5.59105e-74
  300.00 -7.73948  1.27670e-73  1.66530e-73  1.66530e-73 -1.31314e-73 -1.31314e-73  1.51671e-73
  300.00 -7.71343  3.46324e-73  4.51737e-73  4.51737e-73 -3.56202e-73 -3.56202e-73  4.11423e-73
  300.00 -7.68737  9.39412e-73  1.22535e-72  1.22535e-72 -9.66189e-73 -9.66189e-73  1.11598e-72
  300.00 -7.66132  2.54806e-72  3.32362e-72  3.32362e-72 -2.62063e-72 -2.62063e-72  3.02691e-72
  300.00 -7.63527  6.91099e-72  9.01450e-72  9.01450e-72 -7.10769e-72 -7.10769e-72  8.20962e-72
  300.00 -7.60922  1.87434e-71  2.44484e-71  2.44484e-71 -1.92766e-71 -1.92766e-71  2.22651e-71
  300.00 -7.58317  5.08320e-71  6.63037e-71  6.63037e-71 -5.22767e-71 -5.22767e-71  6.03816e-71
  300.00 -7.55711  1.37849e-70  1.79806e-70  1.79806e-70 -1.41764e-70 -1.41764e-70  1.63743e-70
  300.00 -7.53106  3.73806e-70  4.87580e-70  4.87580e-70 -3.84414e-70 -3.84414e-70  4.44015e-70
  300.00 -7.50501  1.01360e-69  1.32211e-69  1.32211e-69 -1.04234e-69 -1.04234e-69  1.20395e-69
  300.00 -7.47896  2.74830e-69  3.58479e-69  3.58479e-69 -2.82618e-69 -2.82618e-69  3.26437e-69
  300.00 -7.45291  7.45143e-69  9.71937e-69  9.71937e-69 -7.66241e-69 -7.66241e-69  8.85047e-69
  300.00 -7.42685  2.02019e-68  2.63505e-68  2.63505e-68 -2.07734e-68 -2.07734e-68  2.39944e-68
  300.00 -7.40080  5.47671e-68  7.14360e-68  7.14360e-68 -5.63153e-68 -5.63153e-68  6.50473e-68
  300.00 -7.37475  1.48465e-67  1.93652e-67  1.93652e-67 -1.52659e-67 -1.52659e-67  1.76330e-67
  300.00 -7.34870  4.02443e-67  5.24929e-67  5.24929e-67 -4.13801e-67 -4.13801e-67  4.77966e-67
  300.00 -7.32265  1.09084e-66  1.42284e-66  1.42284e-66 -1.12160e-66 -1.12160e-66  1.29552e-66
  300.00 -7.29659  2.95660e-66  3.85645e-66  3.85645e-66 -3.03991e-66 -3.03991e-66  3.51130e-66
  300.00 -7.27054  8.01309e-66  1.04519e-65  1.04519e-65 -8.23868e-66 -8.23868e-66  9.51625e-66
  300.00 -7.24449  2.17161e-65  2.83254e-65  2.83254e-65 -2.23270e-65 -2.23270e-65  2.57893e-65
  300.00 -7.21844  5.88490e-65  7.67595e-65  7.67595e-65 -6.05029e-65 -6.05029e-65  6.98854e-65
  300.00 -7.19238  1.59467e-64  2.08000e-64  2.08000e-64 -1.63945e-64 -1.63945e-64  1.89369e-64
  300.00 -7.16633  4.32091e-64  5.63596e-64  5.63596e-64 -4.44214e-64 -4.44214e-64  5.13103e-64
  300.00 -7.14028  1.17073e-63  1.52703e-63  1.52703e-63 -1.20354e-63 -1.20354e-63  1.39019e-63
  300.00 -7.11423  3.17181e-63  4.13713e-63  4.13713e-63 -3.26064e-63 -3.26064e-63  3.76632e-63
  300.00 -7.08818  8.59279e-63  1.12079e-62  1.12079e-62 -8.83320e-63 -8.83320e-63  1.02031e-62
  300.00 -7.06212  2.32773e-62  3.03615e-62  3.03615e-62 -2.39280e-62 -2.39280e-62  2.76391e-62
  300.00 -7.03607  6.30529e-62  8.22421e-62  8.22421e-62 -6.48137e-62 -6.48137e-62  7.48661e-62
  300.00 -7.01002  1.70785e-61  2.22760e-61  2.22760e-61 -1.75550e-61 -1.75550e-61  2.02777e-61
  300.00 -6.98397  4.62557e-61  6.03328e-61  6.03328e-61 -4.75450e-61 -4.75450e-61  5.49194e-61
  300.00 -6.95792  1.25272e-60  1.63396e-60  1.63396e-60 -1.28760e-60 -1.28760e-60  1.48732e-60
  300.00 -6.93186  3.39245e-60  4.42486e-60  4.42486e-60 -3.48682e-60 -3.48682e-60  4.02766e-60
  300.00 -6.90581  9.18637e-60  1.19820e-59  1.19820e-59 -9.44166e-60 -9.44166e-60  1.09062e-59
  300.00 -6.87976  2.48740e-59  3.24437e-59  3.24437e-59 -2.55645e-59 -2.55645e-59  2.95300e-59
  300.00 -6.85371  6.73468e-59  8.78419e-59  8.78419e-59 -6.92146e-59 -6.92146e-59  7.99511e-59
  300.00 -6.82766  1.82330e-58  2.37817e-58  2.37817e-58 -1.87382e-58 -1.87382e-58  2.16449e-58
  300.00 -6.80160  4.93595e-58  6.43804e-58  6.43804e-58 -5.07255e-58 -5.07255e-58  5.85944e-58
  300.00 -6.77555  1.33614e-57  1.74275e-57  1.74275e-57 -1.37308e-57 -1.37308e-57  1.58608e-57
  300.00 -6.74950  3.61661e-57  4.71719e-57  4.71719e-57 -3.71649e-57 -3.71649e-57  4.29304e-57
  300.00 -6.72345  9.78858e-57  1.27674e-56  1.27674e-56 -1.00586e-56 -1.00586e-56  1.16191e-56
  300.00 -6.69739  2.64915e-56  3.45531e-56  3.45531e-56 -2.72215e-56 -2.72215e-56  3.14447e-56
  300.00 -6.67134  7.16904e-56  9.35063e-56  9.35063e-56 -7.36637e-56 -7.36637e-56  8.50922e-56
  300.00 -6.64529  1.93992e-55  2.53024e-55  2.53024e-55 -1.99325e-55 -1.99325e-55  2.30250e-55
  300.00 -6.61924  5.24895e-55  6.84622e-55  6.84622e-55 -5.39310e-55 -5.39310e-55  6.22984e-55
  300.00 -6.59319  1.42013e-54  1.85228e-54  1.85228e-54 -1.45908e-54 -1.45908e-54  1.68547e-54
  300.00 -6.56713  3.84194e-54  5.01103e-54  5.01103e-54 -3.94720e-54 -3.94720e-54  4.55964e-54
  300.00 -6.54108  1.03929e-53  1.35555e-53  1.35555e-53 -1.06773e-53 -1.06773e-53  1.23341e-53
  300.00 -6.51503  2.81120e-53  3.66662e-53  3.66662e-53 -2.88803e-53 -2.88803e-53  3.33616e-53
  300.00 -6.48898  7.60342e-53  9.91708e-53  9.91708e-53 -7.81098e-53 -7.81098e-53  9.02301e-53
  300.00 -6.46293  2.05633e-52  2.68204e-52  2.68204e-52 -2.11239e-52 -2.11239e-52  2.44018e-52
  300.00 -6.43687  5.56081e-52  7.25289e-52  7.25289e-52 -5.71223e-52 -5.71223e-52  6.59864e-52
  300.00 -6.41082  1.50366e-51  1.96119e-51  1.96119e-51 -1.54454e-51 -1.54454e-51  1.78423e-51
  300.00 -6.38477  4.06557e-51  5.30265e-51  5.30265e-51 -4.17598e-51 -4.17598e-51  4.82404e-51
  300.00 -6.35872  1.09915e-50  1.43360e-50  1.43360e-50 -1.12896e-50 -1.12896e-50  1.30417e-50
  300.00 -6.33267  2.97136e-50  3.87547e-50  3.87547e-50 -3.05184e-50 -3.05184e-50  3.52547e-50
  300.00 -6.30661  8.03183e-50  1.04757e-49  1.04757e-49 -8.24908e-50 -8.24908e-50  9.52934e-50
  300.00 -6.28056  2.17088e-49  2.83141e-49  2.83141e-49 -2.22951e-49 -2.22951e-49  2.57555e-49
  300.00 -6.25451  5.86700e-49  7.65215e-49  7.65215e-49 -6.02525e-49 -6.02525e-49  6.96043e-49
  300.00 -6.22846  1.58547e-48  2.06787e-48  2.06787e-48 -1.62817e-48 -1.62817e-48  1.88089e-48
  300.00 -6.20240  4.28408e-48  5.58757e-48  5.58757e-48 -4.39930e-48 -4.39930e-48  5.08216e-48
  300.00 -6.17635  1.15749e-47  1.50967e-47  1.50967e-47 -1.18857e-47 -1.18857e-47  1.37307e-47
  300.00 -6.15030  3.12705e-47  4.07848e-47  4.07848e-47 -3.21090e-47 -3.21090e-47  3.70933e-47
