  300.00 -8.00000  1.95957e-80  2.56959e-80  2.56959e-80 -2.01451e-80 -2.01451e-80  2.34101e-80
  300.00 -7.97395  5.31796e-80  6.97365e-80  6.97365e-80 -5.46696e-80 -5.46696e-80  6.35321e-80
  300.00 -7.94790  1.44315e-79  1.89250e-79  1.89250e-79 -1.48355e-79 -1.48355e-79  1.72411e-79
  300.00 -7.92184  3.91614e-79  5.13564e-79  5.13564e-79 -4.02569e-79 -4.02569e-79  4.67859e-79
  300.00 -7.89579  1.06264e-78  1.39358e-78  1.39358e-78 -1.09234e-78 -1.09234e-78  1.26954e-78
  300.00 -7.86974  2.88333e-78  3.78138e-78  3.78138e-78 -2.96385e-78 -2.96385e-78  3.44476e-78
  300.00 -7.84369  7.82315e-78  1.02600e-77  1.02600e-77 -8.04146e-78 -8.04146e-78  9.34655e-78
  300.00 -7.81764  2.12251e-77  2.78373e-77  2.78373e-77 -2.18169e-77 -2.18169e-77  2.53585e-77
  300.00 -7.79158  5.75833e-77  7.55242e-77  7.55242e-77 -5.91876e-77 -5.91876e-77  6.87979e-77
  300.00 -7.76553  1.56215e-76  2.04892e-76  2.04892e-76 -1.60564e-76 -1.60564e-76  1.86641e-76
  300.00 -7.73948  4.23769e-76  5.55830e-76  5.55830e-76 -4.35556e-76 -4.35556e-76  5.06311e-76
  300.00 -7.71343  1.14952e-75  1.50778e-75  1.50778e-75 -1.18146e-75 -1.18146e-75  1.37343e-75
  300.00 -7.68737  3.11802e-75  4.08991e-75  4.08991e-75 -3.20460e-75 -3.20460e-75  3.72543e-75
  300.00 -7.66132  8.45711e-75  1.10935e-74  1.10935e-74 -8.69173e-75 -8.69173e-75  1.01047e-74
  300.00 -7.63527  2.29374e-74  3.00886e-74  3.00886e-74 -2.35731e-74 -2.35731e-74  2.74063e-74
  300.00 -7.60922  6.22075e-74  8.16043e-74  8.16043e-74 -6.39303e-74 -6.39303e-74  7.43283e-74
  300.00 -7.58317  1.68702e-73  2.21311e-73  2.21311e-73 -1.73370e-73 -1.73370e-73  2.01575e-73
  300.00 -7.55711  4.57484e-73  6.00164e-73  6.00164e-73 -4.70131e-73 -4.70131e-73  5.46635e-73
  300.00 -7.53106  1.24053e-72  1.62748e-72  1.62748e-72 -1.27480e-72 -1.27480e-72  1.48230e-72
  300.00 -7.50501  3.36372e-72  4.41304e-72  4.41304e-72 -3.45653e-72 -3.45653e-72  4.01930e-72
  300.00 -7.47896  9.12025e-72  1.19657e-71  1.19657e-71 -9.37167e-72 -9.37167e-72  1.08979e-71
  300.00 -7.45291  2.47270e-71  3.24426e-71  3.24426e-71 -2.54080e-71 -2.54080e-71  2.95470e-71
  300.00 -7.42685  6.70367e-71  8.79567e-71  8.79567e-71 -6.88811e-71 -6.88811e-71  8.01049e-71
  300.00 -7.40080  1.81731e-70  2.38451e-70  2.38451e-70 -1.86727e-70 -1.86727e-70  2.17161e-70
  300.00 -7.37475  4.92633e-70  6.46406e-70  6.46406e-70 -5.06161e-70 -5.06161e-70  5.88682e-70
  300.00 -7.34870  1.33534e-69  1.75222e-69  1.75222e-69 -1.37198e-69 -1.37198e-69  1.59572e-69
  300.00 -7.32265  3.61941e-69  4.74949e-69  4.74949e-69 -3.71861e-69 -3.71861e-69  4.32520e-69
  300.00 -7.29659  9.80977e-69  1.28730e-68  1.28730e-68 -1.00783e-68 -1.00783e-68  1.17228e-68
  300.00 -7.27054  2.65861e-68  3.48891e-68  3.48891e-68 -2.73132e-68 -2.73132e-68  3.17712e-68
  300.00 -7.24449  7.20485e-68  9.45528e-68  9.45528e-68 -7.40170e-68 -7.40170e-68  8.61013e-68
  300.00 -7.21844  1.95241e-67  2.56232e-67  2.56232e-67 -2.00569e-67 -2.00569e-67  2.33325e-67
  300.00 -7.19238  5.29041e-67  6.94331e-67  6.94331e-67 -5.43465e-67 -5.43465e-67  6.32245e-67
  300.00 -7.16633  1.43345e-66  1.88137e-66  1.88137e-66 -1.47249e-66 -1.47249e-66  1.71311e-66
  300.00 -7.14028  3.88374e-66  5.09748e-66  5.09748e-66 -3.98940e-66 -3.98940e-66  4.64149e-66
  300.00 -7.11423  1.05218e-65  1.38105e-65  1.38105e-65 -1.08077e-65 -1.08077e-65  1.25749e-65
  300.00 -7.08818  2.85039e-65  3.74144e-65  3.74144e-65 -2.92776e-65 -2.92776e-65  3.40662e-65
  300.00 -7.06212  7.72132e-65  1.01354e-64  1.01354e-64 -7.93066e-65 -7.93066e-65  9.22820e-65
  300.00 -7.03607  2.09147e-64  2.74546e-64  2.74546e-64 -2.14811e-64 -2.14811e-64  2.49967e-64
  300.00 -7.01002  5.66477e-64  7.43638e-64  7.43638e-64 -5.81800e-64 -5.81800e-64  6.77048e-64
  300.00 -6.98397  1.53421e-63  2.01410e-63  2.01410e-63 -1.57566e-63 -1.57566e-63  1.83370e-63
  300.00 -6.95792  4.15490e-63  5.45469e-63  5.45469e-63 -4.26702e-63 -4.26702e-63  4.96604e-63
  300.00 -6.93186  1.12514e-62  1.47718e-62  1.47718e-62 -1.15547e-62 -1.15547e-62  1.34482e-62
  300.00 -6.90581  3.04666e-62  4.00005e-62  4.00005e-62 -3.12868e-62 -3.12868e-62  3.64155e-62
  300.00 -6.87976  8.24919e-62  1.08310e-61  1.08310e-61 -8.47099e-62 -8.47099e-62  9.86009e-62
  300.00 -6.85371  2.23342e-61  2.93253e-61  2.93253e-61 -2.29339e-61 -2.29339e-61  2.66960e-61
  300.00 -6.82766  6.04641e-61  7.93940e-61  7.93940e-61 -6.20857e-61 -6.20857e-61  7.22737e-61
  300.00 -6.80160  1.63680e-60  2.14932e-60  2.14932e-60 -1.68064e-60 -1.68064e-60  1.95652e-60
  300.00 -6.77555  4.43059e-60  5.81815e-60  5.81815e-60 -4.54911e-60 -4.54911e-60  5.29612e-60
  300.00 -6.74950  1.19921e-59  1.57484e-59  1.57484e-59 -1.23125e-59 -1.23125e-59  1.43351e-59
  300.00 -6.72345  3.24564e-59  4.26244e-59  4.26244e-59 -3.33223e-59 -3.33223e-59  3.87981e-59
  300.00 -6.69739  8.78360e-59  1.15358e-58  1.15358e-58 -9.01762e-59 -9.01762e-59  1.05000e-58
  300.00 -6.67134  2.37691e-58  3.12180e-58  3.12180e-58 -2.44015e-58 -2.44015e-58  2.84143e-58
  300.00 -6.64529  6.43160e-58  8.44752e-58  8.44752e-58 -6.60248e-58 -6.60248e-58  7.68866e-58
  300.00 -6.61924  1.74017e-57  2.28571e-57  2.28571e-57 -1.78634e-57 -1.78634e-57  2.08033e-57
  300.00 -6.59319  4.70796e-57  6.18414e-57  6.18414e-57 -4.83268e-57 -4.83268e-57  5.62832e-57
  300.00 -6.56713  1.27362e-56  1.67303e-56  1.67303e-56 -1.30731e-56 -1.30731e-56  1.52262e-56
  300.00 -6.54108  3.44517e-56  4.52579e-56  4.52579e-56 -3.53617e-56 -3.53617e-56  4.11881e-56
  300.00 -6.51503  9.31853e-56  1.22419e-55  1.22419e-55 -9.56430e-56 -9.56430e-56  1.11408e-55
  300.00 -6.48898  2.52028e-55  3.31109e-55  3.31109e-55 -2.58665e-55 -2.58665e-55  3.01319e-55
  300.00 -6.46293  6.81577e-55  8.95481e-55  8.95481e-55 -6.99498e-55 -6.99498e-55  8.14891e-55
  300.00 -6.43687  1.84308e-54  2.42162e-54  2.42162e-54 -1.89147e-54 -1.89147e-54  2.20362e-54
  300.00 -6.41082  4.98353e-54  6.54815e-54  6.54815e-54 -5.11415e-54 -5.11415e-54  5.95852e-54
  300.00 -6.38477  1.34739e-53  1.77049e-53  1.77049e-53 -1.38265e-53 -1.38265e-53  1.61102e-53
  300.00 -6.35872  3.64260e-53  4.78666e-53  4.78666e-53 -3.73776e-53 -3.73776e-53  4.35540e-53
  300.00 -6.33267  9.84671e-53  1.29400e-52  1.29400e-52 -1.01035e-52 -1.01035e-52  1.17738e-52
  300.00 -6.30661  2.66154e-52  3.49781e-52  3.49781e-52 -2.73084e-52 -2.73084e-52  3.18249e-52
  300.00 -6.28056  7.19340e-52  9.45408e-52  9.45408e-52 -7.38038e-52 -7.38038e-52  8.60156e-52
  300.00 -6.25451  1.94400e-51  2.55507e-51  2.55507e-51 -1.99444e-51 -1.99444e-51  2.32460e-51
  300.00 -6.22846  5.25314e-51  6.90474e-51  6.90474e-51 -5.38920e-51 -5.38920e-51  6.28173e-51
  300.00 -6.20240  1.41938e-50  1.86574e-50  1.86574e-50 -1.45608e-50 -1.45608e-50  1.69734e-50
  300.00 -6.17635  3.83477e-50  5.04096e-50  5.04096e-50 -3.93374e-50 -3.93374e-50  4.58583e-50
  300.00 -6.15030  1.03595e-49  1.36186e-49  1.36186e-49 -1.06263e-49 -1.06263e-49  1.23887e-49
  300.00 -6.12425  2.79829e-49  3.67885e-49  3.67885e-49 -2.87024e-49 -2.87024e-49  3.34649e-49
  300.00 -6.09820  7.55797e-49  9.93683e-49  9.93683e-49 -7.75193e-49 -7.75193e-49  9.03882e-49
  300.00 -6.07214  2.04114e-48  2.68374e-48  2.68374e-48 -2.09342e-48 -2.09342e-48  2.44112e-48
  300.00 -6.04609  5.51185e-48  7.24750e-48  7.24750e-48 -5.65275e-48 -5.65275e-48  6.59210e-48
  300.00 -6.02004  1.48825e-47  1.95700e-47  1.95700e-47 -1.52622e-47 -1.52622e-47  1.77997e-47
  300.00 -5.99399  4.01800e-47  5.28384e-47  5.28384e-47 -4.12029e-47 -4.12029e-47  4.80569e-47
  300.00 -5.96794  1.08467e-46  1.42647e-46  1.42647e-46 -1.11222e-46 -1.11222e-46  1.29734e-46
  300.00 -5.94188  2.92777e-46  3.85059e-46  3.85059e-46 -3.00199e-46 -3.00199e-46  3.50189e-46
  300.00 -5.91583  7.90185e-46  1.03931e-45  1.03931e-45 -8.10174e-46 -8.10174e-46  9.45161e-46
  300.00 -5.88978  2.13242e-45  2.80489e-45  2.80489e-45 -2.18624e-45 -2.18624e-45  2.55070e-45
  300.00 -5.86373  5.75396e-45  7.56897e-45  7.56897e-45 -5.89887e-45 -5.89887e-45  6.88280e-45
  300.00 -5.83768  1.55243e-44  2.04225e-44  2.04225e-44 -1.59144e-44 -1.59144e-44  1.85704e-44
  300.00 -5.81162  4.18799e-44  5.50972e-44  5.50972e-44 -4.29298e-44 -4.29298e-44  5.00986e-44
