125	-0.31634	-0.29858	 0.03788	 0.05776	-0.09962	-0.13839	-0.12560	-0.13636	-0.31042	-0.36578	-0.01210	-0.08766
126	-0.31118	-0.29273	 0.03466	 0.05472	-0.10361	-0.14468	-0.12546	-0.13653	-0.32412	-0.38203	-0.02223	-0.09399
127	-0.30494	-0.28599	 0.03104	 0.05118	-0.10727	-0.15054	-0.12424	-0.13556	-0.33739	-0.39770	-0.03519	-0.09825
128	-0.29776	-0.27846	 0.02706	 0.04719	-0.11056	-0.15590	-0.12185	-0.13336	-0.35022	-0.41275	-0.04908	-0.10122
129	-0.28975	-0.27022	 0.02279	 0.04282	-0.11345	-0.16071	-0.11818	-0.12983	-0.36264	-0.42719	-0.06131	-0.10324
130	-0.28102	-0.26136	 0.01829	 0.03813	-0.11590	-0.16492	-0.11313	-0.12486	-0.37467	-0.44104	-0.07036	-0.10446
131	-0.27166	-0.25196	 0.01362	 0.03319	-0.11788	-0.16847	-0.10654	-0.11830	-0.38639	-0.45433	-0.07611	-0.10501
132	-0.26175	-0.24211	 0.00886	 0.02808	-0.11936	-0.17131	-0.09825	-0.11000	-0.39789	-0.46718	-0.07911	-0.10500
133	-0.25138	-0.23187	 0.00406	 0.02287	-0.12032	-0.17340	-0.08803	-0.09972	-0.40935	-0.47973	-0.07985	-0.10465
134	-0.23977	-0.22050	-0.00104	 0.01723	-0.12072	-0.17477	-0.07455	-0.08614	-0.42191	-0.49317	-0.07815	-0.10446
135	-0.22866	-0.20969	-0.00567	 0.01205	-0.12051	-0.17518	-0.05931	-0.07077	-0.43416	-0.50596	-0.07415	-0.10501
136	-0.21728	-0.19870	-0.01011	 0.00700	-0.11970	-0.17473	-0.04086	-0.05218	-0.44752	-0.51958	-0.08313	-0.09122
137	-0.20569	-0.18758	-0.01429	 0.00216	-0.11829	-0.17340	-0.01838	-0.02955	-0.46280	-0.53487	-0.08584	-0.08255
