     0   -10.30417726   -10.30417726    -4.31733547    -4.31733547    -4.31733547    -4.31733547    -3.32608344    -3.32608344    -1.49469237    -1.49469236    -1.49469236    -1.49469236     5.58870784     5.58870784     5.58870784     5.58870784     5.58870784     5.58870784
     1   -10.30295909   -10.30295908    -4.31736904    -4.31736893    -4.31727577    -4.31727570    -3.32606469    -3.32606461    -1.49483859    -1.49483821    -1.49460671    -1.49460635     5.58251782     5.58258524     5.58826440     5.58839964     5.59413605     5.59420387
     2   -10.29931746   -10.29931745    -4.31746552    -4.31746539    -4.31710074    -4.31710061    -3.32600838    -3.32600806    -1.49512949    -1.49512883    -1.49449661    -1.49449604     5.57556800     5.57583224     5.58694043     5.58747195     5.59881621     5.59908349
     3   -10.29329091   -10.29329088    -4.31762642    -4.31762627    -4.31680915    -4.31680881    -3.32591436    -3.32591365    -1.49559533    -1.49559438    -1.49433182    -1.49433109     5.56787620     5.56845206     5.58475487     5.58591612     5.60277702     5.60336238
     4   -10.28494315   -10.28494305    -4.31785196    -4.31785177    -4.31640102    -4.31640036    -3.32578237    -3.32578113    -1.49624276    -1.49624148    -1.49410559    -1.49410469     5.55947541     5.56045568     5.58173891     5.58371983     5.60606043     5.60706100
     5   -10.27436228   -10.27436205    -4.31814240    -4.31814217    -4.31587642    -4.31587537    -3.32561205    -3.32561013    -1.49707326    -1.49707158    -1.49381623    -1.49381514     5.55041274     5.55186239     5.57793544     5.58086999     5.60871909     5.61020376
     6   -10.26165977   -10.26165930    -4.31849810    -4.31849780    -4.31523547    -4.31523395    -3.32540293    -3.32540021    -1.49808709    -1.49808494    -1.49346321    -1.49346192     5.54074797     5.54270023     5.57339833     5.57735634     5.61081306     5.61281834
     7   -10.24696911   -10.24696827    -4.31891947    -4.31891911    -4.31447830    -4.31447623    -3.32515444    -3.32515079    -1.49928407    -1.49928139    -1.49304636    -1.49304484     5.53055193     5.53300633     5.56819147     5.57317538     5.61240628     5.61493496
     8   -10.23044418   -10.23044281    -4.31940702    -4.31940658    -4.31360504    -4.31360238    -3.32486588    -3.32486120    -1.50066389    -1.50066062    -1.49256560    -1.49256382     5.51990478     5.52282698     5.56238777     5.56833400     5.61356308     5.61658574
     9   -10.21225741   -10.21225530    -4.31996133    -4.31996080    -4.31261586    -4.31261255    -3.32453646    -3.32453066    -1.50222607    -1.50222217    -1.49202090    -1.49201885     5.50889413     5.51221752     5.55606800     5.56285246     5.61434522     5.61780418
    10   -10.19259769   -10.19259462    -4.32058304    -4.32058240    -4.31151094    -4.31150696    -3.32416526    -3.32415825    -1.50397009    -1.50396552    -1.49141226    -1.49140994     5.49761321     5.50124212     5.54931951     5.55676640     5.61480969     5.61862460
    11   -10.17166802   -10.17166377    -4.32127286    -4.32127212    -4.31029048    -4.31028579    -3.32375123    -3.32374297    -1.50589532    -1.50589005    -1.49073968    -1.49073708     5.48615901     5.48997314     5.54223500     5.55012771     5.61500743     5.61908174
    12   -10.14968312   -10.14967743    -4.32203160    -4.32203074    -4.30895468    -4.30894927    -3.32329321    -3.32328366    -1.50800106    -1.50799509    -1.49000317    -1.49000029     5.47463044     5.47849051     5.53491114     5.54300445     5.61498283     5.61921036
    13   -10.12686668   -10.12685932    -4.32286012    -4.32285912    -4.30750374    -4.30749762    -3.32278992    -3.32277905    -1.51028655    -1.51027987    -1.48920274    -1.48919959     5.46312661     5.46688078     5.52744730     5.53547987     5.61477388     5.61904489
    14   -10.10344872   -10.10343949    -4.32375934    -4.32375819    -4.30593790    -4.30593107    -3.32223993    -3.32222775    -1.51275095    -1.51274357    -1.48833839    -1.48833498     5.45174515     5.45523606     5.51994415     5.52765086     5.61441265     5.61861918
    15   -10.07966269   -10.07965140    -4.32473026    -4.32472897    -4.30425738    -4.30424987    -3.32164168    -3.32162822    -1.51539336    -1.51538530    -1.48741013    -1.48740648     5.44058071     5.44365281     5.51250233     5.51962592     5.61392608     5.61796625
    16   -10.05574261   -10.05572913    -4.32577395    -4.32577251    -4.30246239    -4.30245424    -3.32099348    -3.32097877    -1.51821279    -1.51820409    -1.48641795    -1.48641409     5.42972372     5.43223060     5.50522119     5.51152281     5.61333678     5.61711802
    17   -10.03192021   -10.03190448    -4.32689155    -4.32688996    -4.30055319    -4.30054444    -3.32029349    -3.32027761    -1.52120822    -1.52119891    -1.48536183    -1.48535779     5.41925929     5.42107072     5.49819739     5.50346604     5.61266375     5.61610521
    18   -10.00842209   -10.00840409    -4.32808426    -4.32808251    -4.29852998    -4.29852069    -3.31953975    -3.31952277    -1.52437852    -1.52436866    -1.48424177    -1.48423757     5.40926660     5.41027489     5.49152369     5.49558406     5.61192307     5.61495712
    19    -9.98546694    -9.98544674    -4.32935335    -4.32935145    -4.29639299    -4.29638324    -3.31873012    -3.31871215    -1.52772251    -1.52771217    -1.48305772    -1.48305341     5.39981851     5.39994390     5.48528770     5.48800634     5.61112849     5.61370150
    20    -9.96326293    -9.96324068    -4.33070015    -4.33069810    -4.29414246    -4.29413232    -3.31786233    -3.31784349    -1.53123897    -1.53122822    -1.48180966    -1.48180526     5.39017636     5.39098171     5.47957066     5.48086019     5.61029186     5.61236446
    21    -9.94180793    -9.94178381    -4.33214004    -4.33213785    -4.29175555    -4.29174509    -3.31692485    -3.31690526    -1.53496252    -1.53495143    -1.48048471    -1.48048028     5.38098414     5.38274284     5.47420780     5.47440063     5.60941511     5.61095682
    22    -9.92187380    -9.92184811    -4.33363257    -4.33363025    -4.28930163    -4.28929095    -3.31594252    -3.31592235    -1.53878399    -1.53877265    -1.47912125    -1.47911682     5.37270777     5.37538102     5.46834157     5.46998015     5.60853250     5.60954147
    23    -9.90285842    -9.90283148    -4.33523672    -4.33523428    -4.28668655    -4.28667573    -3.31487484    -3.31485423    -1.54284892    -1.54283742    -1.47766675    -1.47766237     5.36511507     5.36866600     5.46313827     5.46619578     5.60761825     5.60808474
    24    -9.88562104    -9.88559323    -4.33689353    -4.33689099    -4.28400919    -4.28399834    -3.31375928    -3.31373841    -1.54700247    -1.54699089    -1.47617601    -1.47617171     5.35857013     5.36290001     5.45887929     5.46323552     5.60665983     5.60671396
    25    -9.86962318    -9.86959490    -4.33866840    -4.33866578    -4.28116679    -4.28115599    -3.31254992    -3.31252896    -1.55140283    -1.55139128    -1.47459160    -1.47458742     5.35289345     5.35790945     5.45547039     5.46102096     5.60522860     5.60579140
    26    -9.85556853    -9.85554020    -4.34049607    -4.34049339    -4.27826680    -4.27825614    -3.31128934    -3.31126846    -1.55588243    -1.55587098    -1.47297319    -1.47296917     5.34836174     5.35392824     5.45308909     5.45965925     5.60385922     5.60489114
