     0     0.00000002    -0.00000002     0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000    -0.00000000
     1     0.89767833     0.89767860    -0.02151947    -0.02175779     0.04117323     0.04093541     0.01299558     0.01299558    -0.04627172    -0.04643224     0.00118798     0.00102743
     2     1.78585777     1.78585987    -0.04683668    -0.04697658     0.08576987     0.08563657     0.02604102     0.02604108    -0.11557238    -0.11582585     0.02536990     0.02511620
     3     2.65515273     2.65515974    -0.07147331    -0.07156842     0.12965333     0.12960435     0.03918620     0.03918638    -0.18760163    -0.18783317     0.05223059     0.05199841
     4     3.49640312     3.49641949    -0.09595207    -0.09602271     0.17329258     0.17331271     0.05248097     0.05248140    -0.25878547    -0.25897026     0.07831847     0.07813246
     5     4.30078429     4.30081562    -0.12042177    -0.12047679     0.21681748     0.21684916     0.06597519     0.06597602    -0.32901607    -0.32915542     0.10358403     0.10344287
     6     5.05991362     5.05996643    -0.14494924    -0.14499314     0.26023656     0.26026622     0.07971870     0.07972012    -0.39851592    -0.39861567     0.12828636     0.12818430
     7     5.76595260     5.76603399    -0.16957639    -0.16961167     0.30355123     0.30357665     0.09376132     0.09376354    -0.46745371    -0.46751952     0.15262585     0.15255742
     8     6.41170316     6.41182048    -0.19433575    -0.19436389     0.34675903     0.34678002     0.10815285     0.10815609    -0.53593121    -0.53596777     0.17673505     0.17669573
     9     6.99069713     6.99085760    -0.21925595    -0.21927786     0.38985504     0.38987180     0.12294304     0.12294754    -0.60400515    -0.60401623     0.20070125     0.20068742
    10     7.49727753     7.49748787    -0.24436401    -0.24438024     0.43283341     0.43284616     0.13818156     0.13818757    -0.67170419    -0.67169282     0.22458357     0.22459229
    11     7.92667064     7.92693665    -0.26968635    -0.26969725     0.47568828     0.47569722     0.15391801     0.15392576    -0.73903937    -0.73900806     0.24842341     0.24845220
    12     8.27504737     8.27537362    -0.29524941    -0.29525519     0.51841427     0.51841954     0.17020185     0.17021158    -0.80601050    -0.80596135     0.27225068     0.27229739
    13     8.53957308     8.53996253    -0.32107993    -0.32108074     0.56100676     0.56100850     0.18708241     0.18709429    -0.87261002    -0.87254486     0.29608757     0.29615028
    14     8.71844453     8.71889837    -0.34720514    -0.34720110     0.60346211     0.60346042     0.20460875     0.20462296    -0.93882543    -0.93874588     0.31995089     0.32002784
    15     8.81091322     8.81143059    -0.37365291    -0.37364411     0.64577769     0.64577270     0.22282968     0.22284633    -1.00464089    -1.00454844     0.34385354     0.34394308
    16     8.81729401     8.81787201    -0.40045174    -0.40043832     0.68795198     0.68794378     0.24179363     0.24181280    -1.07003832    -1.06993437     0.36780551     0.36790604
    17     8.73895879     8.73959243    -0.42763087    -0.42761297     0.72998450     0.72997324     0.26154859     0.26157028    -1.13499816    -1.13488408     0.39181452     0.39192448
    18     8.57831446     8.57899680    -0.45522019    -0.45519800     0.77187581     0.77186164     0.28214195     0.28216611    -1.19950004    -1.19937713     0.41588644     0.41600433
    19     8.33876542     8.33948780    -0.48325027    -0.48322405     0.81362745     0.81361053     0.30362042     0.30364693    -1.26352317    -1.26339276     0.44002567     0.44014998
    20     8.02466072     8.02541305    -0.51175228    -0.51172232     0.85524181     0.85522235     0.32602982     0.32605850    -1.32704683    -1.32691023     0.46423534     0.46436459
    21     7.63726020     7.63803152    -0.54103668    -0.54100331     0.89711647     0.89709466     0.34964251     0.34967314    -1.39064813    -1.39050660     0.48874910     0.48888185
    22     7.19448443     7.19526280    -0.57029927    -0.57026295     0.93807194     0.93804809     0.37381938     0.37385163    -1.45251496    -1.45236991     0.51287322     0.51300798
    23     6.68611608     6.68688975    -0.60069832    -0.60065946     0.97968773     0.97966205     0.39953292     0.39956647    -1.51500783    -1.51486052     0.53753581     0.53767119
    24     6.13857019     6.13932795    -0.63111881    -0.63107794     1.02039787     1.02037071     0.42585264     0.42588710    -1.57575116    -1.57560293     0.56180575     0.56194037
    25     5.53869473     5.53942557    -0.66276361    -0.66272122     1.06177283     1.06174444     0.45382967     0.45386464    -1.63706479    -1.63691692     0.58661537     0.58674786
    26     4.91719565     4.91789078    -0.69447038    -0.69442703     1.10225571     1.10222644     0.48244384     0.48247891    -1.69662038    -1.69647412     0.61102680     0.61115588
    27     4.25868999     4.25934080    -0.72749073    -0.72744695     1.14340776     1.14337791     0.51282952     0.51286428    -1.75669510    -1.75655169     0.63597675     0.63610101
    28     3.59644931     3.59705057    -0.76060923    -0.76056555     1.18367966     1.18364956     0.54387015     0.54390421    -1.81501039    -1.81487091     0.66052112     0.66063933
    29     2.91363462     2.91418109    -0.79513007    -0.79508701     1.22462319     1.22459315     0.57678708     0.57682004    -1.87379876    -1.87366436     0.68560097     0.68571153
    30     2.24430303     2.24479339    -0.82977900    -0.82973700     1.26469514     1.26466547     0.61036130     0.61039287    -1.93083300    -1.93070453     0.71026671     0.71036810
    31     1.57097166     1.57140422    -0.86591624    -0.86587577     1.30543736     1.30540835     0.64590383     0.64593369    -1.98829894    -1.98817736     0.73546364     0.73555345
    32     0.92676203     0.92713890    -0.90220323    -0.90216463     1.34531161     1.34528350     0.68208829     0.68211623    -2.04402138    -2.04390728     0.76023761     0.76031297
    33     0.29436213     0.29468466    -0.94005924    -0.94002285     1.38584900     1.38582207     0.72031686     0.72034268    -2.10013735    -2.10003145     0.78553812     0.78559420
    34    -0.29560282    -0.29533014    -0.97807637    -0.97804242     1.42551561     1.42549005     0.75915222     0.75917583    -2.15452365    -2.15442622     0.81040679     0.81043859
    35    -0.85949109    -0.85926489    -1.01773529    -1.01770402     1.46583073     1.46580675     0.80008803     0.80010932    -2.20926630    -2.20917779     0.83579440     0.83579885
    36    -1.37049397    -1.37030863    -1.05755454    -1.05752601     1.50526474     1.50524246     0.84157409     0.84159309    -2.26229361    -2.26221399     0.86073495     0.86071750
    37    -1.84329858    -1.84314985    -1.09907784    -1.09905220     1.54532358     1.54530316     0.88519461     0.88521131    -2.31563829    -2.31556770     0.88618098     0.88615095
    38    -2.25593882    -2.25582107    -1.14074683    -1.14072402     1.58448281     1.58446429     0.92928663     0.92930114    -2.36727966    -2.36721778     0.91116880     0.91113444
    39    -2.62080919    -2.62071820    -1.18416923    -1.18414928     1.62423305     1.62421653     0.97552263     0.97553502    -2.41919465    -2.41914136     0.93665684     0.93662288
    40    -2.92149249    -2.92142337    -1.22770764    -1.22769042     1.66305684     1.66304229     1.02212925     1.02213969    -2.46941344    -2.46936817     0.96168033     0.96164914
    41    -3.17163887    -3.17158830    -1.27389822    -1.27388371     1.70316787     1.70315534     1.07179496     1.07180354    -2.52079889    -2.52076141     0.98767979     0.98765262
    42    -3.35151143    -3.35147517    -1.31931255    -1.31930050     1.74157255     1.74156192     1.12080010     1.12080705    -2.56952946    -2.56949888     1.01272569     1.01270276
    43    -3.47103223    -3.47100723    -1.36563293    -1.36562317     1.77973651     1.77972768     1.17091654     1.17092204    -2.61750516    -2.61748082     1.03777718     1.03775845
    44    -3.53036377    -3.53034741    -1.41284462    -1.41283694     1.81763390     1.81762677     1.22209449     1.22209873    -2.66470632    -2.66468751     1.06283072     1.06281595
    45    -3.52910040    -3.52909064    -1.46279539    -1.46278965     1.85667709     1.85667159     1.27630604     1.27630915    -2.71287919    -2.71286534     1.08884635     1.08883527
    46    -3.46871997    -3.46871467    -1.51176170    -1.51175757     1.89394373     1.89393961     1.32947498     1.32947720    -2.75842953    -2.75841969     1.11389357     1.11388556
    47    -3.35217650    -3.35217411    -1.56155022    -1.56154745     1.93085493     1.93085203     1.38352786     1.38352934    -2.80312915    -2.80312257     1.13893277     1.13892733
    48    -3.18179973    -3.18179903    -1.61213049    -1.61212880     1.96737873     1.96737685     1.43839925     1.43840017    -2.84694746    -2.84694343     1.16396090     1.16395750
    49    -2.95083478    -2.95083487    -1.66545764    -1.66545679     2.00486197     2.00486092     1.49617462     1.49617510    -2.89148256    -2.89148046     1.18993681     1.18993500
    50    -2.67959948    -2.67959925    -1.71754278    -1.71754244     2.04049344     2.04049297     1.55250230     1.55250250    -2.93339842    -2.93339754     1.21493351     1.21493274
    51    -2.36392167    -2.36392157    -1.77030588    -1.77030581     2.07563568     2.07563556     1.60943725     1.60943730    -2.97432376    -2.97432355     1.23991075     1.23991056
    52    -2.00747506    -2.00747518    -1.82370319    -1.82370320     2.11025457     2.11025457     1.66690811     1.66690811    -3.01421760    -3.01421760     1.26486604     1.26486604
    53    -1.59832397    -1.59832375    -1.87977568    -1.87977565     2.14561456     2.14561444     1.72708043     1.72708048    -3.05450768    -3.05450750     1.29075545     1.29075528
    54    -1.17093485    -1.17093381    -1.93431929    -1.93431925     2.17906170     2.17906123     1.78542463     1.78542479    -3.09216267    -3.09216204     1.31565898     1.31565836
    55    -0.71496949    -0.71496674    -1.98934864    -1.98934876     2.21188366     2.21188261     1.84409246     1.84409279    -3.12864839    -3.12864714     1.34053397     1.34053268
    56    -0.23461721    -0.23461166    -2.04481074    -2.04481125     2.24404842     2.24404657     1.90301785     1.90301837    -3.16391572    -3.16391378     1.36537852     1.36537641
    57     0.28551770     0.28552751    -2.10280553    -2.10280673     2.27672154     2.27671865     1.96441454     1.96441527    -3.19919550    -3.19919289     1.39114455     1.39114150
    58     0.80259892     0.80261429    -2.15897940    -2.15898157     2.30745227     2.30744818     2.02367316     2.02367410    -3.23182063    -3.23181752     1.41592182     1.41591785
    59     1.33142635     1.33144880    -2.21541650    -2.21541990     2.33743608     2.33743062     2.08300893     2.08301005    -3.26306921    -3.26306584     1.44066381     1.44065897
    60     1.86799663     1.86802770    -2.27205915    -2.27206400     2.36664652     2.36663954     2.14237090     2.14237216    -3.29288695    -3.29288362     1.46536922     1.46536360
    61     2.42925252     2.42929414    -2.33103550    -2.33104207     2.39613536     2.39612668     2.20399444     2.20399578    -3.32227800    -3.32227515     1.49098487     1.49097859
    62     2.96979528     2.96984848    -2.38791657    -2.38792494     2.42369456     2.42368417     2.26327277     2.26327412    -3.34900776    -3.34900583     1.51561227     1.51560553
    63     3.50685065     3.50691669    -2.44482565    -2.44483592     2.45041072     2.45039861     2.32245366     2.32245494    -3.37413762    -3.37413712     1.54019999     1.54019301
    64     4.03711557     4.03719547    -2.50170431    -2.50171655     2.47626458     2.47625076     2.38150740     2.38150852    -3.39761126    -3.39761267     1.56474732     1.56474030
    65     4.57729511     4.57739022    -2.56067615    -2.56069045     2.50218139     2.50216588     2.44267210     2.44267296    -3.42017456    -3.42017779     1.59019537     1.59018855
    66     5.08446010     5.08457031    -2.61731343    -2.61732967     2.52622510     2.52620812     2.50139803     2.50139855    -3.44009913    -3.44010170     1.61465865     1.61465221
    67     5.57626497     5.57639036    -2.67374548    -2.67376358     2.54935850     2.54934023     2.55994078     2.55994086    -3.45819805    -3.45819706     1.63908013     1.63907422
    68     6.05041431     6.05055461    -2.72991620    -2.72993606     2.57156890     2.57154957     2.61829277     2.61829234    -3.47441427    -3.47440929     1.66345963     1.66345431
    69     6.52194811     6.52210319    -2.78791165    -2.78793317     2.59364440     2.59362425     2.67868449     2.67868345    -3.48920174    -3.48919288     1.68873230     1.68872751
