# xlim: (0.2833333333333333,0.3833333333333333); ylim: (0.6166666666666666,0.7166666666666667)
# phases with shape: (51,51)
# kx,ky are mesh centers
# kx	ky	phi
 0.284117647059	 0.617450980392	 0.000000000000
 0.286078431373	 0.617450980392	-0.000000000000
 0.288039215686	 0.617450980392	 0.000000000000
 0.290000000000	 0.617450980392	 0.000000000000
 0.291960784314	 0.617450980392	-0.000000000000
 0.293921568627	 0.617450980392	-0.000000000000
 0.295882352941	 0.617450980392	-0.000000000000
 0.297843137255	 0.617450980392	-0.000000000000
 0.299803921569	 0.617450980392	 0.000000000000
 0.301764705882	 0.617450980392	-0.000000000000
 0.303725490196	 0.617450980392	-0.000000000000
 0.305686274510	 0.617450980392	 0.000000000000
 0.307647058824	 0.617450980392	-0.000000000000
 0.309607843137	 0.617450980392	 0.000000000000
 0.311568627451	 0.617450980392	 0.000000000000
 0.313529411765	 0.617450980392	 0.000000000000
 0.315490196078	 0.617450980392	-0.000000000000
 0.317450980392	 0.617450980392	 0.000000000000
 0.319411764706	 0.617450980392	-0.000000000000
 0.321372549020	 0.617450980392	 0.000000000000
 0.323333333333	 0.617450980392	-0.000000000000
 0.325294117647	 0.617450980392	-0.000000000000
 0.327254901961	 0.617450980392	 0.000000000000
 0.329215686275	 0.617450980392	-0.000000000000
 0.331176470588	 0.617450980392	 0.000000000000
 0.333137254902	 0.617450980392	-0.000000000000
 0.335098039216	 0.617450980392	-0.000000000000
 0.337058823529	 0.617450980392	 0.000000000000
 0.339019607843	 0.617450980392	-0.000000000000
 0.340980392157	 0.617450980392	-0.000000000000
 0.342941176471	 0.617450980392	-0.000000000000
 0.344901960784	 0.617450980392	 0.000000000000
 0.346862745098	 0.617450980392	-0.000000000000
 0.348823529412	 0.617450980392	-0.000000000000
 0.350784313725	 0.617450980392	-0.000000000000
 0.352745098039	 0.617450980392	 0.000000000000
 0.354705882353	 0.617450980392	-0.000000000000
 0.356666666667	 0.617450980392	 0.000000000000
 0.358627450980	 0.617450980392	 0.000000000000
 0.360588235294	 0.617450980392	-0.000000000000
 0.362549019608	 0.617450980392	 0.000000000000
 0.364509803922	 0.617450980392	-0.000000000000
 0.366470588235	 0.617450980392	 0.000000000000
 0.368431372549	 0.617450980392	 0.000000000000
 0.370392156863	 0.617450980392	-0.000000000000
 0.372352941176	 0.617450980392	 0.000000000000
 0.374313725490	 0.617450980392	-0.000000000000
 0.376274509804	 0.617450980392	 0.000000000000
 0.378235294118	 0.617450980392	 0.000000000000
 0.380196078431	 0.617450980392	 0.000000000000
 0.382156862745	 0.617450980392	-0.000000000000
 0.284117647059	 0.619411764706	-0.000000000000
 0.286078431373	 0.619411764706	-0.000000000000
 0.288039215686	 0.619411764706	-0.000000000000
 0.290000000000	 0.619411764706	-0.000000000000
 0.291960784314	 0.619411764706	 0.000000000000
 0.293921568627	 0.619411764706	-0.000000000000
 0.295882352941	 0.619411764706	 0.000000000000
 0.297843137255	 0.619411764706	-0.000000000000
 0.299803921569	 0.619411764706	 0.000000000000
 0.301764705882	 0.619411764706	 0.000000000000
 0.303725490196	 0.619411764706	 0.000000000000
 0.305686274510	 0.619411764706	-0.000000000000
 0.307647058824	 0.619411764706	-0.000000000000
 0.309607843137	 0.619411764706	-0.000000000000
 0.311568627451	 0.619411764706	-0.000000000000
 0.313529411765	 0.619411764706	-0.000000000000
 0.315490196078	 0.619411764706	-0.000000000000
 0.317450980392	 0.619411764706	 0.000000000000
 0.319411764706	 0.619411764706	-0.000000000000
 0.321372549020	 0.619411764706	 0.000000000000
 0.323333333333	 0.619411764706	 0.000000000000
 0.325294117647	 0.619411764706	 0.000000000000
 0.327254901961	 0.619411764706	 0.000000000000
