     0    -3.00166620     3.00166620
     1    -3.00151405     3.00151405
     2    -3.00105759     3.00105759
     3    -3.00029691     3.00029691
     4    -2.99923213     2.99923213
     5    -2.99786339     2.99786339
     6    -2.99619092     2.99619092
     7    -2.99421497     2.99421497
     8    -2.99193584     2.99193584
     9    -2.98935388     2.98935388
    10    -2.98646949     2.98646949
    11    -2.98328310     2.98328310
    12    -2.97979520     2.97979520
    13    -2.97600634     2.97600634
    14    -2.97191710     2.97191710
    15    -2.96752809     2.96752809
    16    -2.96284001     2.96284001
    17    -2.95785358     2.95785358
    18    -2.95256956     2.95256956
    19    -2.94698878     2.94698878
    20    -2.94111211     2.94111211
    21    -2.93494045     2.93494045
    22    -2.92847478     2.92847478
    23    -2.92171610     2.92171610
    24    -2.91466547     2.91466547
    25    -2.90732401     2.90732401
    26    -2.89969286     2.89969286
    27    -2.89177323     2.89177323
    28    -2.88356639     2.88356639
    29    -2.87507362     2.87507362
    30    -2.86629630     2.86629630
    31    -2.85723582     2.85723582
    32    -2.84789365     2.84789365
    33    -2.83827128     2.83827128
    34    -2.82837027     2.82837027
    35    -2.81819224     2.81819224
    36    -2.80773884     2.80773884
    37    -2.79701179     2.79701179
    38    -2.78601287     2.78601287
    39    -2.77474387     2.77474387
    40    -2.76320669     2.76320669
    41    -2.75140325     2.75140325
    42    -2.73933554     2.73933554
    43    -2.72700559     2.72700559
    44    -2.71441551     2.71441551
    45    -2.70156744     2.70156744
    46    -2.68846360     2.68846360
    47    -2.67510626     2.67510626
    48    -2.66149775     2.66149775
    49    -2.64764046     2.64764046
    50    -2.63353684     2.63353684
    51    -2.61918941     2.61918941
    52    -2.60460074     2.60460074
    53    -2.58977349     2.58977349
    54    -2.57471035     2.57471035
    55    -2.55941410     2.55941410
    56    -2.54388760     2.54388760
    57    -2.52813374     2.52813374
    58    -2.51215553     2.51215553
    59    -2.49595601     2.49595601
    60    -2.47953833     2.47953833
    61    -2.46290570     2.46290570
    62    -2.44606139     2.44606139
    63    -2.42900880     2.42900880
