Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 27.500000,  4.130843E-02,  4.535027E-01,  6.980222E-01, 1.000,  188
  0.000000, 27.500000,  1.698328E-01,  1.804317E+00, -1.086815E+01, 1.000,  192
  0.000000, 30.000000,  4.235542E-02,  4.647445E-01,  8.834932E-01, 1.000,  196
  0.000000, 30.000000,  1.718886E-01,  1.820161E+00, -1.015226E+01, 1.000,  184
  0.000000, 32.500000,  4.355253E-02,  4.784868E-01,  1.145099E+00, 1.000,  196
  0.000000, 32.500000,  1.743929E-01,  1.839677E+00, -9.557635E+00, 1.000,  192
  0.000000, 35.000000,  4.492343E-02,  4.932587E-01,  1.367544E+00, 1.000,  192
  0.000000, 35.000000,  1.772907E-01,  1.862850E+00, -9.181283E+00, 1.000,  188
  0.000000, 37.500000,  4.650992E-02,  5.099661E-01,  1.327296E+00, 1.000,  192
  0.000000, 37.500000,  1.806563E-01,  1.889993E+00, -8.892823E+00, 1.000,  192
  0.000000, 40.000000,  4.831404E-02,  5.298439E-01,  1.507624E+00, 1.000,  188
  0.000000, 40.000000,  1.845240E-01,  1.921353E+00, -8.744082E+00, 1.000,  192
  0.000000, 42.500000,  5.038832E-02,  5.533681E-01,  1.756404E+00, 1.000,  192
  0.000000, 42.500000,  1.889447E-01,  1.957291E+00, -8.672324E+00, 1.000,  188
  0.000000, 45.000000,  5.278543E-02,  5.800840E-01,  2.112039E+00, 1.000,  188
  0.000000, 45.000000,  1.940061E-01,  1.998335E+00, -8.709896E+00, 1.000,  192
  0.000000, 47.500000,  5.557726E-02,  6.118807E-01,  2.593395E+00, 1.000,  176
  0.000000, 47.500000,  1.997528E-01,  2.045004E+00, -8.831003E+00, 1.000,  196
  0.000000, 50.000000,  5.884136E-02,  6.493399E-01,  3.212319E+00, 1.000,  172
  0.000000, 50.000000,  2.063073E-01,  2.097962E+00, -9.053121E+00, 1.000,  200
  0.000000, 52.500000,  6.272044E-02,  6.962667E-01,  4.040281E+00, 1.000,  188
  0.000000, 52.500000,  2.137617E-01,  2.158065E+00, -9.419973E+00, 1.000,  192
  0.000000, 55.000000,  6.739640E-02,  7.523705E-01,  5.068534E+00, 1.000,  192
  0.000000, 55.000000,  2.222769E-01,  2.226324E+00, -9.913222E+00, 1.000,  180
  0.000000, 57.500000,  7.312538E-02,  8.247403E-01,  6.451008E+00, 1.000,  184
  0.000000, 57.500000,  2.320365E-01,  2.304098E+00, -1.058251E+01, 1.000,  188
  0.000000, 60.000000,  8.031855E-02,  9.194388E-01,  7.886121E+00, 1.000,  180
  0.000000, 60.000000,  2.432576E-01,  2.393065E+00, -1.154079E+01, 1.000,  188
  0.000000, 62.500000,  8.962232E-02,  1.048846E+00,  8.675822E+00, 1.000,  188
  0.000000, 62.500000,  2.561987E-01,  2.494846E+00, -1.288071E+01, 1.000,  184
  0.000000, 65.000000,  1.020373E-01,  1.234879E+00,  7.059075E+00, 1.000,  184
  0.000000, 65.000000,  1.022065E-01,  1.242532E+00,  7.415395E+00, 1.000,    4
  0.000000, 65.000000,  2.712453E-01,  2.611575E+00, -1.486854E+01, 1.000,  192
  0.000000, 67.500000,  1.189601E-01,  1.500936E+00,  5.007533E+00, 1.000,  152
  0.000000, 67.500000,  1.189620E-01,  1.501585E+00,  4.963562E+00, 1.000,  148
  0.000000, 67.500000,  2.887957E-01,  2.745737E+00, -1.765401E+01, 1.000,  184
  0.000000, 70.000000,  1.402283E-01,  1.843401E+00,  1.685787E+01, 1.000,  148
  0.000000, 70.000000,  1.404854E-01,  1.853166E+00,  2.557214E+01, 1.000,   32
  0.000000, 70.000000,  1.405122E-01,  1.849694E+00,  1.533448E+01, 1.000,  200
  0.000000, 70.000000,  1.406674E-01,  1.858134E+00,  2.598851E+01, 1.000,    8
  0.000000, 70.000000,  1.422869E-01,  1.883277E+00, -1.145397E+01, 1.000,  156
  0.000000, 70.000000,  3.093511E-01,  2.894356E+00, -2.156367E+01, 1.000,  176
  0.000000, 72.500000,  1.701909E-01,  2.372145E+00,  3.872525E+01, 1.000,  176
  0.000000, 72.500000,  1.702161E-01,  2.370739E+00,  3.656353E+01, 1.000,  172
  0.000000, 72.500000,  1.711987E-01,  2.375621E+00,  8.809523E+00, 1.000,    4
  0.000000, 72.500000,  1.731891E-01,  2.407293E+00, -1.269035E+01, 1.000,   36
  0.000000, 72.500000,  1.734033E-01,  2.410079E+00, -1.387602E+01, 1.000,  140
  0.000000, 72.500000,  3.333927E-01,  3.058075E+00, -2.636782E+01, 1.000,  180
  0.000000, 75.000000,  2.165940E-01,  3.193685E+00,  1.148603E+01, 1.000,  176
  0.000000, 75.000000,  3.614494E-01,  3.230701E+00, -3.106743E+01, 1.000,  180
  0.000000, 77.500000,  2.886117E-01,  4.931847E+00,  7.697881E+01, 1.000,  148
  0.000000, 77.500000,  2.907478E-01,  5.074863E+00,  6.462176E+01, 1.000,   20
  0.000000, 77.500000,  3.943996E-01,  3.412108E+00, -3.392330E+01, 1.000,  176
  0.000000, 80.000000,  4.149005E-01,  3.934001E+00,  8.988914E+01, 1.000,  140
  0.000000, 80.000000,  4.158650E-01,  3.869209E+00,  8.743158E+01, 1.000,  160
  0.000000, 80.000000,  4.163341E-01,  4.245252E+00,  5.819930E+01, 1.000,    4
  0.000000, 80.000000,  4.192543E-01,  4.341442E+00,  3.700726E+01, 1.000,    4
  0.000000, 80.000000,  4.206356E-01,  3.779843E+00,  5.058803E+01, 1.000,   20
  0.000000, 80.000000,  4.267596E-01,  5.826077E+00,  2.601908E+01, 1.000,   28
  0.000000, 80.000000,  4.275981E-01,  4.663428E+00, -2.676574E+01, 1.000,    8
  0.000000, 80.000000,  4.277885E-01,  6.167512E+00,  1.545595E+01, 1.000,  148
  0.000000, 80.000000,  4.289611E-01,  4.758888E+00, -3.955082E+01, 1.000,   16
  0.000000, 80.000000,  4.291742E-01,  5.288403E+00, -3.728995E+01, 1.000,   84
  0.000000, 80.000000,  4.295678E-01,  6.754996E+00, -5.528514E-01, 1.000,  100
  0.000000, 80.000000,  4.301999E-01,  5.007118E+00, -6.179849E+01, 1.000,  116
  0.000000, 80.000000,  4.303132E-01,  4.880556E+00, -5.577177E+01, 1.000,   20
  0.000000, 80.000000,  4.304098E-01,  7.075494E+00, -1.208191E+01, 1.000,   68
  0.000000, 80.000000,  4.311370E-01,  7.112332E+00, -1.414134E+01, 1.000,    4
  0.000000, 80.000000,  4.344463E-01,  3.622626E+00, -2.984429E+01, 1.000,  172
  0.000000, 82.500000,  4.900640E-01,  3.971247E+00,  1.796738E+02, 1.000,  140
  0.000000, 82.500000,  4.906415E-01,  3.994125E+00,  2.151167E+02, 1.000,   20
  0.000000, 82.500000,  6.241411E-01,  7.416124E+00, -7.761762E+01, 1.000,  152
  0.000000, 85.000000,  8.131935E-01,  8.082753E+00,  3.905370E+02, 1.000,   64
  0.000000, 85.000000,  8.140702E-01,  8.076664E+00,  3.859221E+02, 1.000,   52
  0.000000, 85.000000,  8.500568E-01,  7.811089E+00, -1.261980E+02, 1.000,   40
  0.000000, 85.000000,  8.515390E-01,  7.801887E+00, -1.296063E+02, 1.000,  104
  0.000000, 85.000000,  8.927502E-01,  1.288107E+01, -2.396669E+02, 1.000,    4
  0.000000, 85.000000,  8.928666E-01,  1.288888E+01, -2.375206E+02, 1.000,    4
