     0   -22.75587973   -22.75587973   -22.65714843   -22.65714843   -22.63040207   -22.63040207   -22.55314178   -22.55314178   -22.54646629   -22.54646629   -22.54323663   -22.54323663   -22.52844022   -22.52844022   -22.52527894   -22.52527894   -22.45539480   -22.45539480   -22.36753196   -22.36753196   -11.00618228   -11.00618228    -9.73120483    -9.73120483    -3.37197540    -3.37197540    -2.47512653    -2.47512653    -1.09184305    -1.09184305     1.02037482     1.02037482     2.04851323     2.04851323     2.25487625     2.25487625
     1   -22.75588690   -22.75588690   -22.65717247   -22.65717228   -22.63052208   -22.63052201   -22.55359961   -22.55359959   -22.54601696   -22.54601691   -22.54344162   -22.54343996   -22.52825710   -22.52825170   -22.52511472   -22.52511125   -22.45539134   -22.45539132   -22.36752850   -22.36752850   -11.00775573   -11.00775310    -9.72965442    -9.72965118    -3.37198353    -3.37197615    -2.47409910    -2.47409356    -1.09126258    -1.09126245     1.01967343     1.01968075     2.04736744     2.04737892     2.25577887     2.25578413
     2   -22.75590834   -22.75590834   -22.65724514   -22.65724475   -22.63087828   -22.63087815   -22.55472745   -22.55472742   -22.54491589   -22.54491575   -22.54402402   -22.54402095   -22.52773154   -22.52772147   -22.52462144   -22.52461490   -22.45538099   -22.45538095   -22.36751818   -22.36751817   -11.01244664   -11.01244144    -9.72502949    -9.72502306    -3.37199091    -3.37197620    -2.47102280    -2.47101178    -1.08952363    -1.08952337     1.01758729     1.01760187     2.04402167     2.04404409     2.25839805     2.25840811
     3   -22.75594383   -22.75594383   -22.65736879   -22.65736821   -22.63145953   -22.63145935   -22.55618510   -22.55618507   -22.54492180   -22.54491808   -22.54349453   -22.54349446   -22.52693251   -22.52691905   -22.52380922   -22.52380044   -22.45536389   -22.45536382   -22.36750118   -22.36750118   -11.02017664   -11.02016895    -9.71741646    -9.71740693    -3.37196937    -3.37194745    -2.46593136    -2.46591499    -1.08663380    -1.08663342     1.01414777     1.01416949     2.03869236     2.03872480     2.26247706     2.26249111
     4   -22.75599304   -22.75599304   -22.65754758   -22.65754678   -22.63224784   -22.63224764   -22.55779918   -22.55779914   -22.54604440   -22.54604012   -22.54193923   -22.54193923   -22.52593295   -22.52591763   -22.52269731   -22.52268743   -22.45534022   -22.45534013   -22.36747781   -22.36747780   -11.03082134   -11.03081128    -9.70695240    -9.70693989    -3.37187426    -3.37184532    -2.45887815    -2.45885661    -1.08260512    -1.08260460     1.00940496     1.00943365     2.03167650     2.03171785     2.26765827     2.26767539
     5   -22.75605552   -22.75605551   -22.65778786   -22.65778683   -22.63321912   -22.63321892   -22.55949575   -22.55949571   -22.54733368   -22.54732917   -22.54031677   -22.54031676   -22.52478914   -22.52477337   -22.52131321   -22.52130335   -22.45531018   -22.45531006   -22.36744844   -22.36744844   -11.04421857   -11.04420630    -9.69381564    -9.69380032    -3.37164749    -3.37161173    -2.44993230    -2.44990581    -1.07745313    -1.07745248     1.00342479     1.00346022     2.02329325     2.02334239     2.27355137     2.27357070
     6   -22.75613075   -22.75613074   -22.65809868   -22.65809741   -22.63434387   -22.63434371   -22.56124111   -22.56124108   -22.54874122   -22.54873664   -22.53866146   -22.53866144   -22.52353977   -22.52352455   -22.51968783   -22.51967882   -22.45527386   -22.45527373   -22.36741353   -22.36741352   -11.06017808   -11.06016376    -9.67821481    -9.67819686    -3.37122095    -3.37117862    -2.43917409    -2.43914291    -1.07119580    -1.07119503     0.99628543     0.99632734     2.01384365     2.01389959     2.27978569     2.27980648
     7   -22.75621817   -22.75621816   -22.65849237   -22.65849082   -22.63558791   -22.63558783   -22.56301802   -22.56301798   -22.55023370   -22.55022914   -22.53699045   -22.53699043   -22.52221244   -22.52219832   -22.51785029   -22.51784259   -22.45523123   -22.45523107   -22.36737353   -22.36737352   -11.07849136   -11.07847518    -9.66037747    -9.66035707    -3.37052008    -3.37047145    -2.42669030    -2.42665471    -1.06385238    -1.06385147     0.98807359     0.98812171     2.00359285     2.00365471     2.28604112     2.28606280
     8   -22.75631719   -22.75631718   -22.65898501   -22.65898318   -22.63691299   -22.63691296   -22.56481656   -22.56481653   -22.55178813   -22.55178365   -22.53531343   -22.53531341   -22.52082869   -22.52081588   -22.51582592   -22.51581965   -22.45518197   -22.45518178   -22.36732892   -22.36732891   -11.09894075   -11.09892288    -9.64053974    -9.64051710    -3.36946683    -3.36941216    -2.41256996    -2.41253023    -1.05544224    -1.05544119     0.97888100     0.97893503     1.99276866     1.99283572     2.29206217     2.29208434
     9   -22.75642727   -22.75642726   -22.65959666   -22.65959451   -22.63827748   -22.63827729   -22.56663040   -22.56663037   -22.55338835   -22.55338397   -22.53363648   -22.53363646   -22.51940598   -22.51939448   -22.51363670   -22.51363182   -22.45512539   -22.45512518   -22.36728013   -22.36728012   -11.12130696   -11.12128760    -9.61893751    -9.61891280    -3.36798182    -3.36792140    -2.39690095    -2.39685738    -1.04598403    -1.04598284     0.96880131     0.96886097     1.98156891     1.98164058     2.29766138     2.29768377
