-0.20000  1.92670e-07 -4.36833e-10 -3.51935e-11 -1.81405e-10 -2.38053e-07  6.02004e-11 -4.38389e-11 -6.14582e-11  1.26907e-10
-0.19920  1.97978e-07 -4.66066e-10 -3.49022e-11 -2.04053e-10 -2.43723e-07  6.56364e-11 -4.38575e-11 -6.32511e-11  1.24712e-10
-0.19840  2.03503e-07 -4.97635e-10 -3.45839e-11 -2.29203e-10 -2.49610e-07  7.10060e-11 -4.37406e-11 -6.48871e-11  1.22534e-10
-0.19760  2.09234e-07 -5.31060e-10 -3.42365e-11 -2.56377e-10 -2.55700e-07  7.63038e-11 -4.34955e-11 -6.63738e-11  1.20380e-10
-0.19680  2.15138e-07 -5.65801e-10 -3.38582e-11 -2.85039e-10 -2.61962e-07  8.15244e-11 -4.31292e-11 -6.77183e-11  1.18254e-10
-0.19600  2.21158e-07 -6.01289e-10 -3.34471e-11 -3.14625e-10 -2.68339e-07  8.66620e-11 -4.26486e-11 -6.89280e-11  1.16163e-10
-0.19520  2.27212e-07 -6.36947e-10 -3.30014e-11 -3.44560e-10 -2.74749e-07  9.17110e-11 -4.20604e-11 -7.00097e-11  1.14113e-10
-0.19440  2.33196e-07 -6.72218e-10 -3.25196e-11 -3.74291e-10 -2.81088e-07  9.66654e-11 -4.13711e-11 -7.09700e-11  1.12108e-10
-0.19360  2.38986e-07 -7.06587e-10 -3.20001e-11 -4.03307e-10 -2.87230e-07  1.01519e-10 -4.05867e-11 -7.18155e-11  1.10155e-10
-0.19280  2.44443e-07 -7.39608e-10 -3.14415e-11 -4.31165e-10 -2.93039e-07  1.06266e-10 -3.97130e-11 -7.25520e-11  1.08258e-10
-0.19200  2.49422e-07 -7.70920e-10 -3.08425e-11 -4.57510e-10 -2.98367e-07  1.10900e-10 -3.87556e-11 -7.31851e-11  1.06421e-10
-0.19120  2.53776e-07 -8.00242e-10 -3.02019e-11 -4.82061e-10 -3.03068e-07  1.15414e-10 -3.77196e-11 -7.37202e-11  1.04650e-10
-0.19040  2.57368e-07 -8.27119e-10 -2.95185e-11 -5.04369e-10 -3.07006e-07  1.19802e-10 -3.66098e-11 -7.41622e-11  1.02948e-10
-0.18960  2.60067e-07 -8.48694e-10 -2.87912e-11 -5.21581e-10 -3.10049e-07  1.24059e-10 -3.54308e-11 -7.45156e-11  1.01320e-10
-0.18880  2.61698e-07 -8.46994e-10 -2.80190e-11 -5.15728e-10 -3.12021e-07  1.28177e-10 -3.41869e-11 -7.47845e-11  9.97687e-11
-0.18800  2.61851e-07 -7.44753e-10 -2.72012e-11 -4.09546e-10 -3.12513e-07  1.32150e-10 -3.28819e-11 -7.49729e-11  9.82976e-11
-0.18720  2.59557e-07 -3.32773e-10 -2.63376e-11  6.15646e-12 -3.10556e-07  1.35973e-10 -3.15196e-11 -7.50843e-11  9.69098e-11
-0.18640  2.53497e-07  6.84219e-10 -2.54283e-11  1.02665e-09 -3.04832e-07  1.39638e-10 -3.01036e-11 -7.51218e-11  9.56080e-11
-0.18560  2.43776e-07  2.29316e-09 -2.44721e-11  2.63887e-09 -2.95442e-07  1.43142e-10 -2.86372e-11 -7.50885e-11  9.43944e-11
-0.18480  2.33894e-07  3.73189e-09 -2.34645e-11  4.08065e-09 -2.85890e-07  1.46476e-10 -2.71236e-11 -7.49870e-11  9.32713e-11
-0.18400  2.28744e-07  3.93465e-09 -2.23996e-11  4.28623e-09 -2.81067e-07  1.49636e-10 -2.55660e-11 -7.48198e-11  9.22402e-11
-0.18320  2.29279e-07  2.71850e-09 -2.12750e-11  3.07266e-09 -2.81926e-07  1.52616e-10 -2.39675e-11 -7.45891e-11  9.13028e-11
-0.18240  2.31468e-07  1.01275e-09 -2.00929e-11  1.36925e-09 -2.84437e-07  1.55410e-10 -2.23308e-11 -7.42970e-11  9.04601e-11
-0.18160  2.31218e-07 -2.37150e-10 -1.88553e-11  1.21454e-10 -2.84505e-07  1.58015e-10 -2.06587e-11 -7.39455e-11  8.97130e-11
-0.18080  2.27785e-07 -8.31476e-10 -1.75607e-11 -4.71020e-10 -2.81387e-07  1.60427e-10 -1.89542e-11 -7.35364e-11  8.90621e-11
-0.18000  2.22505e-07 -1.03483e-09 -1.62056e-11 -6.72776e-10 -2.76418e-07  1.62639e-10 -1.72200e-11 -7.30714e-11  8.85075e-11
-0.17920  2.16635e-07 -1.09748e-09 -1.47859e-11 -7.34080e-10 -2.70857e-07  1.64648e-10 -1.54593e-11 -7.25520e-11  8.80493e-11
-0.17840  2.10777e-07 -1.12702e-09 -1.32982e-11 -7.62535e-10 -2.65304e-07  1.66451e-10 -1.36748e-11 -7.19799e-11  8.76873e-11
-0.17760  2.05154e-07 -1.15150e-09 -1.17388e-11 -7.86192e-10 -2.59982e-07  1.68042e-10 -1.18698e-11 -7.13564e-11  8.74208e-11
-0.17680  1.99861e-07 -1.17547e-09 -1.01036e-11 -8.09606e-10 -2.54987e-07  1.69418e-10 -1.00473e-11 -7.06831e-11  8.72491e-11
-0.17600  1.94953e-07 -1.19907e-09 -8.38852e-12 -8.32921e-10 -2.50373e-07  1.70577e-10 -8.21061e-12 -6.99613e-11  8.71710e-11
-0.17520  1.90460e-07 -1.22187e-09 -6.58874e-12 -8.55711e-10 -2.46170e-07  1.71513e-10 -6.36294e-12 -6.91923e-11  8.71854e-11
-0.17440  1.86390e-07 -1.24340e-09 -4.69919e-12 -8.77498e-10 -2.42386e-07  1.72225e-10 -4.50774e-12 -6.83777e-11  8.72906e-11
-0.17360  1.82737e-07 -1.26318e-09 -2.71435e-12 -8.97822e-10 -2.39015e-07  1.72708e-10 -2.64852e-12 -6.75185e-11  8.74849e-11
-0.17280  1.79482e-07 -1.28079e-09 -6.28303e-13 -9.16258e-10 -2.36037e-07  1.72960e-10 -7.88878e-13 -6.66164e-11  8.77664e-11
-0.17200  1.76592e-07 -1.29585e-09  1.56528e-12 -9.32438e-10 -2.33421e-07  1.72976e-10  1.06748e-12 -6.56724e-11  8.81329e-11
-0.17120  1.74032e-07 -1.30807e-09  3.87310e-12 -9.46055e-10 -2.31129e-07  1.72754e-10  2.91679e-12 -6.46880e-11  8.85820e-11
-0.17040  1.71758e-07 -1.31719e-09  6.30222e-12 -9.56865e-10 -2.29119e-07  1.72291e-10  4.75519e-12 -6.36645e-11  8.91111e-11
-0.16960  1.69729e-07 -1.32304e-09  8.86004e-12 -9.64693e-10 -2.27349e-07  1.71581e-10  6.57876e-12 -6.26032e-11  8.97175e-11
-0.16880  1.67902e-07 -1.32550e-09  1.15543e-11 -9.69424e-10 -2.25776e-07  1.70622e-10  8.38355e-12 -6.15054e-11  9.03983e-11
-0.16800  1.66237e-07 -1.32451e-09  1.43928e-11 -9.70996e-10 -2.24360e-07  1.69409e-10  1.01655e-11 -6.03723e-11  9.11504e-11
-0.16720  1.64698e-07 -1.32005e-09  1.73839e-11 -9.69399e-10 -2.23064e-07  1.67937e-10  1.19207e-11 -5.92053e-11  9.19705e-11
-0.16640  1.63252e-07 -1.31217e-09  2.05358e-11 -9.64660e-10 -2.21857e-07  1.66202e-10  1.36450e-11 -5.80056e-11  9.28552e-11
-0.16560  1.61872e-07 -1.30093e-09  2.38569e-11 -9.56843e-10 -2.20711e-07  1.64199e-10  1.53343e-11 -5.67744e-11  9.38010e-11
-0.16480  1.60535e-07 -1.28641e-09  2.73556e-11 -9.46039e-10 -2.19601e-07  1.61922e-10  1.69848e-11 -5.55130e-11  9.48042e-11
-0.16400  1.59222e-07 -1.26875e-09  3.10402e-11 -9.32363e-10 -2.18509e-07  1.59365e-10  1.85923e-11 -5.42226e-11  9.58609e-11
-0.16320  1.57916e-07 -1.24808e-09  3.49189e-11 -9.15954e-10 -2.17419e-07  1.56523e-10  2.01530e-11 -5.29043e-11  9.69672e-11
-0.16240  1.56607e-07 -1.22458e-09  3.89995e-11 -8.96970e-10 -2.16320e-07  1.53388e-10  2.16630e-11 -5.15595e-11  9.81189e-11
-0.16160  1.55284e-07 -1.19843e-09  4.32896e-11 -8.75591e-10 -2.15201e-07  1.49954e-10  2.31185e-11 -5.01891e-11  9.93120e-11
-0.16080  1.53941e-07 -1.16984e-09  4.77962e-11 -8.52022e-10 -2.14055e-07  1.46214e-10  2.45157e-11 -4.87945e-11  1.00542e-10
-0.16000  1.52572e-07 -1.13908e-09  5.25256e-11 -8.26496e-10 -2.12877e-07  1.42161e-10  2.58512e-11 -4.73767e-11  1.01804e-10
-0.15920  1.51171e-07 -1.10641e-09  5.74836e-11 -7.99278e-10 -2.11661e-07  1.37787e-10  2.71214e-11 -4.59370e-11  1.03095e-10
-0.15840  1.49734e-07 -1.07215e-09  6.26748e-11 -7.70671e-10 -2.10401e-07  1.33086e-10  2.83229e-11 -4.44764e-11  1.04409e-10
-0.15760  1.48255e-07 -1.03669e-09  6.81029e-11 -7.41025e-10 -2.09093e-07  1.28050e-10  2.94526e-11 -4.29962e-11  1.05741e-10
