     0    -3.00000000    -3.00000000     3.00000000     3.00000000
     1    -2.99759736    -2.99759736     2.99759736     2.99759736
     2    -2.99039523    -2.99039523     2.99039523     2.99039523
     3    -2.97841095    -2.97841095     2.97841095     2.97841095
     4    -2.96167348    -2.96167348     2.96167348     2.96167348
     5    -2.94022345    -2.94022345     2.94022345     2.94022345
     6    -2.91411332    -2.91411332     2.91411332     2.91411332
     7    -2.88340746    -2.88340746     2.88340746     2.88340746
     8    -2.84818241    -2.84818241     2.84818241     2.84818241
     9    -2.80852708    -2.80852708     2.80852708     2.80852708
    10    -2.76454316    -2.76454316     2.76454316     2.76454316
    11    -2.71634547    -2.71634547     2.71634547     2.71634547
    12    -2.66406252    -2.66406252     2.66406252     2.66406252
    13    -2.60783722    -2.60783722     2.60783722     2.60783722
    14    -2.54782768    -2.54782768     2.54782768     2.54782768
    15    -2.48420834    -2.48420834     2.48420834     2.48420834
    16    -2.41717130    -2.41717130     2.41717130     2.41717130
    17    -2.34692805    -2.34692805     2.34692805     2.34692805
    18    -2.27371168    -2.27371168     2.27371168     2.27371168
    19    -2.19777960    -2.19777960     2.19777960     2.19777960
    20    -2.11941707    -2.11941707     2.11941707     2.11941707
    21    -2.03894162    -2.03894162     2.03894162     2.03894162
    22    -1.95670869    -1.95670869     1.95670869     1.95670869
    23    -1.87311881    -1.87311881     1.87311881     1.87311881
    24    -1.78862657    -1.78862657     1.78862657     1.78862657
    25    -1.70375200    -1.70375200     1.70375200     1.70375200
    26    -1.61909459    -1.61909459     1.61909459     1.61909459
    27    -1.53535048    -1.53535048     1.53535048     1.53535048
    28    -1.45333259    -1.45333259     1.45333259     1.45333259
    29    -1.37399308    -1.37399308     1.37399308     1.37399308
    30    -1.29844576    -1.29844576     1.29844576     1.29844576
    31    -1.22798353    -1.22798353     1.22798353     1.22798353
    32    -1.16408163    -1.16408163     1.16408163     1.16408163
    33    -1.10837278    -1.10837278     1.10837278     1.10837278
    34    -1.06257621    -1.06257621     1.06257621     1.06257621
    35    -1.02836587    -1.02836587     1.02836587     1.02836587
    36    -1.00717925    -1.00717925     1.00717925     1.00717925
    37    -1.00000000    -1.00000000     1.00000000     1.00000000
    38    -0.99845973    -0.99845973     0.99845973     0.99845973
    39    -0.99384424    -0.99384424     0.99384424     0.99384424
    40    -0.98616978    -0.98616978     0.98616978     0.98616978
    41    -0.97546449    -0.97546449     0.97546449     0.97546449
    42    -0.96177004    -0.96177004     0.96177004     0.96177004
    43    -0.94514399    -0.94514399     0.94514399     0.94514399
    44    -0.92566316    -0.92566316     0.92566316     0.92566316
    45    -0.90342804    -0.90342804     0.90342804     0.90342804
    46    -0.87856865    -0.87856865     0.87856865     0.87856865
    47    -0.85125230    -0.85125230     0.85125230     0.85125230
    48    -0.82169363    -0.82169363     0.82169363     0.82169363
    49    -0.79016794    -0.79016794     0.79016794     0.79016794
    50    -0.75702868    -0.75702868     0.75702868     0.75702868
    51    -0.72273020    -0.72273020     0.72273020     0.72273020
    52    -0.68785702    -0.68785702     0.68785702     0.68785702
    53    -0.65316012    -0.65316012     0.65316012     0.65316012
    54    -0.61959858    -0.61959858     0.61959858     0.61959858
    55    -0.58838047    -0.58838047     0.58838047     0.58838047
    56    -0.56098742    -0.56098742     0.56098742     0.56098742
    57    -0.53915390    -0.53915390     0.53915390     0.53915390
    58    -0.52476099    -0.52476099     0.52476099     0.52476099
    59    -0.51961524    -0.51961524     0.51961524     0.51961524
    60    -0.52540085    -0.52540085     0.52540085     0.52540085
    61    -0.54314376    -0.54314376     0.54314376     0.54314376
    62    -0.57276249    -0.57276249     0.57276249     0.57276249
    63    -0.61343028    -0.61343028     0.61343028     0.61343028
    64    -0.66386555    -0.66386555     0.66386555     0.66386555
    65    -0.72262801    -0.72262801     0.72262801     0.72262801
    66    -0.78832252    -0.78832252     0.78832252     0.78832252
    67    -0.85969868    -0.85969868     0.85969868     0.85969868
    68    -0.93567768    -0.93567768     0.93567768     0.93567768
    69    -1.01534158    -1.01534158     1.01534158     1.01534158
    70    -1.09790839    -1.09790839     1.09790839     1.09790839
    71    -1.18270537    -1.18270537     1.18270537     1.18270537
    72    -1.26914540    -1.26914540     1.26914540     1.26914540
    73    -1.35670804    -1.35670804     1.35670804     1.35670804
    74    -1.44492487    -1.44492487     1.44492487     1.44492487
    75    -1.53336860    -1.53336860     1.53336860     1.53336860
    76    -1.62164500    -1.62164500     1.62164500     1.62164500
    77    -1.70938708    -1.70938708     1.70938708     1.70938708
    78    -1.79625087    -1.79625087     1.79625087     1.79625087
    79    -1.88191247    -1.88191247     1.88191247     1.88191247
    80    -1.96606591    -1.96606591     1.96606591     1.96606591
    81    -2.04842170    -2.04842170     2.04842170     2.04842170
    82    -2.12870585    -2.12870585     2.12870585     2.12870585
    83    -2.20665916    -2.20665916     2.20665916     2.20665916
    84    -2.28203678    -2.28203678     2.28203678     2.28203678
    85    -2.35460790    -2.35460790     2.35460790     2.35460790
    86    -2.42415553    -2.42415553     2.42415553     2.42415553
    87    -2.49047636    -2.49047636     2.49047636     2.49047636
    88    -2.55338060    -2.55338060     2.55338060     2.55338060
    89    -2.61269191    -2.61269191     2.61269191     2.61269191
    90    -2.66824719    -2.66824719     2.66824719     2.66824719
    91    -2.71989651    -2.71989651     2.71989651     2.71989651
    92    -2.76750293    -2.76750293     2.76750293     2.76750293
    93    -2.81094232    -2.81094232     2.81094232     2.81094232
    94    -2.85010317    -2.85010317     2.85010317     2.85010317
    95    -2.88488644    -2.88488644     2.88488644     2.88488644
    96    -2.91520529    -2.91520529     2.91520529     2.91520529
    97    -2.94098497    -2.94098497     2.94098497     2.94098497
    98    -2.96216254    -2.96216254     2.96216254     2.96216254
    99    -2.97868680    -2.97868680     2.97868680     2.97868680
   100    -2.99051807    -2.99051807     2.99051807     2.99051807
   101    -2.99762811    -2.99762811     2.99762811     2.99762811
   102    -3.00000000    -3.00000000     3.00000000     3.00000000
