# E (eV)   doscond(E)
   -4.945945946    0.480735621
   -4.936936937    0.479693858
   -4.927927928    0.478662078
   -4.918918919    0.477640143
   -4.909909910    0.476627917
   -4.900900901    0.475625271
   -4.891891892    0.474632074
   -4.882882883    0.473648202
   -4.873873874    0.472673532
   -4.864864865    0.471707945
   -4.855855856    0.470751324
   -4.846846847    0.469803553
   -4.837837838    0.468864522
   -4.828828829    0.467934120
   -4.819819820    0.467012239
   -4.810810811    0.466098774
   -4.801801802    0.465193620
   -4.792792793    0.464296677
   -4.783783784    0.463407844
   -4.774774775    0.462527023
   -4.765765766    0.461654116
   -4.756756757    0.460789030
   -4.747747748    0.459931669
   -4.738738739    0.459081942
   -4.729729730    0.458239759
   -4.720720721    0.457405028
   -4.711711712    0.456577661
   -4.702702703    0.455757572
   -4.693693694    0.454944674
   -4.684684685    0.454138882
   -4.675675676    0.453340111
   -4.666666667    0.452548279
   -4.657657658    0.451763302
   -4.648648649    0.450985100
   -4.639639640    0.450213593
   -4.630630631    0.449448699
   -4.621621622    0.448690340
   -4.612612613    0.447938438
   -4.603603604    0.447192915
   -4.594594595    0.446453694
   -4.585585586    0.445720698
   -4.576576577    0.444993853
   -4.567567568    0.444273082
   -4.558558559    0.443558311
   -4.549549550    0.442849466
   -4.540540541    0.442146473
   -4.531531532    0.441449260
   -4.522522523    0.440757753
   -4.513513514    0.440071880
   -4.504504505    0.439391571
   -4.495495495    0.438716753
   -4.486486486    0.438047355
   -4.477477477    0.437383307
   -4.468468468    0.436724540
   -4.459459459    0.436070982
   -4.450450450    0.435422566
   -4.441441441    0.434779222
   -4.432432432    0.434140881
   -4.423423423    0.433507475
   -4.414414414    0.432878937
   -4.405405405    0.432255199
   -4.396396396    0.431636193
   -4.387387387    0.431021854
   -4.378378378    0.430412114
   -4.369369369    0.429806907
   -4.360360360    0.429206168
   -4.351351351    0.428609832
   -4.342342342    0.428017834
   -4.333333333    0.427430108
   -4.324324324    0.426846592
   -4.315315315    0.426267222
   -4.306306306    0.425691933
   -4.297297297    0.425120665
   -4.288288288    0.424553354
   -4.279279279    0.423989940
   -4.270270270    0.423430360
   -4.261261261    0.422874555
   -4.252252252    0.422322465
   -4.243243243    0.421774030
   -4.234234234    0.421229193
   -4.225225225    0.420687896
   -4.216216216    0.420150082
   -4.207207207    0.419615697
   -4.198198198    0.419084684
   -4.189189189    0.418556992
   -4.180180180    0.418032567
   -4.171171171    0.417511360
   -4.162162162    0.416993321
   -4.153153153    0.416478403
   -4.144144144    0.415966560
   -4.135135135    0.415457750
   -4.126126126    0.414951932
   -4.117117117    0.414449068
   -4.108108108    0.413949124
   -4.099099099    0.413452068
   -4.090090090    0.412957875
   -4.081081081    0.412466522
   -4.072072072    0.411977993
   -4.063063063    0.411492278
   -4.054054054    0.411009376
   -4.045045045    0.410529293
   -4.036036036    0.410052048
   -4.027027027    0.409577669
   -4.018018018    0.409106204
   -4.009009009    0.408637715
   -4.000000000    0.408172288
   -3.990990991    0.407710036
   -3.981981982    0.407251106
   -3.972972973    0.406795683
   -3.963963964    0.406344008
   -3.954954955    0.405896385
   -3.945945946    0.405453202
   -3.936936937    0.405014953
   -3.927927928    0.404582276
   -3.918918919    0.404155992
   -3.909909910    0.403737172
   -3.900900901    0.403327228
   -3.891891892    0.402928041
   -3.882882883    0.402542160
   -3.873873874    0.402173091
   -3.864864865    0.401825763
   -3.855855856    0.401507266
   -3.846846847    0.401228085
   -3.837837838    0.401004244
   -3.828828829    0.400861215
   -3.819819820    0.400841487
   -3.810810811    0.401020296
   -3.801801802    0.401541495
   -3.792792793    0.402709633
   -3.783783784    0.405268819
   -3.774774775    0.411483815
   -3.765765766    0.431607815
   -3.756756757    0.619951155
   -3.747747748    0.027044657
   -3.738738739    0.725004844
   -3.729729730    0.433812613
   -3.720720721    0.409843133
   -3.711711712    0.402140412
   -3.702702703    0.398495284
   -3.693693694    0.396356277
   -3.684684685    0.394907153
   -3.675675676    0.393819228
   -3.666666667    0.392938946
   -3.657657658    0.392186619
   -3.648648649    0.391517502
   -3.639639640    0.390904875
   -3.630630631    0.390331973
   -3.621621622    0.389787842
   -3.612612613    0.389265072
   -3.603603604    0.388758507
   -3.594594595    0.388264464
   -3.585585586    0.387780258
   -3.576576577    0.387303892
   -3.567567568    0.386833852
   -3.558558559    0.386368977
   -3.549549550    0.385908365
   -3.540540541    0.385451301
   -3.531531532    0.384997217
   -3.522522523    0.384545657
   -3.513513514    0.384096249
   -3.504504505    0.383648689
   -3.495495495    0.383202726
   -3.486486486    0.382758154
   -3.477477477    0.382314799
   -3.468468468    0.381872517
   -3.459459459    0.381431185
   -3.450450450    0.380990701
   -3.441441441    0.380550980
   -3.432432432    0.380111949
   -3.423423423    0.379673546
   -3.414414414    0.379235715
   -3.405405405    0.378798431
   -3.396396396    0.378361640
   -3.387387387    0.377925321
   -3.378378378    0.377489450
   -3.369369369    0.377054010
   -3.360360360    0.376618987
   -3.351351351    0.376184372
   -3.342342342    0.375750160
   -3.333333333    0.375316349
   -3.324324324    0.374882939
   -3.315315315    0.374449935
   -3.306306306    0.374017344
   -3.297297297    0.373585174
   -3.288288288    0.373153437
   -3.279279279    0.372722146
   -3.270270270    0.372291318
   -3.261261261    0.371860969
   -3.252252252    0.371431120
   -3.243243243    0.371001792
   -3.234234234    0.370573008
   -3.225225225    0.370144792
   -3.216216216    0.369717172
   -3.207207207    0.369290174
   -3.198198198    0.368863828
   -3.189189189    0.368438166
   -3.180180180    0.368013219
   -3.171171171    0.367589021
   -3.162162162    0.367165607
   -3.153153153    0.366743014
   -3.144144144    0.366321279
   -3.135135135    0.365900442
   -3.126126126    0.365480541
   -3.117117117    0.365061620
   -3.108108108    0.364643719
   -3.099099099    0.364226885
   -3.090090090    0.363811160
   -3.081081081    0.363396592
   -3.072072072    0.362983228
   -3.063063063    0.362571116
   -3.054054054    0.362160307
   -3.045045045    0.361750849
   -3.036036036    0.361342797
   -3.027027027    0.360936202
   -3.018018018    0.360531118
   -3.009009009    0.360127601
   -3.000000000    0.359725706
   -2.990990991    0.359325491
   -2.981981982    0.358927014
   -2.972972973    0.358530334
   -2.963963964    0.358135512
   -2.954954955    0.357742609
   -2.945945946    0.357351688
   -2.936936937    0.356962811
   -2.927927928    0.356576044
   -2.918918919    0.356191452
   -2.909909910    0.355809101
   -2.900900901    0.355429060
   -2.891891892    0.355051396
   -2.882882883    0.354676180
   -2.873873874    0.354303482
   -2.864864865    0.353933374
   -2.855855856    0.353565928
   -2.846846847    0.353201220
   -2.837837838    0.352839324
   -2.828828829    0.352480315
   -2.819819820    0.352124272
   -2.810810811    0.351771272
   -2.801801802    0.351421395
   -2.792792793    0.351074721
   -2.783783784    0.350731333
   -2.774774775    0.350391313
   -2.765765766    0.350054745
   -2.756756757    0.349721715
   -2.747747748    0.349392309
   -2.738738739    0.349066615
   -2.729729730    0.348744722
   -2.720720721    0.348426720
   -2.711711712    0.348112702
   -2.702702703    0.347802760
   -2.693693694    0.347496989
   -2.684684685    0.347195486
   -2.675675676    0.346898346
   -2.666666667    0.346605670
   -2.657657658    0.346317558
   -2.648648649    0.346034112
   -2.639639640    0.345755435
   -2.630630631    0.345481634
   -2.621621622    0.345212815
   -2.612612613    0.344949088
   -2.603603604    0.344690562
   -2.594594595    0.344437352
   -2.585585586    0.344189571
   -2.576576577    0.343947337
   -2.567567568    0.343710768
   -2.558558559    0.343479985
   -2.549549550    0.343255111
   -2.540540541    0.343036272
   -2.531531532    0.342823597
   -2.522522523    0.342617215
   -2.513513514    0.342417259
   -2.504504505    0.342223866
   -2.495495495    0.342037173
   -2.486486486    0.341857322
   -2.477477477    0.341684458
   -2.468468468    0.341518727
   -2.459459459    0.341360281
   -2.450450450    0.341209274
   -2.441441441    0.341065862
   -2.432432432    0.340930208
   -2.423423423    0.340802475
   -2.414414414    0.340682833
   -2.405405405    0.340571455
   -2.396396396    0.340468516
   -2.387387387    0.340374200
   -2.378378378    0.340288691
   -2.369369369    0.340212181
   -2.360360360    0.340144866
   -2.351351351    0.340086945
   -2.342342342    0.340038626
   -2.333333333    0.340000120
   -2.324324324    0.339971645
   -2.315315315    0.339953425
   -2.306306306    0.339945691
   -2.297297297    0.339948679
   -2.288288288    0.339962633
   -2.279279279    0.339987805
   -2.270270270    0.340024453
   -2.261261261    0.340072845
   -2.252252252    0.340133254
   -2.243243243    0.340205966
   -2.234234234    0.340291273
   -2.225225225    0.340389477
   -2.216216216    0.340500891
   -2.207207207    0.340625838
   -2.198198198    0.340764651
   -2.189189189    0.340917676
   -2.180180180    0.341085271
   -2.171171171    0.341267804
   -2.162162162    0.341465661
   -2.153153153    0.341679237
   -2.144144144    0.341908945
   -2.135135135    0.342155211
   -2.126126126    0.342418480
   -2.117117117    0.342699211
   -2.108108108    0.342997883
   -2.099099099    0.343314992
   -2.090090090    0.343651057
   -2.081081081    0.344006614
   -2.072072072    0.344382225
   -2.063063063    0.344778471
   -2.054054054    0.345195961
   -2.045045045    0.345635329
   -2.036036036    0.346097235
   -2.027027027    0.346582371
   -2.018018018    0.347091457
   -2.009009009    0.347625247
   -2.000000000    0.348184529
   -1.990990991    0.348770127
   -1.981981982    0.349382906
   -1.972972973    0.350023768
   -1.963963964    0.350693664
   -1.954954955    0.351393587
   -1.945945946    0.352124584
   -1.936936937    0.352887749
   -1.927927928    0.353684239
   -1.918918919    0.354515266
   -1.909909910    0.355382107
   -1.900900901    0.356286111
   -1.891891892    0.357228696
   -1.882882883    0.358211361
   -1.873873874    0.359235689
   -1.864864865    0.360303353
   -1.855855856    0.361416123
   -1.846846847    0.362575874
   -1.837837838    0.363784593
   -1.828828829    0.365044390
   -1.819819820    0.366357504
   -1.810810811    0.367726316
   -1.801801802    0.369153360
   -1.792792793    0.370641338
   -1.783783784    0.372193128
   -1.774774775    0.373811808
   -1.765765766    0.375500667
   -1.756756757    0.377263227
   -1.747747748    0.379103262
   -1.738738739    0.381024825
   -1.729729730    0.383032273
   -1.720720721    0.385130296
   -1.711711712    0.387323951
   -1.702702703    0.389618701
   -1.693693694    0.392020453
   -1.684684685    0.394535611
   -1.675675676    0.397171127
   -1.666666667    0.399934561
   -1.657657658    0.402834157
   -1.648648649    0.405878914
   -1.639639640    0.409078688
   -1.630630631    0.412444290
   -1.621621622    0.415987612
   -1.612612613    0.419721768
   -1.603603604    0.423661259
   -1.594594595    0.427822167
   -1.585585586    0.432222379
   -1.576576577    0.436881862
   -1.567567568    0.441822972
   -1.558558559    0.447070842
   -1.549549550    0.452653833
   -1.540540541    0.458604088
   -1.531531532    0.464958197
   -1.522522523    0.471758024
   -1.513513514    0.479051714
   -1.504504505    0.486894958
   -1.495495495    0.495352573
   -1.486486486    0.504500510
   -1.477477477    0.514428434
   -1.468468468    0.525243061
   -1.459459459    0.537072549
   -1.450450450    0.550072356
   -1.441441441    0.564433167
   -1.432432432    0.580391835
   -1.423423423    0.598246764
   -1.414414414    0.618380061
   -1.405405405    0.641290256
   -1.396396396    0.667642126
   -1.387387387    0.698345287
   -1.378378378    0.734683492
   -1.369369369    0.778538404
   -1.360360360    0.832801969
   -1.351351351    0.902199305
   -1.342342342    0.995112456
   -1.333333333    1.128256000
   -1.324324324    1.341602399
   -1.315315315    1.768279453
   -1.306306306    3.554618630
   -1.297297297    0.098699779
   -1.288288288    0.026153515
   -1.279279279    0.013296628
   -1.270270270    0.008479956
   -1.261261261    0.006080353
   -1.252252252    0.004685467
   -1.243243243    0.003791785
   -1.234234234    0.003179566
   -1.225225225    0.002739181
   -1.216216216    0.002410446
   -1.207207207    0.002157849
   -1.198198198    0.001959222
   -1.189189189    0.001800085
   -1.180180180    0.001670619
   -1.171171171    0.001563958
   -1.162162162    0.001475168
   -1.153153153    0.001400625
   -1.144144144    0.001337615
   -1.135135135    0.001284066
   -1.126126126    0.001238377
   -1.117117117    0.001199290
   -1.108108108    0.001165807
   -1.099099099    0.001137129
   -1.090090090    0.001112608
   -1.081081081    0.001091714
   -1.072072072    0.001074014
   -1.063063063    0.001059146
   -1.054054054    0.001046813
   -1.045045045    0.001036764
   -1.036036036    0.001028789
   -1.027027027    0.001022712
   -1.018018018    0.001018387
   -1.009009009    0.001015687
   -1.000000000    0.001014509
   -0.990990991    0.001014765
   -0.981981982    0.001016383
   -0.972972973    0.001019304
   -0.963963964    0.001023479
   -0.954954955    0.001028871
   -0.945945946    0.001035451
   -0.936936937    0.001043199
   -0.927927928    0.001052102
   -0.918918919    0.001062154
   -0.909909910    0.001073356
   -0.900900901    0.001085718
   -0.891891892    0.001099252
   -0.882882883    0.001113980
   -0.873873874    0.001129928
   -0.864864865    0.001147129
   -0.855855856    0.001165623
   -0.846846847    0.001185457
   -0.837837838    0.001206683
   -0.828828829    0.001229363
   -0.819819820    0.001253566
   -0.810810811    0.001279369
   -0.801801802    0.001306860
   -0.792792793    0.001336135
   -0.783783784    0.001367302
   -0.774774775    0.001400482
   -0.765765766    0.001435809
   -0.756756757    0.001473431
   -0.747747748    0.001513515
   -0.738738739    0.001556245
   -0.729729730    0.001601828
   -0.720720721    0.001650494
   -0.711711712    0.001702500
   -0.702702703    0.001758135
   -0.693693694    0.001817723
   -0.684684685    0.001881630
   -0.675675676    0.001950269
   -0.666666667    0.002024106
   -0.657657658    0.002103673
   -0.648648649    0.002189575
   -0.639639640    0.002282505
   -0.630630631    0.002383257
   -0.621621622    0.002492750
   -0.612612613    0.002612047
   -0.603603604    0.002742386
   -0.594594595    0.002885217
   -0.585585586    0.003042245
   -0.576576577    0.003215490
   -0.567567568    0.003407362
   -0.558558559    0.003620750
   -0.549549550    0.003859152
   -0.540540541    0.004126838
   -0.531531532    0.004429061
   -0.522522523    0.004772360
   -0.513513514    0.005164957
   -0.504504505    0.005617328
   -0.495495495    0.006143000
   -0.486486486    0.006759716
   -0.477477477    0.007491164
   -0.468468468    0.008369612
   -0.459459459    0.009440042
   -0.450450450    0.010766874
   -0.441441441    0.012445355
   -0.432432432    0.014621791
   -0.423423423    0.017531655
   -0.414414414    0.021576787
   -0.405405405    0.027496831
   -0.396396396    0.036799744
   -0.387387387    0.053046471
   -0.378378378    0.086858216
   -0.369369369    0.187971683
   -0.360360360    1.580320564
   -0.351351351    9.346197287
   -0.342342342   12.520108989
   -0.333333333    9.023891522
   -0.324324324    7.482752858
   -0.315315315    6.551692258
   -0.306306306    5.908546872
   -0.297297297    5.428709787
   -0.288288288    5.052058219
   -0.279279279    4.745466752
   -0.270270270    4.488971386
   -0.261261261    4.269731267
   -0.252252252    4.079068471
   -0.243243243    3.910886014
   -0.234234234    3.760763908
   -0.225225225    3.625414175
   -0.216216216    3.502337505
   -0.207207207    3.389598819
   -0.198198198    3.285675904
   -0.189189189    3.189354538
   -0.180180180    3.099654125
   -0.171171171    3.015773872
   -0.162162162    2.937053142
   -0.153153153    2.862941788
   -0.144144144    2.792977644
   -0.135135135    2.726769244
   -0.126126126    2.663982414
   -0.117117117    2.604329762
   -0.108108108    2.547562385
   -0.099099099    2.493463264
   -0.090090090    2.441841984
   -0.081081081    2.392530479
   -0.072072072    2.345379590
   -0.063063063    2.300256274
   -0.054054054    2.257041330
   -0.045045045    2.215627544
   -0.036036036    2.175918179
   -0.027027027    2.137825740
   -0.018018018    2.101270977
   -0.009009009    2.066182088
    0.000000000    2.032494091
    0.009009009    2.000148348
    0.018018018    1.969092229
    0.027027027    1.939278915
    0.036036036    1.910667334
    0.045045045    1.883222247
    0.054054054    1.856914492
    0.063063063    1.831721440
    0.072072072    1.807627682
    0.081081081    1.784626039
    0.090090090    1.762718992
    0.099099099    1.741920683
    0.108108108    1.722259719
    0.117117117    1.703783120
    0.126126126    1.686561937
    0.135135135    1.670699385
    0.144144144    1.656342815
    0.153153153    1.643701775
    0.162162162    1.633075989
    0.171171171    1.624900169
    0.180180180    1.619818596
    0.189189189    1.618815266
    0.198198198    1.623454636
    0.207207207    1.636361151
    0.216216216    1.662272215
    0.225225225    1.710685808
    0.234234234    1.804027074
    0.243243243    2.013649484
    0.252252252    2.860927851
    0.261261261    1.236873644
    0.270270270    0.603005781
    0.279279279    0.039887751
    0.288288288    0.022815096
    0.297297297    0.018255638
    0.306306306    0.017583210
    0.315315315    0.020246618
    0.324324324    0.031186728
    0.333333333    0.154272523
    0.342342342    1.253370333
    0.351351351    1.162338638
    0.360360360    2.138965546
    0.369369369    1.719251340
    0.378378378    1.557576687
    0.387387387    1.467415398
    0.396396396    1.408472467
    0.405405405    1.366155218
    0.414414414    1.333786052
    0.423423423    1.307855883
    0.432432432    1.286341069
    0.441441441    1.267993143
    0.450450450    1.252001048
    0.459459459    1.237815785
    0.468468468    1.225053006
    0.477477477    1.213435921
    0.486486486    1.202760322
    0.495495495    1.192872346
    0.504504505    1.183653902
    0.513513514    1.175012845
    0.522522523    1.166876200
    0.531531532    1.159185398
    0.540540541    1.151892846
    0.549549550    1.144959435
    0.558558559    1.138352695
    0.567567568    1.132045406
    0.576576577    1.126014545
    0.585585586    1.120240482
    0.594594595    1.114706347
    0.603603604    1.109397542
    0.612612613    1.104301349
    0.621621622    1.099406623
    0.630630631    1.094703540
    0.639639640    1.090183398
    0.648648649    1.085838449
    0.657657658    1.081661766
    0.666666667    1.077647135
    0.675675676    1.073788957
    0.684684685    1.070082174
    0.693693694    1.066522206
    0.702702703    1.063104892
    0.711711712    1.059826451
    0.720720721    1.056683438
    0.729729730    1.053672711
    0.738738739    1.050791408
    0.747747748    1.048036918
    0.756756757    1.045406863
    0.765765766    1.042899080
    0.774774775    1.040511609
    0.783783784    1.038242678
    0.792792793    1.036090696
    0.801801802    1.034054243
    0.810810811    1.032132066
    0.819819820    1.030323075
    0.828828829    1.028626344
    0.837837838    1.027041105
    0.846846847    1.025566762
    0.855855856    1.024202887
    0.864864865    1.022949238
    0.873873874    1.021805772
    0.882882883    1.020772667
    0.891891892    1.019850348
    0.900900901    1.019039538
    0.909909910    1.018341305
    0.918918919    1.017757149
    0.927927928    1.017289116
    0.936936937    1.016939958
    0.945945946    1.016713376
    0.954954955    1.016614379
    0.963963964    1.016649837
    0.972972973    1.016829363
    0.981981982    1.017166752
    0.990990991    1.017682475
    1.000000000    1.018408157
    1.009009009    1.019395195
    1.018018018    1.020732616
    1.027027027    1.022587851
    1.036036036    1.025312702
    1.045045045    1.029773496
    1.054054054    1.038710941
    1.063063063    1.066087694
    1.072072072    1.485237541
    1.081081081    3.708982631
    1.090090090    2.797156260
    1.099099099    2.454306012
    1.108108108    2.263714890
    1.117117117    2.139571969
    1.126126126    2.051377623
    1.135135135    1.985216848
    1.144144144    1.933723879
    1.153153153    1.892590695
    1.162162162    1.859109772
    1.171171171    1.831484355
    1.180180180    1.808470244
    1.189189189    1.789175933
    1.198198198    1.772944529
    1.207207207    1.759280671
    1.216216216    1.747803491
    1.225225225    1.738215333
    1.234234234    1.730280349
    1.243243243    1.723809502
    1.252252252    1.718649818
    1.261261261    1.714676552
    1.270270270    1.711787378
    1.279279279    1.709898008
    1.288288288    1.708938868
    1.297297297    1.708852523
    1.306306306    1.709591685
    1.315315315    1.711117644
    1.324324324    1.713399038
    1.333333333    1.716410869
    1.342342342    1.720133737
    1.351351351    1.724553219
    1.360360360    1.729659393
    1.369369369    1.735446455
    1.378378378    1.741912441
    1.387387387    1.749059015
    1.396396396    1.756891324
    1.405405405    1.765417919
    1.414414414    1.774650725
    1.423423423    1.784605063
    1.432432432    1.795299726
    1.441441441    1.806757103
    1.450450450    1.819003354
    1.459459459    1.832068643
    1.468468468    1.845987433
    1.477477477    1.860798846
    1.486486486    1.876547101
    1.495495495    1.893282042
    1.504504505    1.911059769
    1.513513514    1.929943387
    1.522522523    1.950003914
    1.531531532    1.971321353
    1.540540541    1.993985991
    1.549549550    2.018099957
    1.558558559    2.043779116
    1.567567568    2.071155377
    1.576576577    2.100379528
    1.585585586    2.131624738
    1.594594595    2.165090941
    1.603603604    2.201010342
    1.612612613    2.239654442
    1.621621622    2.281343079
    1.630630631    2.326456222
    1.639639640    2.375449583
    1.648648649    2.428875592
    1.657657658    2.487412149
    1.666666667    2.551902605
    1.675675676    2.623413032
    1.684684685    2.703315916
    1.693693694    2.793416415
    1.702702703    2.896149380
    1.711711712    3.014899431
    1.720720721    3.154546772
    1.729729730    3.322454679
    1.738738739    3.530394139
    1.747747748    3.798677065
    1.756756757    4.166297207
    1.765765766    4.721280547
    1.774774775    5.729032191
    1.783783784    8.992390622
    1.792792793    5.646994776
    1.801801802   62.968413612
    1.810810811    4.925638767
    1.819819820   27.800385946
    1.828828829   52.720777959
    1.837837838   20.724244077
    1.846846847   46.417898258
    1.855855856   23.711529399
    1.864864865   20.100105402
    1.873873874   34.633678697
    1.882882883   27.773736593
    1.891891892   36.132581588
    1.900900901   34.645018630
    1.909909910   58.971364811
    1.918918919   11.101317205
    1.927927928   24.247574196
    1.936936937   13.738090417
    1.945945946    1.510998033
    1.954954955    0.311778946
    1.963963964    0.174403378
    1.972972973    0.119650497
    1.981981982    0.089850264
    1.990990991    0.071073890
    2.000000000    0.058182404
