-0.50000 -1.28249e+02 -8.09062e+00 -1.27561e+01 -2.46928e+00 -1.08942e+02 -1.05334e+01 -1.26132e+01  2.82101e+00 -4.03132e+02
-0.49900 -1.26715e+02 -8.24049e+00 -1.29516e+01 -2.67779e+00 -1.07355e+02 -1.00611e+01 -9.17215e+00  5.67331e-01 -4.04659e+02
-0.49800 -1.25152e+02 -8.39238e+00 -1.31550e+01 -2.88556e+00 -1.05792e+02 -9.59178e+00 -5.79965e+00 -1.56426e+00 -4.05911e+02
-0.49700 -1.23576e+02 -8.54099e+00 -1.33619e+01 -3.08698e+00 -1.04261e+02 -9.13395e+00 -2.54904e+00 -3.54380e+00 -4.06854e+02
-0.49600 -1.22002e+02 -8.68202e+00 -1.35696e+01 -3.27762e+00 -1.02771e+02 -8.69381e+00  5.35158e-01 -5.34956e+00 -4.07470e+02
-0.49500 -1.20440e+02 -8.81231e+00 -1.37762e+01 -3.45425e+00 -1.01324e+02 -8.27540e+00  3.41782e+00 -6.96785e+00 -4.07753e+02
-0.49400 -1.18901e+02 -8.92970e+00 -1.39810e+01 -3.61479e+00 -9.99228e+01 -7.88069e+00  6.07319e+00 -8.39244e+00 -4.07711e+02
-0.49300 -1.17392e+02 -9.03297e+00 -1.41845e+01 -3.75816e+00 -9.85672e+01 -7.50993e+00  8.48445e+00 -9.62366e+00 -4.07361e+02
-0.49200 -1.15918e+02 -9.12170e+00 -1.43876e+01 -3.88414e+00 -9.72554e+01 -7.16202e+00  1.06429e+01 -1.06672e+01 -4.06731e+02
-0.49100 -1.14482e+02 -9.19605e+00 -1.45917e+01 -3.99317e+00 -9.59844e+01 -6.83491e+00  1.25470e+01 -1.15330e+01 -4.05850e+02
-0.49000 -1.13087e+02 -9.25661e+00 -1.47982e+01 -4.08612e+00 -9.47502e+01 -6.52600e+00  1.42011e+01 -1.22338e+01 -4.04752e+02
-0.48900 -1.11731e+02 -9.30424e+00 -1.50087e+01 -4.16418e+00 -9.35485e+01 -6.23251e+00  1.56144e+01 -1.27844e+01 -4.03472e+02
-0.48800 -1.10413e+02 -9.33994e+00 -1.52244e+01 -4.22865e+00 -9.23744e+01 -5.95170e+00  1.67995e+01 -1.32003e+01 -4.02041e+02
-0.48700 -1.09131e+02 -9.36472e+00 -1.54459e+01 -4.28084e+00 -9.12232e+01 -5.68109e+00  1.77717e+01 -1.34972e+01 -4.00493e+02
-0.48600 -1.07882e+02 -9.37955e+00 -1.56737e+01 -4.32202e+00 -9.00905e+01 -5.41858e+00  1.85477e+01 -1.36902e+01 -3.98853e+02
-0.48500 -1.06663e+02 -9.38528e+00 -1.59078e+01 -4.35333e+00 -8.89721e+01 -5.16248e+00  1.91451e+01 -1.37936e+01 -3.97147e+02
-0.48400 -1.05469e+02 -9.38266e+00 -1.61475e+01 -4.37575e+00 -8.78641e+01 -4.91153e+00  1.95814e+01 -1.38204e+01 -3.95395e+02
-0.48300 -1.04296e+02 -9.37227e+00 -1.63921e+01 -4.39011e+00 -8.67633e+01 -4.66484e+00  1.98738e+01 -1.37821e+01 -3.93613e+02
-0.48200 -1.03142e+02 -9.35459e+00 -1.66404e+01 -4.39711e+00 -8.56666e+01 -4.42185e+00  2.00387e+01 -1.36890e+01 -3.91815e+02
-0.48100 -1.02001e+02 -9.32998e+00 -1.68910e+01 -4.39729e+00 -8.45716e+01 -4.18228e+00  2.00915e+01 -1.35500e+01 -3.90011e+02
-0.48000 -1.00871e+02 -9.29869e+00 -1.71426e+01 -4.39108e+00 -8.34763e+01 -3.94602e+00  2.00461e+01 -1.33726e+01 -3.88209e+02
-0.47900 -9.97489e+01 -9.26092e+00 -1.73936e+01 -4.37881e+00 -8.23790e+01 -3.71311e+00  1.99153e+01 -1.31634e+01 -3.86414e+02
-0.47800 -9.86314e+01 -9.21678e+00 -1.76425e+01 -4.36074e+00 -8.12782e+01 -3.48367e+00  1.97104e+01 -1.29276e+01 -3.84630e+02
-0.47700 -9.75163e+01 -9.16636e+00 -1.78878e+01 -4.33706e+00 -8.01731e+01 -3.25789e+00  1.94416e+01 -1.26698e+01 -3.82860e+02
-0.47600 -9.64017e+01 -9.10972e+00 -1.81283e+01 -4.30792e+00 -7.90627e+01 -3.03596e+00  1.91175e+01 -1.23936e+01 -3.81104e+02
-0.47500 -9.52858e+01 -9.04691e+00 -1.83627e+01 -4.27343e+00 -7.79467e+01 -2.81808e+00  1.87459e+01 -1.21022e+01 -3.79364e+02
-0.47400 -9.41675e+01 -8.97797e+00 -1.85898e+01 -4.23367e+00 -7.68246e+01 -2.60444e+00  1.83332e+01 -1.17979e+01 -3.77640e+02
-0.47300 -9.30456e+01 -8.90295e+00 -1.88088e+01 -4.18871e+00 -7.56963e+01 -2.39522e+00  1.78850e+01 -1.14829e+01 -3.75930e+02
-0.47200 -9.19196e+01 -8.82188e+00 -1.90187e+01 -4.13861e+00 -7.45619e+01 -2.19056e+00  1.74062e+01 -1.11589e+01 -3.74236e+02
-0.47100 -9.07890e+01 -8.73484e+00 -1.92191e+01 -4.08343e+00 -7.34215e+01 -1.99061e+00  1.69006e+01 -1.08273e+01 -3.72555e+02
-0.47000 -8.96537e+01 -8.64189e+00 -1.94092e+01 -4.02320e+00 -7.22754e+01 -1.79547e+00  1.63718e+01 -1.04891e+01 -3.70888e+02
-0.46900 -8.85136e+01 -8.54312e+00 -1.95886e+01 -3.95798e+00 -7.11240e+01 -1.60526e+00  1.58227e+01 -1.01453e+01 -3.69234e+02
-0.46800 -8.73691e+01 -8.43863e+00 -1.97570e+01 -3.88781e+00 -6.99677e+01 -1.42005e+00  1.52556e+01 -9.79678e+00 -3.67591e+02
-0.46700 -8.62206e+01 -8.32855e+00 -1.99142e+01 -3.81274e+00 -6.88072e+01 -1.23992e+00  1.46729e+01 -9.44418e+00 -3.65959e+02
-0.46600 -8.50686e+01 -8.21298e+00 -2.00599e+01 -3.73281e+00 -6.76431e+01 -1.06493e+00  1.40762e+01 -9.08809e+00 -3.64337e+02
-0.46500 -8.39137e+01 -8.09209e+00 -2.01941e+01 -3.64808e+00 -6.64760e+01 -8.95146e-01  1.34673e+01 -8.72904e+00 -3.62724e+02
-0.46400 -8.27568e+01 -7.96601e+00 -2.03167e+01 -3.55860e+00 -6.53068e+01 -7.30610e-01  1.28477e+01 -8.36749e+00 -3.61120e+02
-0.46300 -8.15988e+01 -7.83491e+00 -2.04277e+01 -3.46443e+00 -6.41362e+01 -5.71370e-01  1.22186e+01 -8.00386e+00 -3.59523e+02
