-2.00000 1.40758e+00 1.41926e+00 1.41927e+00 -4.12161e-02 -4.12594e-02 2.22675e-02 
-1.99200 1.48593e+00 1.50064e+00 1.50066e+00 -3.48596e-02 -3.49162e-02 2.49618e-02 
-1.98400 1.55787e+00 1.57484e+00 1.57487e+00 -2.68613e-02 -2.69236e-02 2.76316e-02 
-1.97600 1.62056e+00 1.63825e+00 1.63828e+00 -1.84276e-02 -1.84900e-02 2.98116e-02 
-1.96800 1.67227e+00 1.68865e+00 1.68868e+00 -1.08358e-02 -1.08957e-02 3.14078e-02 
-1.96000 1.71275e+00 1.72568e+00 1.72570e+00 -4.95687e-03 -5.01406e-03 3.27190e-02 
-1.95200 1.74270e+00 1.75029e+00 1.75031e+00 -9.18853e-04 -9.74434e-04 3.41752e-02 
-1.94400 1.76263e+00 1.76357e+00 1.76358e+00 1.91114e-03 1.85554e-03 3.58897e-02 
-1.93600 1.77183e+00 1.76564e+00 1.76565e+00 4.60723e-03 4.55018e-03 3.72967e-02 
-1.92800 1.76815e+00 1.75518e+00 1.75519e+00 8.17903e-03 8.11966e-03 3.71593e-02 
-1.92000 1.74857e+00 1.72980e+00 1.72983e+00 1.31126e-02 1.30507e-02 3.40545e-02 
-1.91200 1.71024e+00 1.68708e+00 1.68711e+00 1.91516e-02 1.90876e-02 2.71308e-02 
-1.90400 1.65156e+00 1.62565e+00 1.62569e+00 2.53882e-02 2.53229e-02 1.67017e-02 
-1.89600 1.57299e+00 1.54626e+00 1.54629e+00 3.05964e-02 3.05308e-02 4.28872e-03 
-1.88800 1.47755e+00 1.45229e+00 1.45232e+00 3.36525e-02 3.35875e-02 -7.93424e-03 
-1.88000 1.37099e+00 1.34978e+00 1.34981e+00 3.38714e-02 3.38079e-02 -1.79543e-02 
-1.87200 1.26120e+00 1.24654e+00 1.24656e+00 3.11518e-02 3.10901e-02 -2.45283e-02 
-1.86400 1.15705e+00 1.15075e+00 1.15075e+00 2.59224e-02 2.58626e-02 -2.73365e-02 
-1.85600 1.06678e+00 1.06938e+00 1.06937e+00 1.89754e-02 1.89173e-02 -2.67610e-02 
-1.84800 9.96444e-01 1.00701e+00 1.00698e+00 1.12937e-02 1.12368e-02 -2.35552e-02 
-1.84000 9.48884e-01 9.65253e-01 9.65208e-01 3.92248e-03 3.86664e-03 -1.86141e-02 
-1.83200 9.23445e-01 9.42834e-01 9.42770e-01 -2.13817e-03 -2.19274e-03 -1.28953e-02 
-1.82400 9.16431e-01 9.36113e-01 9.36030e-01 -6.06844e-03 -6.12071e-03 -7.40646e-03 
-1.81600 9.22134e-01 9.39961e-01 9.39861e-01 -7.38830e-03 -7.43617e-03 -3.14804e-03 
-1.80800 9.34120e-01 9.48755e-01 9.48646e-01 -6.07653e-03 -6.11685e-03 -9.41827e-04 
-1.80000 9.46405e-01 9.57321e-01 9.57214e-01 -2.57105e-03 -2.59994e-03 -1.17471e-03 
-1.79200 9.54160e-01 9.61544e-01 9.61451e-01 2.37190e-03 2.35820e-03 -3.59006e-03 
-1.78400 9.53853e-01 9.58499e-01 9.58433e-01 7.89570e-03 7.89966e-03 -7.29453e-03 
-1.77600 9.43017e-01 9.46192e-01 9.46160e-01 1.32321e-02 1.32538e-02 -1.10405e-02 
-1.76800 9.20053e-01 9.23268e-01 9.23272e-01 1.77928e-02 1.78296e-02 -1.36575e-02 
-1.76000 8.84341e-01 8.89038e-01 8.89072e-01 2.11762e-02 2.12233e-02 -1.44070e-02 
-1.75200 8.36616e-01 8.43844e-01 8.43900e-01 2.31425e-02 2.31940e-02 -1.31078e-02 
-1.74400 7.79293e-01 7.89495e-01 7.89562e-01 2.35968e-02 2.36473e-02 -1.00346e-02 
-1.73600 7.16433e-01 7.29375e-01 7.29444e-01 2.25801e-02 2.26255e-02 -5.70767e-03 
-1.72800 6.53270e-01 6.68086e-01 6.68151e-01 2.02527e-02 2.02904e-02 -6.96223e-04 
-1.72000 5.95424e-01 6.10724e-01 6.10782e-01 1.68658e-02 1.68948e-02 4.50093e-03 
-1.71200 5.48032e-01 5.62075e-01 5.62125e-01 1.27284e-02 1.27485e-02 9.50576e-03 
-1.70400 5.15040e-01 5.26011e-01 5.26053e-01 8.17358e-03 8.18552e-03 1.40739e-02 
-1.69600 4.98811e-01 5.05195e-01 5.05230e-01 3.52612e-03 3.53099e-03 1.80882e-02 
-1.68800 5.00086e-01 5.01065e-01 5.01094e-01 -9.33333e-04 -9.34195e-04 2.15301e-02 
-1.68000 5.18241e-01 5.13956e-01 5.13981e-01 -4.99947e-03 -5.00465e-03 2.44297e-02 
-1.67200 5.51647e-01 5.43207e-01 5.43227e-01 -8.55508e-03 -8.56318e-03 2.68021e-02 
-1.66400 5.97913e-01 5.87123e-01 5.87139e-01 -1.15501e-02 -1.15597e-02 2.85894e-02 
-1.65600 6.53854e-01 6.42768e-01 6.42780e-01 -1.39492e-02 -1.39591e-02 2.96227e-02 
-1.64800 7.15251e-01 7.05703e-01 7.05711e-01 -1.56792e-02 -1.56880e-02 2.96307e-02 
-1.64000 7.76700e-01 7.69980e-01 7.69984e-01 -1.66188e-02 -1.66250e-02 2.83286e-02 
-1.63200 8.31961e-01 8.28704e-01 8.28706e-01 -1.66515e-02 -1.66538e-02 2.56051e-02 
-1.62400 8.74992e-01 8.75292e-01 8.75293e-01 -1.57558e-02 -1.57531e-02 2.17543e-02 
-1.61600 9.01443e-01 9.05094e-01 9.05096e-01 -1.40701e-02 -1.40623e-02 1.76081e-02 
-1.60800 9.10020e-01 9.16794e-01 9.16798e-01 -1.18889e-02 -1.18767e-02 1.44131e-02 
-1.60000 9.03089e-01 9.12944e-01 9.12949e-01 -9.58524e-03 -9.57009e-03 1.34365e-02 
-1.59200 8.86185e-01 8.99381e-01 8.99387e-01 -7.50116e-03 -7.48475e-03 1.54854e-02 
-1.58400 8.66579e-01 8.83690e-01 8.83696e-01 -5.85090e-03 -5.83477e-03 2.06088e-02 
-1.57600 8.51411e-01 8.73229e-01 8.73234e-01 -4.67329e-03 -4.65859e-03 2.81113e-02 
-1.56800 8.46009e-01 8.73324e-01 8.73326e-01 -3.85633e-03 -3.84368e-03 3.67933e-02 
-1.56000 8.52889e-01 8.86181e-01 8.86178e-01 -3.23930e-03 -3.22888e-03 4.52444e-02 
-1.55200 8.71692e-01 9.10778e-01 9.10771e-01 -2.76251e-03 -2.75409e-03 5.20982e-02 
-1.54400 8.99905e-01 9.43696e-01 9.43686e-01 -2.58992e-03 -2.58298e-03 5.62703e-02 
-1.53600 9.33974e-01 9.80427e-01 9.80417e-01 -3.11429e-03 -3.10799e-03 5.72120e-02 
-1.52800 9.70235e-01 1.01659e+00 1.01659e+00 -4.80132e-03 -4.79465e-03 5.51096e-02 
-1.52000 1.00534e+00 1.04863e+00 1.04863e+00 -7.93259e-03 -7.92456e-03 5.08814e-02 
-1.51200 1.03626e+00 1.07390e+00 1.07391e+00 -1.23952e-02 -1.23852e-02 4.58756e-02 
-1.50400 1.06017e+00 1.09056e+00 1.09058e+00 -1.76572e-02 -1.76454e-02 4.13471e-02 
-1.49600 1.07465e+00 1.09744e+00 1.09747e+00 -2.29521e-02 -2.29394e-02 3.79548e-02 
-1.48800 1.07806e+00 1.09407e+00 1.09409e+00 -2.75646e-02 -2.75524e-02 3.55462e-02 
-1.48000 1.07001e+00 1.08075e+00 1.08076e+00 -3.10634e-02 -3.10530e-02 3.33514e-02 
-1.47200 1.05152e+00 1.05862e+00 1.05863e+00 -3.33870e-02 -3.33791e-02 3.04827e-02 
-1.46400 1.02490e+00 1.02967e+00 1.02966e+00 -3.47871e-02 -3.47818e-02 2.64737e-02 
-1.45600 9.93396e-01 9.96671e-01 9.96645e-01 -3.56885e-02 -3.56849e-02 2.15841e-02 
-1.44800 9.60823e-01 9.63061e-01 9.63019e-01 -3.65227e-02 -3.65191e-02 1.67391e-02 
-1.44000 9.31161e-01 9.32649e-01 9.32594e-01 -3.75772e-02 -3.75718e-02 1.31666e-02 
-1.43200 9.08209e-01 9.09188e-01 9.09125e-01 -3.88976e-02 -3.88887e-02 1.19168e-02 
