     0   -11.32750127    -0.00000000    -0.00000000    -0.00000000     2.11981728     2.50359344     2.50359344     2.50359344     6.21420711     6.21420711     6.21420711     6.21420711     6.21420711     6.21420711     6.21420711     6.21420711     6.21420711     6.21420711
     1   -11.32745108    -0.00042438    -0.00034394    -0.00000503     2.12025217     2.50346236     2.50374298     2.50389621     6.21402187     6.21405453     6.21412526     6.21414334     6.21419843     6.21421034     6.21424477     6.21427538     6.21434945     6.21438094
     2   -11.32730062    -0.00169475    -0.00103689    -0.00036014     2.12155544     2.50306952     2.50434474     2.50465087     6.21381767     6.21389194     6.21401303     6.21406613     6.21418375     6.21420785     6.21425962     6.21433637     6.21447979     6.21454880
     3   -11.32705017    -0.00380844    -0.00207657    -0.00106541     2.12372292     2.50241604     2.50539807     2.50585640     6.21358377     6.21371589     6.21386885     6.21398389     6.21416117     6.21419918     6.21426082     6.21439098     6.21459674     6.21471413
     4   -11.32670024    -0.00675954    -0.00346120    -0.00212050     2.12674774     2.50150381     2.50690182     2.50751124     6.21330543     6.21352078     6.21370966     6.21389729     6.21412789     6.21418493     6.21425598     6.21443927     6.21469987     6.21487875
     5   -11.32625149    -0.01054009    -0.00518841    -0.00352459     2.13062037     2.50033543     2.50885437     2.50961326     6.21296839     6.21330591     6.21355114     6.21380647     6.21408205     6.21416686     6.21424902     6.21448106     6.21478951     6.21504354
     6   -11.32570478    -0.01514004    -0.00725543    -0.00527645     2.13532880     2.49891418     2.51125360     2.51215979     6.21256579     6.21307602     6.21339843     6.21371167     6.21402402     6.21414638     6.21424110     6.21451615     6.21486645     6.21520886
     7   -11.32506114    -0.02054738    -0.00965904    -0.00737437     2.14085862     2.49724400     2.51409701     2.51514758     6.21209829     6.21283539     6.21325133     6.21361313     6.21395559     6.21412415     6.21423236     6.21454428     6.21493181     6.21537482
     8   -11.32432174    -0.02674828    -0.01239569    -0.00981626     2.14719322     2.49532939     2.51738164     2.51857292     6.21157011     6.21258665     6.21310901     6.21351109     6.21387896     6.21410051     6.21422280     6.21456520     6.21498694     6.21554138
     9   -11.32348792    -0.03372729    -0.01546143    -0.01259957     2.15431397     2.49317543     2.52110417     2.52243160     6.21098683     6.21233171     6.21297103     6.21340573     6.21379645     6.21407572     6.21421247     6.21457873     6.21503331     6.21570839
    10   -11.32256112    -0.04146745    -0.01885201    -0.01572138     2.16220044     2.49078765     2.52526094     2.52671895     6.21035462     6.21207243     6.21283728     6.21329724     6.21371037     6.21405003     6.21420145     6.21458481     6.21507248     6.21587560
    11   -11.32154293    -0.04995056    -0.02256285    -0.01917838     2.17083059     2.48817200     2.52984793     2.53142995     6.20968008     6.21181076     6.21270783     6.21318583     6.21362302     6.21402367     6.21418982     6.21458362     6.21510594     6.21604269
    12   -11.32043498    -0.05915730    -0.02658911    -0.02296691     2.18018097     2.48533477     2.53486082     2.53655921     6.20897014     6.21154882     6.21258290     6.21307186     6.21353661     6.21399689     6.21417759     6.21457565     6.21513506     6.21620928
    13   -11.31923902    -0.06906745    -0.03092570    -0.02708297     2.19022699     2.48228250     2.54029501     2.54210107     6.20823205     6.21128880     6.21246270     6.21295594     6.21345310     6.21396988     6.21416470     6.21456179     6.21516102     6.21637486
    14   -11.31795683    -0.07966009    -0.03556729    -0.03152223     2.20094309     2.47902194     2.54614563     2.54804964     6.20747327     6.21103302     6.21234746     6.21283905     6.21337415     6.21394281     6.21415096     6.21454341     6.21518475     6.21653890
    15   -11.31659022    -0.09091377    -0.04050837    -0.03628009     2.21230296     2.47555996     2.55240755     2.55439886     6.20670145     6.21078383     6.21223732     6.21272262     6.21330103     6.21391576     6.21413602     6.21452228     6.21520696     6.21670076
    16   -11.31514104    -0.10280664    -0.04574329    -0.04135166     2.22427974     2.47190349     2.55907544     2.56114258     6.20592432     6.21054362     6.21213224     6.21260854     6.21323464     6.21388876     6.21411945     6.21450056     6.21522813     6.21685972
    17   -11.31361109    -0.11531669    -0.05126624    -0.04673180     2.23684618     2.46805945     2.56614375     2.56827457     6.20514965     6.21031475     6.21203202     6.21249910     6.21317555     6.21386171     6.21410085     6.21448057     6.21524857     6.21701500
    18   -11.31200216    -0.12842184    -0.05707133    -0.05241516     2.24997481     2.46403474     2.57360671     2.57578866     6.20438517     6.21009954     6.21193625     6.21239695     6.21312407     6.21383441     6.21408009     6.21446450     6.21526845     6.21716574
    19   -11.31031600    -0.14210005    -0.06315256    -0.05839617     2.26363802     2.45983620     2.58145842     2.58367869     6.20363847     6.20990022     6.21184441     6.21230484     6.21308031     6.21380655     6.21405758     6.21445409     6.21528785     6.21731103
