0.10000 8.89379e-03 1.23175e-02 1.23194e-02 9.20790e-03 9.90515e-03 1.24990e-02 
0.11980 6.30651e-03 8.52291e-03 8.52432e-03 6.22896e-03 6.60017e-03 8.25963e-03 
0.13960 4.53558e-03 5.86433e-03 5.86552e-03 4.06344e-03 4.24710e-03 5.24447e-03 
0.15940 3.59074e-03 4.36279e-03 4.36410e-03 2.76112e-03 2.84562e-03 3.44252e-03 
0.17920 3.26611e-03 3.73619e-03 3.73809e-03 2.13247e-03 2.16838e-03 2.56241e-03 
0.19900 3.33428e-03 3.66623e-03 3.66932e-03 1.96010e-03 1.97379e-03 2.29685e-03 
0.21880 3.66787e-03 3.95286e-03 3.95790e-03 2.12120e-03 2.12527e-03 2.46643e-03 
0.23860 4.32545e-03 4.60717e-03 4.61517e-03 2.66273e-03 2.66255e-03 3.09928e-03 
0.25840 5.62927e-03 5.92280e-03 5.93494e-03 3.86474e-03 3.86197e-03 4.49180e-03 
0.27820 8.23479e-03 8.53310e-03 8.55064e-03 6.30023e-03 6.29432e-03 7.26148e-03 
0.29800 1.31574e-02 1.34235e-02 1.34476e-02 1.08641e-02 1.08527e-02 1.23624e-02 
0.31780 2.16912e-02 2.18382e-02 2.18694e-02 1.87114e-02 1.86902e-02 2.10005e-02 
0.33760 3.51466e-02 3.50137e-02 3.50521e-02 3.10330e-02 3.09960e-02 3.43781e-02 
0.35740 5.43770e-02 5.37191e-02 5.37639e-02 4.86346e-02 4.85742e-02 5.32412e-02 
0.37720 7.91735e-02 7.76815e-02 7.77311e-02 7.13810e-02 7.12900e-02 7.73095e-02 
0.39700 1.07748e-01 1.05114e-01 1.05166e-01 9.77061e-02 9.75792e-02 1.04801e-01 
0.41680 1.36618e-01 1.32632e-01 1.32685e-01 1.24474e-01 1.24311e-01 1.32345e-01 
0.43660 1.61130e-01 1.55786e-01 1.55836e-01 1.47432e-01 1.47236e-01 1.55508e-01 
0.45640 1.76619e-01 1.70166e-01 1.70213e-01 1.62244e-01 1.62028e-01 1.69896e-01 
0.47620 1.79826e-01 1.72751e-01 1.72791e-01 1.65814e-01 1.65592e-01 1.72494e-01 
0.49600 1.70003e-01 1.62920e-01 1.62953e-01 1.57324e-01 1.57113e-01 1.62687e-01 
0.51580 1.49181e-01 1.42686e-01 1.42711e-01 1.38537e-01 1.38351e-01 1.42487e-01 
0.53560 1.21483e-01 1.16013e-01 1.16032e-01 1.13193e-01 1.13042e-01 1.15853e-01 
0.55540 9.17836e-02 8.75467e-02 8.75599e-02 8.57962e-02 8.56817e-02 8.74264e-02 
0.57520 6.43252e-02 6.13027e-02 6.13113e-02 6.03142e-02 6.02341e-02 6.12173e-02 
0.59500 4.18113e-02 3.98237e-02 3.98289e-02 3.93189e-02 3.92671e-02 3.97664e-02 
0.61480 2.52029e-02 2.39972e-02 2.40001e-02 2.37657e-02 2.37348e-02 2.39603e-02 
0.63460 1.40870e-02 1.34119e-02 1.34135e-02 1.33174e-02 1.33005e-02 1.33890e-02 
0.65440 7.30137e-03 6.95243e-03 6.95320e-03 6.91808e-03 6.90961e-03 6.93834e-03 
0.67420 3.50985e-03 3.34336e-03 3.34371e-03 3.33173e-03 3.32794e-03 3.33460e-03 
0.69400 1.56619e-03 1.49294e-03 1.49310e-03 1.48822e-03 1.48675e-03 1.48708e-03 
0.71380 6.52001e-04 6.22534e-04 6.22609e-04 6.18344e-04 6.17905e-04 6.17286e-04 
0.73360 2.62556e-04 2.52332e-04 2.52395e-04 2.44166e-04 2.44133e-04 2.43931e-04 
0.75340 1.28717e-04 1.27261e-04 1.27380e-04 1.06456e-04 1.06590e-04 1.06975e-04 
0.77320 1.38082e-04 1.42524e-04 1.42808e-04 8.81946e-05 8.84711e-05 8.92459e-05 
0.79300 2.84546e-04 2.96540e-04 2.97200e-04 1.61420e-04 1.61970e-04 1.62197e-04 
0.81280 6.50849e-04 6.75432e-04 6.76849e-04 3.61907e-04 3.63008e-04 3.59459e-04 
0.83260 1.41394e-03 1.45888e-03 1.46167e-03 7.83789e-04 7.85879e-04 7.69869e-04 
0.85240 2.85269e-03 2.92702e-03 2.93206e-03 1.57992e-03 1.58357e-03 1.53588e-03 
0.87220 5.32947e-03 5.44026e-03 5.44857e-03 2.94998e-03 2.95577e-03 2.84038e-03 
0.89200 9.21579e-03 9.36323e-03 9.37570e-03 5.09884e-03 5.10707e-03 4.86620e-03 
0.91180 1.47488e-02 1.49211e-02 1.49380e-02 8.15706e-03 8.16742e-03 7.72225e-03 
0.93160 2.18441e-02 2.20153e-02 2.20359e-02 1.20776e-02 1.20888e-02 1.13506e-02 
0.95140 2.99396e-02 3.00732e-02 3.00953e-02 1.65499e-02 1.65595e-02 1.54527e-02 
0.97120 3.79733e-02 3.80320e-02 3.80524e-02 2.09873e-02 2.09924e-02 1.94842e-02 
0.99100 4.45670e-02 4.45265e-02 4.45414e-02 2.46293e-02 2.46270e-02 2.27533e-02 
1.01080 4.83992e-02 4.82584e-02 4.82650e-02 2.67464e-02 2.67350e-02 2.46082e-02 
1.03060 4.86340e-02 4.84173e-02 4.84143e-02 2.68773e-02 2.68568e-02 2.46476e-02 
1.05040 4.52174e-02 4.49665e-02 4.49547e-02 2.49917e-02 2.49644e-02 2.28624e-02 
1.07020 3.88977e-02 3.86568e-02 3.86391e-02 2.15025e-02 2.14719e-02 1.96384e-02 
1.09000 3.09589e-02 3.07611e-02 3.07409e-02 1.71179e-02 1.70879e-02 1.56215e-02 
1.10980 2.27971e-02 2.26571e-02 2.26379e-02 1.26088e-02 1.25827e-02 1.15069e-02 
1.12960 1.55311e-02 1.54466e-02 1.54305e-02 8.59323e-03 8.57270e-03 7.84903e-03 
1.14940 9.78957e-03 9.74748e-03 9.73544e-03 5.41887e-03 5.40432e-03 4.95802e-03 
1.16920 5.70968e-03 5.69421e-03 5.68610e-03 3.16226e-03 3.15302e-03 2.90080e-03 
1.18900 3.08276e-03 3.08067e-03 3.07572e-03 1.70870e-03 1.70364e-03 1.57308e-03 
1.20880 1.54318e-03 1.54594e-03 1.54318e-03 8.56546e-04 8.54546e-04 7.92586e-04 
1.22860 7.19947e-04 7.23272e-04 7.21866e-04 4.00934e-04 4.01126e-04 3.74006e-04 
1.24840 3.18410e-04 3.20805e-04 3.20149e-04 1.78957e-04 1.80782e-04 1.69543e-04 
1.26820 1.40472e-04 1.41807e-04 1.41527e-04 8.09544e-05 8.40606e-05 7.92462e-05 
1.28800 6.95384e-05 7.01226e-05 7.00134e-05 4.22539e-05 4.63638e-05 4.37909e-05 
1.30780 4.43815e-05 4.45425e-05 4.45042e-05 2.87950e-05 3.36014e-05 3.16652e-05 
