     0   -24.28530272   -24.28530271   -24.26307254   -24.26307254   -24.22139943   -24.22139943   -24.20662902   -24.20662901   -21.36495502   -21.36495502   -21.31298584   -21.31298584   -21.28189018   -21.28189017   -21.23859980   -21.23859979   -21.20037980   -21.20037980   -21.14137762   -21.14137762   -11.03340351   -11.03340350    -9.75002376    -9.75002375    -3.58001454    -3.58001452    -2.79131166    -2.79131165    -1.27521006    -1.27521005     0.87554806     0.87554806     1.60564956     1.60564957     1.60578377     1.60578378
     1   -24.28530405   -24.28530381   -24.26307721   -24.26307657   -24.22140217   -24.22140213   -24.20662970   -24.20662932   -21.36496321   -21.36495979   -21.31301787   -21.31301075   -21.28194490   -21.28194346   -21.23852742   -21.23852388   -21.20036960   -21.20036082   -21.14137630   -21.14137333   -11.03498946   -11.03498803    -9.74848437    -9.74848209    -3.58005306    -3.58004070    -2.79035397    -2.79034189    -1.27465696    -1.27465695     0.87473779     0.87474752     1.60566521     1.60566529     1.60581675     1.60581689
     2   -24.28530781   -24.28530733   -24.26309053   -24.26308925   -24.22141041   -24.22141033   -24.20663138   -24.20663063   -21.36498431   -21.36497748   -21.31310663   -21.31309244   -21.28210634   -21.28210355   -21.23830811   -21.23830108   -21.20033032   -21.20031276   -21.14136941   -21.14136347   -11.03971885   -11.03971602    -9.74389090    -9.74388638    -3.58014712    -3.58012252    -2.78747681    -2.78745276    -1.27299359    -1.27299357     0.87232441     0.87234377     1.60572396     1.60572405     1.60589945     1.60589963
     3   -24.28531394   -24.28531322   -24.26311237   -24.26311043   -24.22142430   -24.22142418   -24.20663409   -24.20663298   -21.36501816   -21.36500793   -21.31325152   -21.31323038   -21.28237081   -21.28236686   -21.23794588   -21.23793549   -21.20026226   -21.20023597   -21.14135706   -21.14134814   -11.04751247   -11.04750830    -9.73632241    -9.73631572    -3.58026974    -3.58023311    -2.78270392    -2.78266811    -1.27020827    -1.27020825     0.86833101     0.86835980     1.60583830     1.60583836     1.60600571     1.60600586
     4   -24.28532237   -24.28532142   -24.26314246   -24.26313989   -24.22144409   -24.22144394   -24.20663787   -24.20663639   -21.36506452   -21.36505089   -21.31345162   -21.31342366   -21.28273260   -21.28272774   -21.23744705   -21.23743346   -21.20016591   -21.20013094   -21.14133940   -21.14132752   -11.05824445   -11.05823901    -9.72590486    -9.72589607    -3.58037730    -3.58032893    -2.77607376    -2.77602651    -1.26628332    -1.26628330     0.86279624     0.86283417     1.60600755     1.60600757     1.60611469     1.60611477
     5   -24.28533303   -24.28533184   -24.26318051   -24.26317729   -24.22147012   -24.22146992   -24.20664276   -24.20664092   -21.36512303   -21.36510601   -21.31370567   -21.31367111   -21.28318448   -21.28317902   -21.23681971   -21.23680312   -21.20004191   -21.19999834   -21.14131670   -21.14130185   -11.07175040   -11.07174380    -9.71280322    -9.71279244    -3.58041140    -3.58035167    -2.76763802    -2.76757970    -1.26119744    -1.26119741     0.85577447     0.85582119     1.60621068     1.60621069     1.60622008     1.60622009
     6   -24.28534582   -24.28534439   -24.26322610   -24.26322225   -24.22150274   -24.22150249   -24.20664881   -24.20664662   -21.36519326   -21.36517287   -21.31401220   -21.31397126   -21.28371824   -21.28371254   -21.23607313   -21.23605375   -21.19989096   -21.19983888   -21.14128923   -21.14127143   -11.08783709   -11.08782942    -9.69721231    -9.69719965    -3.58030122    -3.58023057    -2.75745956    -2.75739064    -1.25492877    -1.25492874     0.84733579     0.84739087     1.60628292     1.60628304     1.60645593     1.60645595
     7   -24.28536065   -24.28535899   -24.26327876   -24.26327429   -24.22154234   -24.22154205   -24.20665607   -24.20665353   -21.36527471   -21.36525096   -21.31436953   -21.31432249   -21.28432527   -21.28431971   -21.23521718   -21.23519525   -21.19971377   -21.19965332   -21.14125735   -21.14123663   -11.10629245   -11.10628383    -9.67934718    -9.67933277    -3.57996626    -3.57988518    -2.74561026    -2.74553124    -1.24745819    -1.24745815     0.83756567     0.83762865     1.60632617     1.60632639     1.60668949     1.60668952
     8   -24.28537745   -24.28537557   -24.26333797   -24.26333289   -24.22158931   -24.22158898   -24.20666456   -24.20666168   -21.36536681   -21.36533971   -21.31477587   -21.31472301   -21.28499701   -21.28499197   -21.23426183   -21.23423760   -21.19951103   -21.19944237   -21.14122147   -21.14119785   -11.12689491   -11.12688546    -9.65943422    -9.65941819    -3.57931918    -3.57922820    -2.73216860    -2.73208001    -1.23877261    -1.23877254     0.82656416     0.82663456     1.60634028     1.60634060     1.60689271     1.60689277
     9   -24.28539618   -24.28539408   -24.26340317   -24.26339750   -24.22164398   -24.22164361   -24.20667427   -24.20667105   -21.36546894   -21.36543851   -21.31522936   -21.31517098   -21.28572528   -21.28572114   -21.23321681   -21.23319052   -21.19928330   -21.19920662   -21.14118202   -21.14115554   -11.14942142   -11.14941125    -9.63770349    -9.63768596    -3.57826874    -3.57816840    -2.71721744    -2.71711982    -1.22886778    -1.22886766     0.81444465     0.81452199     1.60632958     1.60632996     1.60703883     1.60703892
    10   -24.28541683   -24.28541453   -24.26347374   -24.26346751   -24.22170664   -24.22170625   -24.20668517   -24.20668161   -21.36558045   -21.36554670   -21.31572809   -21.31566451   -21.28650252   -21.28649964   -21.23209129   -21.23206317   -21.19903102   -21.19894655   -21.14113948   -21.14111019   -11.17365376   -11.17364297    -9.61438257    -9.61436365    -3.57672238    -3.57661324    -2.70084188    -2.70073580    -1.21775044    -1.21775027     0.80133217     0.80141596     1.60630165     1.60630206     1.60710594     1.60710606
    11   -24.28543946   -24.28543696   -24.26354907   -24.26354229   -24.22177749   -24.22177709   -24.20669719   -24.20669329   -21.36570065   -21.36566361   -21.31627018   -21.31620173   -21.28732194   -21.28732065   -21.23089379   -21.23086407   -21.19875445   -21.19866244   -21.14109434   -21.14106229   -11.19938319   -11.19937187    -9.58969197    -9.58967177    -3.57458865    -3.57447126    -2.68312751    -2.68301350    -1.20543960    -1.20543934     0.78736126     0.78745104     1.60626587     1.60626626     1.60708016     1.60708030
    12   -24.28546414   -24.28546146   -24.26362850   -24.26362121   -24.22185665   -24.22185625   -24.20671021   -24.20670597   -21.36582885   -21.36578853   -21.31685373   -21.31678074   -21.28817813   -21.28817750   -21.22963210   -21.22960098   -21.19845368   -21.19835440   -21.14104708   -21.14101236   -11.22641347   -11.22640172    -9.56384193    -9.56382057    -3.57177908    -3.57165397    -2.66415886    -2.66403745    -1.19196667    -1.19196630     0.77267361     0.77276893     1.60623175     1.60623209     1.60695780     1.60695793
    13   -24.28549102   -24.28548818   -24.26371139   -24.26370363   -24.22194413   -24.22194376   -24.20672407   -24.20671949   -21.36596433   -21.36592076   -21.31747689   -21.31739969   -21.28906681   -21.28906398   -21.22831330   -21.22828099   -21.19812863   -21.19802238   -21.14099822   -21.14096089   -11.25456265   -11.25455055    -9.53703041    -9.53700799    -3.56820970    -3.56807739    -2.64401833    -2.64389003    -1.17737462    -1.17737413     0.75741552     0.75751595     1.60620752     1.60620776     1.60674630     1.60674641
    14   -24.28552030   -24.28551731   -24.26379708   -24.26378889   -24.22203987   -24.22203956   -24.20673857   -24.20673366   -21.36610638   -21.36605957   -21.31813776   -21.31805668   -21.28998215   -21.28997686   -21.22694383   -21.22691049   -21.19777910   -21.19766618   -21.14094825   -21.14090838   -11.28366369   -11.28365130    -9.50944189    -9.50941850    -3.56380195    -3.56366292    -2.62278537    -2.62265065    -1.16171624    -1.16171560     0.74173531     0.74184047     1.60619887     1.60619899     1.60646387     1.60646393
    15   -24.28555221   -24.28554909   -24.26388492   -24.26387634   -24.22214373   -24.22214349   -24.20675350   -24.20674824   -21.36625428   -21.36620425   -21.31883442   -21.31874979   -21.29092028   -21.29091230   -21.22552953   -21.22549533   -21.19740479   -21.19728551   -21.14089764   -21.14085530   -11.31356438   -11.31355177    -9.48124695    -9.48122267    -3.55848321    -3.55833790    -2.60053601    -2.60039531    -1.14505159    -1.14505077     0.72578083     0.72589037     1.60613774     1.60613776     1.60620822     1.60620825
    16   -24.28558705   -24.28558382   -24.26397428   -24.26396535   -24.22225552   -24.22225536   -24.20676858   -24.20676299   -21.36640732   -21.36635410   -21.31956486   -21.31947701   -21.29187792   -21.29186705   -21.22407577   -21.22404083   -21.19700539   -21.19688004   -21.14084685   -21.14080211   -11.34412671   -11.34411394    -9.45260222    -9.45257715    -3.55218681    -3.55203565    -2.57734259    -2.57719632    -1.12744509    -1.12744409     0.70969712     0.70981071     1.60580130     1.60580140     1.60623433     1.60623451
