     0   -11.14454418    12.62556552    12.62558511    12.62560546    14.11204817    14.11222767    14.11226386    14.11226391    14.11226391    14.11226391    14.11226391    14.11226391    14.11246925
     1   -11.14405902    12.61776949    12.61895306    12.62311744    14.10762503    14.10833618    14.11120846    14.11142346    14.11210009    14.11274775    14.11314362    14.11381085    14.11459433
     2   -11.14260723    12.59524139    12.59840579    12.61560643    14.09925848    14.10114407    14.10906632    14.10994324    14.11171249    14.11264127    14.11424747    14.11463395    14.11722810
     3   -11.14019577    12.55884368    12.56406043    12.60263995    14.08690260    14.09164463    14.10565022    14.10859942    14.11105180    14.11211457    14.11451336    14.11523645    14.12177694
     4   -11.13683503    12.51004898    12.51627261    12.58360830    14.07098353    14.08193579    14.10183919    14.10731581    14.11023730    14.11145089    14.11456998    14.11566996    14.12727082
     5   -11.13253722    12.45049622    12.45631956    12.55776950    14.05234608    14.07419545    14.09837514    14.10622952    14.10949106    14.11086154    14.11459717    14.11592542    14.13273326
     6   -11.12731457    12.38109587    12.38731815    12.52433802    14.03207570    14.07001354    14.09593456    14.10546732    14.10901606    14.11048957    14.11459954    14.11599303    14.13720935
     7   -11.12117744    12.30280991    12.31317118    12.48258172    14.01137421    14.07006237    14.09499941    14.10513670    14.10892330    14.11039895    14.11454393    14.11587167    14.13985260
     8   -11.11413289    12.21929080    12.23538712    12.43192885    13.99143878    14.07409531    14.09576868    14.10531590    14.10921761    14.11057283    14.11439416    14.11557156    14.14005524
     9   -11.10618368    12.13436884    12.15493832    12.37208724    13.97332710    14.08117710    14.09812829    14.10604062    14.10981490    14.11093207    14.11412359    14.11511051    14.13755890
    10   -11.09732793    12.05105541    12.07267362    12.30316721    13.95781153    14.09000778    14.10168384    14.10729004    14.11057502    14.11136880    14.11372389    14.11450538    14.13251840
    11   -11.08755944    11.97135277    11.98912116    12.22578438    13.94523874    14.09923255    14.10584727    14.10897726    14.11134045    14.11178352    14.11321211    14.11376474    14.12550296
    12   -11.07686834    11.89608599    11.90451098    12.14110633    13.93542052    14.10768330    14.10995781    14.11095027    14.11197336    14.11211191    14.11263410    14.11288948    14.11743132
    13   -11.06524237    11.81887050    11.82489010    12.05081192    13.92758150    14.10944758    14.11188436    14.11206186    14.11233065    14.11238521    14.11300834    14.11341196    14.11453603
    14   -11.05266830    11.73214597    11.75635495    11.95695182    13.92038158    14.10275073    14.11077355    14.11158265    14.11244258    14.11255547    14.11493434    14.11577698    14.11938525
    15   -11.03913373    11.64428519    11.68833765    11.86172793    13.91202145    14.09839105    14.10960638    14.11127800    14.11245355    14.11253971    14.11653705    14.11686854    14.12224059
    16   -11.02462896    11.55531781    11.61834691    11.76723127    13.90043034    14.09704005    14.10844782    14.11118611    14.11235653    14.11247761    14.11678965    14.11769232    14.12345047
    17   -11.00914865    11.46538692    11.54398327    11.67518745    13.88351607    14.09872699    14.10736688    14.11123268    14.11213296    14.11258973    14.11600287    14.11836797    14.12355911
    18   -10.99269317    11.37475237    11.46335103    11.58675414    13.85942831    14.10248795    14.10644458    14.11125740    14.11177633    14.11259973    14.11600626    14.11860918    14.12312191
    19   -10.97526925    11.28376493    11.37538464    11.50240196    13.82678448    14.10579848    14.10616968    14.11102268    14.11132870    14.11188645    14.11847080    14.11926147    14.12254498
    20   -10.95688981    11.19281904    11.28003831    11.42189364    13.78484587    14.10558279    14.10830165    14.11013852    14.11089094    14.11185294    14.11797101    14.12199488    14.12506850
    21   -10.93757277    11.10229496    11.17831038    11.34436172    13.73365276    14.10592281    14.10931041    14.10970030    14.11059206    14.11208536    14.11715005    14.12136846    14.13073567
    22   -10.91733884    11.01250287    11.07210108    11.26847171    13.67410760    14.10684214    14.10949987    14.11034784    14.11054761    14.11231126    14.11610215    14.12038848    14.13385623
    23   -10.89620823    10.92364112    10.96392929    11.19264780    13.60797189    14.10823734    14.11009441    14.11082049    14.11101910    14.11244426    14.11493085    14.11878081    14.13281041
    24   -10.87419672    10.83577778    10.85655499    11.11533028    13.53774179    14.10992968    14.11101844    14.11138128    14.11162378    14.11244965    14.11372699    14.11639136    14.12679694
