     0     0.00000001     0.00000001     0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00000000     0.00000000     0.00000001    -0.00000000    -0.00000001     0.00000001
     1    -1.80020233    -1.80020233    -0.08871297     0.05397452     0.05404892    -0.08875761    -0.02173832    -0.02186844     0.13542514     0.13541106    -0.04805270    -0.04805564
     2    -3.52452393    -3.52452393     0.10790771    -0.16349189     0.09435846    -0.17751155    -0.04395627    -0.04447072     0.27065531     0.27059941    -0.09611991    -0.09613150
     3    -5.10070070    -5.10070069     0.16188936     0.16278633    -0.26611741    -0.26625762    -0.06725593    -0.06839118     0.40548262     0.40535828    -0.14421874    -0.14424449
     4    -6.46355703    -6.46355703     0.21603012     0.21796939    -0.35514091    -0.35499364    -0.09221861    -0.09418237     0.53970176     0.53948422    -0.19236588    -0.19241086
     5    -7.55818455    -7.55818454     0.27046184     0.27345850    -0.44401296    -0.44371473    -0.11939268    -0.12235423     0.67311077     0.67277788    -0.24057720    -0.24064596
     6    -8.34267449    -8.34267447     0.32534008     0.32949601    -0.53285527    -0.53241200    -0.14928313    -0.15336528     0.80551135     0.80504426    -0.28886751    -0.28896398
     7    -8.79024859    -8.79024862     0.38084602     0.38622640    -0.62166717    -0.62107235    -0.18234330    -0.18761651     0.93670884     0.93609269    -0.33725025    -0.33737769
     8    -8.89063930    -8.89063935     0.43718714     0.44380505    -0.71043149    -0.70967877    -0.21896896    -0.22544784     1.06651224     1.06573677    -0.38573728    -0.38589825
     9    -8.65059071    -8.65059080     0.49459646     0.50240949    -0.79912465    -0.79821080    -0.25949508    -0.26713742     1.19473476     1.19379481    -0.43433864    -0.43453500
    10    -8.09339342    -8.09339356     0.55333007     0.56224146    -0.88771906    -0.88664507    -0.30419493    -0.31290352     1.32119523     1.32009117    -0.48306238    -0.48329529
    11    -7.25742891    -7.25742911     0.61366300     0.62352571    -0.97618374    -0.97495539    -0.35328147    -0.36290846     1.44572062     1.44445865    -0.53191443    -0.53218436
    12    -6.19378211    -6.19378238     0.67588330     0.68650657    -1.06448401    -1.06311218    -0.40691039    -0.41726403     1.56814958     1.56674177    -0.58089850    -0.58120518
    13    -4.96307303    -4.96307340     0.74028462     0.75144252    -1.15258020    -1.15108107    -0.46518409    -0.47603765     1.68833613     1.68680045    -0.63001599    -0.63035835
    14    -3.63174491    -3.63174538     0.80715761     0.81859907    -1.24042539    -1.23882054    -0.52815615    -0.53925839     1.80615289     1.80451292    -0.67926594    -0.67964201
    15    -2.26810981    -2.26811037     0.87678060     0.88824041    -1.32796233    -1.32627866    -0.59583536    -0.60692212     1.92149262     1.91977711    -0.72864494    -0.72905166
    16    -0.93847859    -0.93847924     0.94940993     0.96062031    -1.41511984    -1.41338927    -0.66818903    -0.67899529     2.03426714     2.03250947    -0.77814703    -0.77858003
    17     0.29631721     0.29631648     1.02527067     1.03597269    -1.50180895    -1.50006793    -0.74514522    -0.75541707     2.14440343     2.14264087    -0.82776360    -0.82821694
    18     1.38376467     1.38376388     1.10454801     1.11450239    -1.58791945    -1.58620812    -0.82659399    -0.83609979     2.25183680     2.25010963    -0.87748321    -0.87794906
    19     2.28171207     2.28171126     1.18737965     1.19637640    -1.67331707    -1.67167826    -0.91238792    -0.92092818     2.35650203     2.35485256    -0.92729148    -0.92775986
    20     2.95955655     2.95955575     1.27384949     1.28171594    -1.75784200    -1.75631993    -1.00234238    -1.00975781     2.45832333     2.45679483    -0.97762949    -0.97717099
    21     3.39860938     3.39860863     1.36398274     1.37058947    -1.84130887    -1.83994773    -1.09623613    -1.10241353     2.55720456     2.55584007    -1.02753480    -1.02710122
    22     3.59174173     3.59174106     1.45774253     1.46300707    -1.92350861    -1.92235103    -1.19381283    -1.19868850     2.65302048     2.65186154    -1.07744960    -1.07705860
    23     3.54245556     3.54245501     1.55502823     1.55891619    -2.00421199    -2.00329753    -1.29478382    -1.29834445     2.74561009     2.74469539    -1.12734494    -1.12701673
    24     3.26354010     3.26353970     1.65567530     1.65819908    -2.08317485    -2.08253852    -1.39883257    -1.40111350     2.83477228     2.83413621    -1.17718971    -1.17694665
    25     2.77546825     2.77546804     1.75945691     1.76067215    -2.16014468    -2.15981556    -1.50562066    -1.50670188     2.92026399     2.91993523    -1.22695128    -1.22681736
    26     2.10466795     2.10466795     1.86608714     1.86608714    -2.23486783    -2.23486784    -1.61479532    -1.61479533     3.00180076     3.00180076    -1.27659639    -1.27659639
    27     1.28177806     1.28177783     1.97413432     1.97522563    -2.30743984    -2.30709719    -1.72506607    -1.72599815     3.07940081     3.07905917    -1.32625053    -1.32609208
    28     0.33997028     0.33996980     2.08444751     2.08648360    -2.37728868    -2.37659914    -1.83718114    -1.83887432     3.15236719     3.15168093    -1.37574666    -1.37540667
