  300.00 -12.00000  1.32039e+22  1.32039e+22  1.32039e+22 -9.45138e+17 -9.45138e+17  9.45138e+17
  300.00 -11.96994  1.31988e+22  1.31988e+22  1.31988e+22 -9.52109e+17 -9.52109e+17  9.52109e+17
  300.00 -11.93988  1.31937e+22  1.31937e+22  1.31937e+22 -9.59082e+17 -9.59082e+17  9.59082e+17
  300.00 -11.90982  1.31885e+22  1.31885e+22  1.31885e+22 -9.66056e+17 -9.66056e+17  9.66056e+17
  300.00 -11.87976  1.31834e+22  1.31834e+22  1.31834e+22 -9.73032e+17 -9.73032e+17  9.73032e+17
  300.00 -11.84970  1.31781e+22  1.31781e+22  1.31781e+22 -9.80010e+17 -9.80010e+17  9.80010e+17
  300.00 -11.81964  1.31729e+22  1.31729e+22  1.31729e+22 -9.86991e+17 -9.86991e+17  9.86991e+17
  300.00 -11.78958  1.31676e+22  1.31676e+22  1.31676e+22 -9.93975e+17 -9.93975e+17  9.93976e+17
  300.00 -11.75952  1.31623e+22  1.31623e+22  1.31623e+22 -1.00096e+18 -1.00096e+18  1.00096e+18
  300.00 -11.72946  1.31569e+22  1.31569e+22  1.31569e+22 -1.00796e+18 -1.00796e+18  1.00796e+18
  300.00 -11.69940  1.31516e+22  1.31516e+22  1.31516e+22 -1.01495e+18 -1.01495e+18  1.01495e+18
  300.00 -11.66934  1.31462e+22  1.31462e+22  1.31462e+22 -1.02196e+18 -1.02196e+18  1.02196e+18
  300.00 -11.63928  1.31407e+22  1.31407e+22  1.31407e+22 -1.02896e+18 -1.02896e+18  1.02896e+18
  300.00 -11.60922  1.31352e+22  1.31352e+22  1.31352e+22 -1.03598e+18 -1.03598e+18  1.03598e+18
  300.00 -11.57916  1.31297e+22  1.31297e+22  1.31297e+22 -1.04300e+18 -1.04300e+18  1.04300e+18
  300.00 -11.54910  1.31242e+22  1.31242e+22  1.31242e+22 -1.05003e+18 -1.05003e+18  1.05003e+18
  300.00 -11.51904  1.31186e+22  1.31186e+22  1.31186e+22 -1.05707e+18 -1.05707e+18  1.05707e+18
  300.00 -11.48898  1.31130e+22  1.31130e+22  1.31130e+22 -1.06412e+18 -1.06412e+18  1.06412e+18
  300.00 -11.45892  1.31073e+22  1.31073e+22  1.31073e+22 -1.07118e+18 -1.07118e+18  1.07118e+18
  300.00 -11.42886  1.31016e+22  1.31016e+22  1.31016e+22 -1.07825e+18 -1.07825e+18  1.07825e+18
  300.00 -11.39880  1.30959e+22  1.30959e+22  1.30959e+22 -1.08533e+18 -1.08533e+18  1.08533e+18
  300.00 -11.36874  1.30901e+22  1.30901e+22  1.30901e+22 -1.09243e+18 -1.09243e+18  1.09243e+18
  300.00 -11.33868  1.30843e+22  1.30843e+22  1.30843e+22 -1.09954e+18 -1.09954e+18  1.09954e+18
  300.00 -11.30862  1.30785e+22  1.30785e+22  1.30785e+22 -1.10666e+18 -1.10666e+18  1.10666e+18
  300.00 -11.27856  1.30726e+22  1.30726e+22  1.30726e+22 -1.11380e+18 -1.11380e+18  1.11380e+18
  300.00 -11.24850  1.30666e+22  1.30666e+22  1.30666e+22 -1.12096e+18 -1.12096e+18  1.12096e+18
  300.00 -11.21844  1.30606e+22  1.30606e+22  1.30606e+22 -1.12813e+18 -1.12813e+18  1.12813e+18
  300.00 -11.18838  1.30546e+22  1.30546e+22  1.30546e+22 -1.13533e+18 -1.13533e+18  1.13533e+18
  300.00 -11.15832  1.30486e+22  1.30486e+22  1.30486e+22 -1.14254e+18 -1.14254e+18  1.14254e+18
  300.00 -11.12826  1.30425e+22  1.30425e+22  1.30425e+22 -1.14978e+18 -1.14978e+18  1.14978e+18
  300.00 -11.09820  1.30363e+22  1.30363e+22  1.30363e+22 -1.15704e+18 -1.15704e+18  1.15704e+18
  300.00 -11.06814  1.30301e+22  1.30301e+22  1.30301e+22 -1.16432e+18 -1.16432e+18  1.16432e+18
  300.00 -11.03808  1.30239e+22  1.30239e+22  1.30239e+22 -1.17163e+18 -1.17163e+18  1.17163e+18
  300.00 -11.00802  1.30176e+22  1.30176e+22  1.30176e+22 -1.17897e+18 -1.17897e+18  1.17897e+18
  300.00 -10.97796  1.30112e+22  1.30112e+22  1.30112e+22 -1.18633e+18 -1.18633e+18  1.18633e+18
  300.00 -10.94790  1.30048e+22  1.30048e+22  1.30048e+22 -1.19373e+18 -1.19373e+18  1.19373e+18
  300.00 -10.91784  1.29984e+22  1.29984e+22  1.29984e+22 -1.20115e+18 -1.20115e+18  1.20115e+18
  300.00 -10.88778  1.29919e+22  1.29919e+22  1.29919e+22 -1.20861e+18 -1.20861e+18  1.20861e+18
  300.00 -10.85772  1.29853e+22  1.29853e+22  1.29853e+22 -1.21611e+18 -1.21611e+18  1.21611e+18
  300.00 -10.82766  1.29787e+22  1.29787e+22  1.29787e+22 -1.22363e+18 -1.22363e+18  1.22363e+18
  300.00 -10.79760  1.29721e+22  1.29721e+22  1.29721e+22 -1.23120e+18 -1.23120e+18  1.23120e+18
  300.00 -10.76754  1.29654e+22  1.29654e+22  1.29654e+22 -1.23880e+18 -1.23880e+18  1.23881e+18
  300.00 -10.73747  1.29586e+22  1.29586e+22  1.29586e+22 -1.24645e+18 -1.24645e+18  1.24645e+18
  300.00 -10.70741  1.29518e+22  1.29518e+22  1.29518e+22 -1.25414e+18 -1.25414e+18  1.25414e+18
  300.00 -10.67735  1.29449e+22  1.29449e+22  1.29449e+22 -1.26187e+18 -1.26187e+18  1.26187e+18
  300.00 -10.64729  1.29380e+22  1.29380e+22  1.29380e+22 -1.26965e+18 -1.26965e+18  1.26965e+18
  300.00 -10.61723  1.29310e+22  1.29310e+22  1.29310e+22 -1.27748e+18 -1.27748e+18  1.27748e+18
  300.00 -10.58717  1.29239e+22  1.29239e+22  1.29239e+22 -1.28535e+18 -1.28535e+18  1.28535e+18
  300.00 -10.55711  1.29168e+22  1.29168e+22  1.29168e+22 -1.29328e+18 -1.29328e+18  1.29328e+18
  300.00 -10.52705  1.29097e+22  1.29097e+22  1.29097e+22 -1.30126e+18 -1.30126e+18  1.30126e+18
  300.00 -10.49699  1.29024e+22  1.29024e+22  1.29024e+22 -1.30930e+18 -1.30930e+18  1.30930e+18
  300.00 -10.46693  1.28951e+22  1.28951e+22  1.28951e+22 -1.31739e+18 -1.31739e+18  1.31739e+18
  300.00 -10.43687  1.28878e+22  1.28878e+22  1.28878e+22 -1.32554e+18 -1.32554e+18  1.32554e+18
  300.00 -10.40681  1.28803e+22  1.28803e+22  1.28803e+22 -1.33375e+18 -1.33375e+18  1.33375e+18
  300.00 -10.37675  1.28728e+22  1.28728e+22  1.28728e+22 -1.34203e+18 -1.34203e+18  1.34203e+18
  300.00 -10.34669  1.28653e+22  1.28653e+22  1.28653e+22 -1.35037e+18 -1.35037e+18  1.35037e+18
  300.00 -10.31663  1.28576e+22  1.28576e+22  1.28576e+22 -1.35878e+18 -1.35878e+18  1.35878e+18
  300.00 -10.28657  1.28499e+22  1.28499e+22  1.28499e+22 -1.36726e+18 -1.36726e+18  1.36726e+18
  300.00 -10.25651  1.28422e+22  1.28422e+22  1.28422e+22 -1.37581e+18 -1.37581e+18  1.37581e+18
  300.00 -10.22645  1.28343e+22  1.28343e+22  1.28343e+22 -1.38443e+18 -1.38443e+18  1.38443e+18
  300.00 -10.19639  1.28264e+22  1.28264e+22  1.28264e+22 -1.39312e+18 -1.39312e+18  1.39312e+18
  300.00 -10.16633  1.28185e+22  1.28185e+22  1.28185e+22 -1.40190e+18 -1.40190e+18  1.40190e+18
  300.00 -10.13627  1.28104e+22  1.28104e+22  1.28104e+22 -1.41075e+18 -1.41075e+18  1.41075e+18
  300.00 -10.10621  1.28023e+22  1.28023e+22  1.28023e+22 -1.41969e+18 -1.41968e+18  1.41969e+18
  300.00 -10.07615  1.27941e+22  1.27941e+22  1.27941e+22 -1.42870e+18 -1.42870e+18  1.42870e+18
  300.00 -10.04609  1.27858e+22  1.27858e+22  1.27858e+22 -1.43781e+18 -1.43781e+18  1.43781e+18
  300.00 -10.01603  1.27775e+22  1.27775e+22  1.27775e+22 -1.44700e+18 -1.44700e+18  1.44700e+18
  300.00 -9.98597  1.27690e+22  1.27690e+22  1.27690e+22 -1.45627e+18 -1.45627e+18  1.45627e+18
  300.00 -9.95591  1.27605e+22  1.27605e+22  1.27605e+22 -1.46565e+18 -1.46565e+18  1.46565e+18
  300.00 -9.92585  1.27519e+22  1.27519e+22  1.27519e+22 -1.47511e+18 -1.47511e+18  1.47511e+18
  300.00 -9.89579  1.27433e+22  1.27433e+22  1.27433e+22 -1.48467e+18 -1.48467e+18  1.48467e+18
  300.00 -9.86573  1.27345e+22  1.27345e+22  1.27345e+22 -1.49433e+18 -1.49433e+18  1.49433e+18
  300.00 -9.83567  1.27257e+22  1.27257e+22  1.27257e+22 -1.50408e+18 -1.50408e+18  1.50408e+18
  300.00 -9.80561  1.27168e+22  1.27168e+22  1.27168e+22 -1.51394e+18 -1.51394e+18  1.51394e+18
  300.00 -9.77555  1.27078e+22  1.27078e+22  1.27078e+22 -1.52390e+18 -1.52390e+18  1.52390e+18
  300.00 -9.74549  1.26987e+22  1.26987e+22  1.26987e+22 -1.53396e+18 -1.53396e+18  1.53397e+18
  300.00 -9.71543  1.26896e+22  1.26896e+22  1.26896e+22 -1.54414e+18 -1.54414e+18  1.54414e+18
  300.00 -9.68537  1.26804e+22  1.26804e+22  1.26804e+22 -1.55442e+18 -1.55442e+18  1.55442e+18
  300.00 -9.65531  1.26710e+22  1.26710e+22  1.26710e+22 -1.56481e+18 -1.56481e+18  1.56481e+18
  300.00 -9.62525  1.26616e+22  1.26616e+22  1.26616e+22 -1.57531e+18 -1.57531e+18  1.57531e+18
  300.00 -9.59519  1.26521e+22  1.26521e+22  1.26521e+22 -1.58593e+18 -1.58593e+18  1.58593e+18
