0	-10.30591	-10.30591	-4.31907	-4.31907	-4.31907	-4.31907	-3.32782	-3.32782	-1.49643	-1.49643	-1.49643	-1.49643	 5.58698	 5.58698	 5.58698	 5.58698	 5.58698	 5.58698
1	-10.30104	-10.30104	-4.31921	-4.31920	-4.31883	-4.31883	-3.32775	-3.32775	-1.49687	-1.49687	-1.49623	-1.49623	 5.57386	 5.57412	 5.58521	 5.58574	 5.59706	 5.59733
2	-10.28666	-10.28666	-4.31960	-4.31960	-4.31812	-4.31812	-3.32753	-3.32753	-1.49798	-1.49798	-1.49585	-1.49585	 5.55780	 5.55877	 5.58003	 5.58199	 5.60429	 5.60528
3	-10.26337	-10.26337	-4.32025	-4.32025	-4.31694	-4.31694	-3.32717	-3.32717	-1.49983	-1.49983	-1.49523	-1.49523	 5.53910	 5.54103	 5.57172	 5.57563	 5.60904	 5.61102
4	-10.23214	-10.23214	-4.32117	-4.32117	-4.31530	-4.31529	-3.32666	-3.32666	-1.50241	-1.50240	-1.49437	-1.49436	 5.51829	 5.52117	 5.56074	 5.56661	 5.61179	 5.61477
5	-10.19428	-10.19427	-4.32236	-4.32236	-4.31318	-4.31318	-3.32599	-3.32599	-1.50571	-1.50571	-1.49325	-1.49324	 5.49603	 5.49959	 5.54772	 5.55505	 5.61304	 5.61680
6	-10.15134	-10.15134	-4.32382	-4.32382	-4.31060	-4.31060	-3.32516	-3.32515	-1.50974	-1.50974	-1.49188	-1.49187	 5.47307	 5.47685	 5.53336	 5.54130	 5.61322	 5.61738
7	-10.10509	-10.10508	-4.32556	-4.32556	-4.30756	-4.30755	-3.32414	-3.32413	-1.51449	-1.51449	-1.49025	-1.49025	 5.45020	 5.45359	 5.51844	 5.52597	 5.61265	 5.61679
8	-10.05736	-10.05735	-4.32759	-4.32759	-4.30406	-4.30405	-3.32293	-3.32292	-1.51995	-1.51995	-1.48838	-1.48837	 5.42819	 5.43059	 5.50376	 5.50987	 5.61159	 5.61529
9	-10.01002	-10.01000	-4.32991	-4.32991	-4.30010	-4.30009	-3.32151	-3.32149	-1.52612	-1.52611	-1.48624	-1.48624	 5.40773	 5.40862	 5.49010	 5.49396	 5.61018	 5.61313
10	-9.96484	-9.96482	-4.33253	-4.33253	-4.29568	-4.29567	-3.31986	-3.31984	-1.53298	-1.53297	-1.48385	-1.48385	 5.38852	 5.38943	 5.47817	 5.47927	 5.60856	 5.61055
11	-9.92344	-9.92341	-4.33546	-4.33546	-4.29082	-4.29081	-3.31796	-3.31795	-1.54052	-1.54052	-1.48119	-1.48119	 5.37104	 5.37380	 5.46679	 5.46860	 5.60681	 5.60774
12	-9.88717	-9.88715	-4.33872	-4.33872	-4.28551	-4.28550	-3.31580	-3.31578	-1.54874	-1.54873	-1.47828	-1.47828	 5.35689	 5.36129	 5.45737	 5.46187	 5.60487	 5.60499
13	-9.85712	-9.85709	-4.34232	-4.34231	-4.27975	-4.27974	-3.31334	-3.31332	-1.55762	-1.55761	-1.47509	-1.47509	 5.34667	 5.35229	 5.45160	 5.45829	 5.60208	 5.60318
14	-9.83398	-9.83395	-4.34626	-4.34626	-4.27354	-4.27354	-3.31056	-3.31054	-1.56715	-1.56714	-1.47165	-1.47165	 5.34085	 5.34716	 5.44982	 5.45802	 5.59948	 5.60140
15	-9.81813	-9.81810	-4.35058	-4.35058	-4.26690	-4.26689	-3.30743	-3.30741	-1.57731	-1.57731	-1.46793	-1.46793	 5.33976	 5.34623	 5.45200	 5.46101	 5.59714	 5.59969
16	-9.80954	-9.80952	-4.35528	-4.35528	-4.25982	-4.25981	-3.30392	-3.30391	-1.58810	-1.58809	-1.46394	-1.46394	 5.34357	 5.34978	 5.45788	 5.46707	 5.59509	 5.59809
17	-9.80787	-9.80786	-4.36038	-4.36038	-4.25230	-4.25229	-3.30002	-3.30000	-1.59949	-1.59948	-1.45968	-1.45968	 5.35230	 5.35795	 5.46696	 5.47584	 5.59336	 5.59662
18	-9.81246	-9.81244	-4.36591	-4.36591	-4.24434	-4.24434	-3.29567	-3.29566	-1.61147	-1.61147	-1.45515	-1.45515	 5.36581	 5.37074	 5.47859	 5.48685	 5.59193	 5.59528
19	-9.82238	-9.82237	-4.37187	-4.37187	-4.23596	-4.23595	-3.29087	-3.29086	-1.62403	-1.62403	-1.45034	-1.45034	 5.38382	 5.38797	 5.49206	 5.49952	 5.59076	 5.59408
20	-9.83652	-9.83651	-4.37830	-4.37830	-4.22714	-4.22714	-3.28558	-3.28557	-1.63716	-1.63715	-1.44526	-1.44526	 5.40588	 5.40929	 5.50667	 5.51326	 5.58982	 5.59301
21	-9.85380	-9.85380	-4.38528	-4.38528	-4.21781	-4.21781	-3.27971	-3.27970	-1.65096	-1.65096	-1.43986	-1.43986	 5.43172	 5.43444	 5.52189	 5.52758	 5.58905	 5.59203
22	-9.87239	-9.87239	-4.39262	-4.39262	-4.20824	-4.20824	-3.27341	-3.27341	-1.66503	-1.66503	-1.43428	-1.43428	 5.45991	 5.46201	 5.53669	 5.54147	 5.58844	 5.59113
23	-9.89166	-9.89166	-4.40063	-4.40063	-4.19807	-4.19807	-3.26642	-3.26642	-1.67989	-1.67989	-1.42832	-1.42832	 5.49078	 5.49229	 5.55114	 5.55494	 5.58793	 5.59022
24	-9.90963	-9.90963	-4.40903	-4.40903	-4.18769	-4.18769	-3.25898	-3.25898	-1.69495	-1.69495	-1.42220	-1.42220	 5.52238	 5.52335	 5.56433	 5.56703	 5.58753	 5.58927
25	-9.92577	-9.92577	-4.41815	-4.41815	-4.17671	-4.17671	-3.25079	-3.25078	-1.71079	-1.71079	-1.41568	-1.41568	 5.55507	 5.55552	 5.57646	 5.57790	 5.58722	 5.58819
