0	-11.46988	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681
1	-11.46945	 5.90368	 5.90553	 5.90584	 5.90677	 5.90680	 5.90681	 5.90681	 5.90681	 5.90681	 5.90681	 5.90682	 5.90682	 5.90773	 5.90817	 5.90983
2	-11.46819	 5.90040	 5.90434	 5.90480	 5.90667	 5.90679	 5.90680	 5.90681	 5.90681	 5.90681	 5.90682	 5.90683	 5.90683	 5.90860	 5.90959	 5.91274
3	-11.46608	 5.89698	 5.90324	 5.90370	 5.90651	 5.90678	 5.90679	 5.90681	 5.90681	 5.90681	 5.90682	 5.90683	 5.90684	 5.90941	 5.91104	 5.91559
4	-11.46316	 5.89341	 5.90224	 5.90253	 5.90629	 5.90677	 5.90678	 5.90681	 5.90681	 5.90681	 5.90682	 5.90684	 5.90685	 5.91017	 5.91249	 5.91842
5	-11.45945	 5.88970	 5.90131	 5.90133	 5.90601	 5.90676	 5.90676	 5.90680	 5.90681	 5.90681	 5.90683	 5.90685	 5.90686	 5.91088	 5.91389	 5.92126
6	-11.45498	 5.88586	 5.90003	 5.90051	 5.90569	 5.90674	 5.90675	 5.90680	 5.90681	 5.90681	 5.90683	 5.90685	 5.90687	 5.91154	 5.91521	 5.92415
7	-11.44977	 5.88189	 5.89868	 5.89977	 5.90532	 5.90672	 5.90673	 5.90679	 5.90681	 5.90681	 5.90683	 5.90687	 5.90688	 5.91217	 5.91641	 5.92714
8	-11.44390	 5.87784	 5.89730	 5.89910	 5.90493	 5.90669	 5.90672	 5.90679	 5.90681	 5.90681	 5.90684	 5.90688	 5.90689	 5.91276	 5.91747	 5.93022
9	-11.43740	 5.87371	 5.89587	 5.89850	 5.90450	 5.90666	 5.90671	 5.90678	 5.90681	 5.90681	 5.90684	 5.90689	 5.90690	 5.91331	 5.91836	 5.93342
10	-11.43030	 5.86952	 5.89439	 5.89795	 5.90405	 5.90663	 5.90669	 5.90678	 5.90680	 5.90681	 5.90684	 5.90690	 5.90691	 5.91383	 5.91910	 5.93675
11	-11.42266	 5.86529	 5.89289	 5.89746	 5.90359	 5.90660	 5.90668	 5.90677	 5.90680	 5.90681	 5.90685	 5.90691	 5.90694	 5.91431	 5.91967	 5.94018
12	-11.41464	 5.86111	 5.89140	 5.89702	 5.90313	 5.90656	 5.90666	 5.90677	 5.90680	 5.90681	 5.90685	 5.90691	 5.90696	 5.91476	 5.92007	 5.94365
13	-11.40615	 5.85693	 5.88988	 5.89662	 5.90267	 5.90652	 5.90665	 5.90676	 5.90680	 5.90681	 5.90685	 5.90692	 5.90698	 5.91519	 5.92033	 5.94722
14	-11.39733	 5.85281	 5.88837	 5.89627	 5.90222	 5.90648	 5.90663	 5.90676	 5.90679	 5.90681	 5.90686	 5.90693	 5.90701	 5.91560	 5.92045	 5.95081
15	-11.38833	 5.84883	 5.88691	 5.89595	 5.90179	 5.90644	 5.90662	 5.90675	 5.90679	 5.90681	 5.90686	 5.90693	 5.90704	 5.91597	 5.92043	 5.95436
16	-11.37905	 5.84495	 5.88547	 5.89567	 5.90138	 5.90640	 5.90661	 5.90675	 5.90679	 5.90681	 5.90686	 5.90694	 5.90707	 5.91633	 5.92030	 5.95791
17	-11.36964	 5.84124	 5.88408	 5.89542	 5.90099	 5.90636	 5.90659	 5.90675	 5.90679	 5.90681	 5.90687	 5.90694	 5.90711	 5.91666	 5.92007	 5.96139
18	-11.36026	 5.83776	 5.88277	 5.89521	 5.90064	 5.90632	 5.90658	 5.90674	 5.90678	 5.90682	 5.90687	 5.90695	 5.90714	 5.91697	 5.91974	 5.96473
19	-11.35080	 5.83448	 5.88154	 5.89504	 5.90033	 5.90628	 5.90657	 5.90674	 5.90678	 5.90682	 5.90687	 5.90695	 5.90718	 5.91727	 5.91933	 5.96797
20	-11.34141	 5.83147	 5.88040	 5.89489	 5.90005	 5.90624	 5.90656	 5.90674	 5.90678	 5.90682	 5.90687	 5.90695	 5.90722	 5.91754	 5.91885	 5.97103
21	-11.33224	 5.82878	 5.87938	 5.89478	 5.89982	 5.90620	 5.90655	 5.90674	 5.90678	 5.90682	 5.90687	 5.90696	 5.90725	 5.91780	 5.91831	 5.97386
22	-11.32309	 5.82636	 5.87846	 5.89471	 5.89963	 5.90616	 5.90654	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90729	 5.91772	 5.91805	 5.97650
23	-11.31436	 5.82433	 5.87769	 5.89467	 5.89950	 5.90613	 5.90653	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90732	 5.91711	 5.91827	 5.97884
24	-11.30592	 5.82266	 5.87706	 5.89466	 5.89941	 5.90610	 5.90653	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90736	 5.91646	 5.91848	 5.98088
25	-11.29766	 5.82136	 5.87657	 5.89469	 5.89937	 5.90607	 5.90652	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90739	 5.91579	 5.91867	 5.98264
26	-11.28993	 5.82048	 5.87625	 5.89476	 5.89937	 5.90605	 5.90652	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90742	 5.91512	 5.91884	 5.98404
27	-11.28260	 5.82001	 5.87607	 5.89487	 5.89942	 5.90604	 5.90652	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90744	 5.91445	 5.91900	 5.98508
28	-11.27558	 5.81996	 5.87606	 5.89502	 5.89952	 5.90602	 5.90652	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90747	 5.91378	 5.91914	 5.98577
29	-11.26914	 5.82034	 5.87622	 5.89521	 5.89966	 5.90602	 5.90653	 5.90674	 5.90678	 5.90682	 5.90688	 5.90696	 5.90748	 5.91313	 5.91926	 5.98607
30	-11.26317	 5.82114	 5.87653	 5.89544	 5.89985	 5.90602	 5.90653	 5.90675	 5.90678	 5.90682	 5.90688	 5.90696	 5.90750	 5.91250	 5.91936	 5.98598
31	-11.25758	 5.82239	 5.87701	 5.89571	 5.90007	 5.90602	 5.90654	 5.90675	 5.90678	 5.90682	 5.90688	 5.90696	 5.90751	 5.91188	 5.91944	 5.98549
32	-11.25257	 5.82403	 5.87763	 5.89602	 5.90032	 5.90603	 5.90655	 5.90675	 5.90678	 5.90682	 5.90687	 5.90696	 5.90751	 5.91130	 5.91949	 5.98462
33	-11.24802	 5.82607	 5.87840	 5.89637	 5.90060	 5.90605	 5.90656	 5.90675	 5.90678	 5.90682	 5.90687	 5.90695	 5.90751	 5.91076	 5.91952	 5.98336
34	-11.24387	 5.82855	 5.87932	 5.89676	 5.90091	 5.90607	 5.90657	 5.90676	 5.90678	 5.90682	 5.90687	 5.90695	 5.90751	 5.91023	 5.91951	 5.98168
35	-11.24023	 5.83134	 5.88036	 5.89719	 5.90124	 5.90610	 5.90658	 5.90676	 5.90678	 5.90682	 5.90687	 5.90695	 5.90750	 5.90976	 5.91947	 5.97965
36	-11.23702	 5.83449	 5.88152	 5.89764	 5.90159	 5.90613	 5.90659	 5.90676	 5.90678	 5.90682	 5.90687	 5.90694	 5.90748	 5.90932	 5.91939	 5.97727
37	-11.23414	 5.83802	 5.88281	 5.89815	 5.90196	 5.90616	 5.90661	 5.90677	 5.90679	 5.90682	 5.90686	 5.90694	 5.90746	 5.90892	 5.91927	 5.97449
38	-11.23168	 5.84178	 5.88418	 5.89867	 5.90233	 5.90620	 5.90662	 5.90677	 5.90679	 5.90682	 5.90686	 5.90693	 5.90744	 5.90856	 5.91909	 5.97142
39	-11.22955	 5.84581	 5.88563	 5.89922	 5.90271	 5.90625	 5.90664	 5.90677	 5.90679	 5.90682	 5.90686	 5.90693	 5.90741	 5.90824	 5.91886	 5.96805
40	-11.22766	 5.85014	 5.88718	 5.89981	 5.90309	 5.90629	 5.90665	 5.90678	 5.90679	 5.90682	 5.90685	 5.90692	 5.90738	 5.90795	 5.91856	 5.96433
41	-11.22604	 5.85459	 5.88875	 5.90040	 5.90347	 5.90634	 5.90667	 5.90678	 5.90679	 5.90682	 5.90685	 5.90692	 5.90734	 5.90771	 5.91820	 5.96041
42	-11.22461	 5.85919	 5.89038	 5.90101	 5.90385	 5.90639	 5.90669	 5.90678	 5.90680	 5.90682	 5.90685	 5.90691	 5.90730	 5.90751	 5.91776	 5.95626
43	-11.22331	 5.86392	 5.89203	 5.90163	 5.90421	 5.90644	 5.90670	 5.90679	 5.90680	 5.90682	 5.90684	 5.90690	 5.90726	 5.90733	 5.91723	 5.95190
44	-11.22205	 5.86891	 5.89377	 5.90228	 5.90458	 5.90649	 5.90672	 5.90679	 5.90680	 5.90682	 5.90684	 5.90689	 5.90719	 5.90721	 5.91659	 5.94718
45	-11.22087	 5.87376	 5.89544	 5.90291	 5.90493	 5.90654	 5.90673	 5.90679	 5.90680	 5.90682	 5.90684	 5.90688	 5.90708	 5.90716	 5.91586	 5.94249
