Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 10.000000,  6.373481E-01,  6.076176E+00, -7.957659E+01, 1.000,   73
  0.000000, 12.500000,  3.125232E-01,  2.756485E+00,  1.198094E+01, 1.000,    6
  0.000000, 12.500000,  3.135365E-01,  2.725635E+00, -5.870290E+00, 1.000,   92
  0.000000, 12.500000,  3.180612E-01,  2.654174E+00, -2.126096E+01, 1.000,   93
  0.000000, 12.500000,  4.576125E-01,  4.076406E+00, -4.972040E+01, 1.000,    1
  0.000000, 12.500000,  4.619296E-01,  4.011077E+00, -5.252803E+01, 1.000,    3
  0.000000, 12.500000,  4.665779E-01,  4.130692E+00, -2.055597E+01, 1.000,    3
  0.000000, 12.500000,  4.700611E-01,  4.418036E+00, -1.230985E+01, 1.000,  108
  0.000000, 12.500000,  5.738633E-01,  5.636227E+00, -4.081926E+01, 1.000,   73
  0.000000, 15.000000,  3.069627E-01,  2.655459E+00,  1.843937E+01, 1.000,    3
  0.000000, 15.000000,  3.090018E-01,  2.677138E+00, -8.946554E-01, 1.000,  159
  0.000000, 15.000000,  3.175964E-01,  2.608226E+00, -3.024395E+01, 1.000,   82
  0.000000, 15.000000,  5.187304E-01,  5.096271E+00, -2.512123E+01, 1.000,   84
  0.000000, 15.000000,  5.203451E-01,  4.868617E+00, -2.490167E+01, 1.000,   82
  0.000000, 17.500000,  3.007904E-01,  2.639955E+00,  2.274190E+01, 1.000,   80
  0.000000, 17.500000,  3.116937E-01,  2.647614E+00, -2.044580E+01, 1.000,   80
  0.000000, 17.500000,  3.176671E-01,  2.606928E+00, -3.367639E+01, 1.000,   81
  0.000000, 17.500000,  4.687116E-01,  4.173647E+00, -4.155148E+01, 1.000,   30
  0.000000, 17.500000,  4.693762E-01,  4.507176E+00, -2.133579E+00, 1.000,  125
  0.000000, 17.500000,  4.694294E-01,  4.134167E+00, -3.048721E+01, 1.000,   72
  0.000000, 17.500000,  5.789038E-01,  5.340918E+00, -3.508415E+01, 1.000,   74
  0.000000, 20.000000,  2.955009E-01,  2.578766E+00,  3.417718E+01, 1.000,   22
  0.000000, 20.000000,  2.958398E-01,  2.591545E+00,  2.829615E+01, 1.000,   35
  0.000000, 20.000000,  2.972234E-01,  2.612101E+00,  2.530306E+01, 1.000,   21
  0.000000, 20.000000,  3.149635E-01,  2.677984E+00, -3.239880E+01, 1.000,   79
  0.000000, 20.000000,  3.196953E-01,  2.632446E+00, -3.679633E+01, 1.000,   80
  0.000000, 20.000000,  4.298674E-01,  4.156744E+00,  1.385985E+01, 1.000,  121
  0.000000, 20.000000,  4.444981E-01,  3.803254E+00, -6.228093E+01, 1.000,   97
  0.000000, 20.000000,  4.499205E-01,  3.695384E+00, -3.608885E+01, 1.000,    7
  0.000000, 20.000000,  4.502737E-01,  3.595701E+00, -6.817902E+01, 1.000,   76
  0.000000, 20.000000,  6.521624E-01,  6.014275E+00, -5.377251E+01, 1.000,   74
  0.000000, 22.500000,  2.924601E-01,  2.541744E+00,  3.559139E+01, 1.000,   19
  0.000000, 22.500000,  2.924744E-01,  2.548842E+00,  3.173989E+01, 1.000,   50
  0.000000, 22.500000,  2.945752E-01,  2.591585E+00,  3.133404E+01, 1.000,    8
  0.000000, 22.500000,  3.197563E-01,  2.708795E+00, -3.939140E+01, 1.000,   78
  0.000000, 22.500000,  3.222547E-01,  2.677068E+00, -3.976030E+01, 1.000,   78
  0.000000, 22.500000,  3.956363E-01,  3.844163E+00,  2.139603E+01, 1.000,  116
  0.000000, 22.500000,  4.347823E-01,  3.590667E+00, -8.003972E+01, 1.000,   77
  0.000000, 22.500000,  4.368945E-01,  3.466178E+00, -6.868572E+01, 1.000,   82
  0.000000, 22.500000,  7.241742E-01,  6.372002E+00, -1.192174E+02, 1.000,    1
  0.000000, 22.500000,  7.454156E-01,  6.776869E+00, -1.051557E+02, 1.000,   71
  0.000000, 25.000000,  2.896396E-01,  2.514122E+00,  3.823693E+01, 1.000,   71
  0.000000, 25.000000,  2.928396E-01,  2.555712E+00,  3.500814E+01, 1.000,    5
  0.000000, 25.000000,  3.247442E-01,  2.635274E+00, -3.477507E+01, 1.000,   19
  0.000000, 25.000000,  3.249116E-01,  2.730328E+00, -4.604799E+01, 1.000,   76
  0.000000, 25.000000,  3.267794E-01,  2.741063E+00, -4.388343E+01, 1.000,   60
  0.000000, 25.000000,  3.652833E-01,  3.595234E+00,  2.551851E+01, 1.000,   92
  0.000000, 25.000000,  3.704039E-01,  3.437895E+00,  4.546347E+01, 1.000,    7
  0.000000, 25.000000,  4.224909E-01,  3.446483E+00, -7.891379E+01, 1.000,   78
  0.000000, 25.000000,  4.253338E-01,  3.386644E+00, -7.575421E+01, 1.000,   80
  0.000000, 25.000000,  8.067503E-01,  7.005825E+00, -2.027494E+02, 1.000,    2
  0.000000, 25.000000,  8.608316E-01,  7.651636E+00, -2.022594E+02, 1.000,   69
  0.000000, 27.500000,  2.877588E-01,  2.493045E+00,  4.125855E+01, 1.000,   56
  0.000000, 27.500000,  2.897679E-01,  2.487673E+00,  3.479854E+01, 1.000,   23
  0.000000, 27.500000,  3.267160E-01,  2.645105E+00, -3.008186E+01, 1.000,    5
  0.000000, 27.500000,  3.299874E-01,  2.752347E+00, -4.837257E+01, 1.000,   79
  0.000000, 27.500000,  3.320677E-01,  2.762778E+00, -4.586549E+01, 1.000,   73
  0.000000, 27.500000,  3.398277E-01,  3.398675E+00,  3.231137E+01, 1.000,   89
  0.000000, 27.500000,  3.467030E-01,  3.087558E+00,  7.221881E+01, 1.000,    1
  0.000000, 27.500000,  4.127274E-01,  3.277890E+00, -8.822852E+01, 1.000,   77
  0.000000, 27.500000,  4.150204E-01,  3.281170E+00, -8.159084E+01, 1.000,   83
  0.000000, 27.500000,  7.156091E-01,  7.820034E+00, -2.145361E+02, 1.000,    1
  0.000000, 27.500000,  8.133271E-01,  7.444156E+00, -2.652726E+02, 1.000,    1
  0.000000, 27.500000,  9.153252E-01,  7.571644E+00, -3.008743E+02, 1.000,    1
  0.000000, 27.500000,  1.001155E+00,  8.642405E+00, -3.685277E+02, 1.000,   71
  0.000000, 30.000000,  2.879816E-01,  2.490279E+00,  4.013294E+01, 1.000,   62
  0.000000, 30.000000,  2.894249E-01,  2.502592E+00,  3.941228E+01, 1.000,   17
  0.000000, 30.000000,  3.001969E-01,  2.473772E+00, -3.476321E+01, 1.000,    1
  0.000000, 30.000000,  3.165408E-01,  3.168110E+00,  3.412130E+01, 1.000,   78
  0.000000, 30.000000,  3.270236E-01,  2.927912E+00,  2.191523E+01, 1.000,    2
  0.000000, 30.000000,  3.367139E-01,  2.769798E+00, -5.361147E+01, 1.000,   79
  0.000000, 30.000000,  3.375112E-01,  2.804013E+00, -4.889586E+01, 1.000,   80
  0.000000, 30.000000,  4.015330E-01,  3.133509E+00, -7.274897E+01, 1.000,   78
  0.000000, 30.000000,  4.037167E-01,  3.219206E+00, -7.216625E+01, 1.000,   84
  0.000000, 30.000000,  7.277986E-01,  7.861423E+00, -2.668535E+02, 1.000,    1
  0.000000, 30.000000,  7.857628E-01,  8.309650E+00, -3.051860E+02, 1.000,    1
  0.000000, 30.000000,  8.329678E-01,  7.793942E+00, -3.326090E+02, 1.000,    1
  0.000000, 30.000000,  9.412200E-01,  9.704135E+00, -3.887382E+02, 1.000,    1
  0.000000, 30.000000,  1.155085E+00,  9.564357E+00, -5.807632E+02, 1.000,   73
  0.000000, 32.500000,  2.888944E-01,  2.486013E+00,  4.279284E+01, 1.000,   80
  0.000000, 32.500000,  2.964114E-01,  2.963840E+00,  4.307522E+01, 1.000,   80
  0.000000, 32.500000,  3.436097E-01,  2.797316E+00, -5.717812E+01, 1.000,   82
  0.000000, 32.500000,  3.445058E-01,  2.850595E+00, -5.265966E+01, 1.000,   79
  0.000000, 32.500000,  3.921844E-01,  2.943440E+00, -5.780568E+01, 1.000,   79
  0.000000, 32.500000,  3.943509E-01,  3.147578E+00, -7.947512E+01, 1.000,   86
  0.000000, 32.500000,  6.995342E-01,  8.969695E+00, -2.971843E+02, 1.000,    1
  0.000000, 32.500000,  7.812243E-01,  8.505211E+00, -3.541294E+02, 1.000,    1
  0.000000, 32.500000,  8.739231E-01,  8.819303E+00, -4.248699E+02, 1.000,    1
  0.000000, 32.500000,  1.302572E+00,  1.017488E+01, -7.843389E+02, 1.000,   72
  0.000000, 35.000000,  2.786311E-01,  2.760875E+00,  5.038784E+01, 1.000,   82
  0.000000, 35.000000,  2.898895E-01,  2.500328E+00,  4.494539E+01, 1.000,   62
  0.000000, 35.000000,  2.917569E-01,  2.522956E+00,  4.695989E+01, 1.000,   19
  0.000000, 35.000000,  3.509094E-01,  2.838942E+00, -5.915492E+01, 1.000,   82
  0.000000, 35.000000,  3.522588E-01,  2.908677E+00, -5.621745E+01, 1.000,   79
  0.000000, 35.000000,  3.838463E-01,  2.876661E+00, -6.049047E+01, 1.000,   80
  0.000000, 35.000000,  3.868512E-01,  3.108547E+00, -7.810971E+01, 1.000,   86
  0.000000, 35.000000,  1.065683E+00,  9.885114E+00, -6.168019E+02, 1.000,    1
  0.000000, 35.000000,  1.411568E+00,  1.041347E+01, -8.934324E+02, 1.000,   74
  0.000000, 37.500000,  2.676777E-01,  2.596723E+00,  3.915430E+01, 1.000,   78
  0.000000, 37.500000,  2.925765E-01,  2.527598E+00,  4.980967E+01, 1.000,   77
  0.000000, 37.500000,  3.586286E-01,  2.896276E+00, -6.218475E+01, 1.000,   80
  0.000000, 37.500000,  3.614797E-01,  2.986773E+00, -6.256514E+01, 1.000,   76
  0.000000, 37.500000,  3.751693E-01,  3.052027E+00, -6.846301E+01, 1.000,   87
  0.000000, 37.500000,  3.762895E-01,  2.874327E+00, -6.127988E+01, 1.000,   75
  0.000000, 37.500000,  1.472126E+00,  1.020180E+01, -8.932057E+02, 1.000,   71
  0.000000, 40.000000,  1.875895E-02,  1.134814E+00,  7.342453E+01, 1.000,    1
  0.000000, 40.000000,  2.472622E-01,  2.528901E+00,  5.613147E+01, 1.000,    1
  0.000000, 40.000000,  2.561744E-01,  2.490820E+00,  3.840455E+01, 1.000,   71
  0.000000, 40.000000,  2.970760E-01,  2.564484E+00,  5.229722E+01, 1.000,   75
  0.000000, 40.000000,  3.596892E-01,  2.934122E+00, -5.581426E+01, 1.000,    1
  0.000000, 40.000000,  3.637113E-01,  3.000132E+00, -4.594593E+01, 1.000,    1
  0.000000, 40.000000,  3.657131E-01,  2.996061E+00, -6.111031E+01, 1.000,   81
  0.000000, 40.000000,  3.680554E-01,  2.963533E+00, -6.498836E+01, 1.000,   75
  0.000000, 40.000000,  3.690605E-01,  2.865540E+00, -6.927934E+01, 1.000,   72
  0.000000, 40.000000,  3.719831E-01,  3.056708E+00, -6.637236E+01, 1.000,   70
  0.000000, 40.000000,  1.476453E+00,  9.804058E+00, -8.128630E+02, 1.000,   68
  0.000000, 42.500000,  2.468010E-01,  2.391372E+00,  3.815738E+01, 1.000,   72
  0.000000, 42.500000,  3.020333E-01,  2.613306E+00,  5.434417E+01, 1.000,   71
  0.000000, 42.500000,  3.573732E-01,  2.921624E+00, -6.012537E+01, 1.000,   78
  0.000000, 42.500000,  3.616006E-01,  2.862028E+00, -7.054012E+01, 1.000,   72
  0.000000, 42.500000,  3.785697E-01,  3.048007E+00, -7.153959E+01, 1.000,   72
  0.000000, 42.500000,  3.817538E-01,  3.128565E+00, -7.491703E+01, 1.000,   72
  0.000000, 42.500000,  1.445515E+00,  9.237935E+00, -7.153192E+02, 1.000,   69
  0.000000, 45.000000,  2.386983E-01,  2.325995E+00,  3.555009E+01, 1.000,   72
  0.000000, 45.000000,  3.085697E-01,  2.688309E+00,  5.712566E+01, 1.000,   71
  0.000000, 45.000000,  3.135462E-01,  2.747217E+00,  5.168723E+01, 1.000,    1
  0.000000, 45.000000,  3.492218E-01,  2.787029E+00, -5.620026E+01, 1.000,   77
  0.000000, 45.000000,  3.549251E-01,  2.864165E+00, -7.467959E+01, 1.000,   72
  0.000000, 45.000000,  3.905180E-01,  3.129804E+00, -7.497186E+01, 1.000,   72
  0.000000, 45.000000,  3.928146E-01,  3.182735E+00, -7.836869E+01, 1.000,   72
  0.000000, 45.000000,  1.141804E+00,  9.322899E+00, -6.833854E+02, 1.000,    5
  0.000000, 45.000000,  1.374248E+00,  8.770046E+00, -6.079566E+02, 1.000,   63
  0.000000, 47.500000,  2.310581E-01,  2.233884E+00,  4.328003E+01, 1.000,   72
  0.000000, 47.500000,  3.176026E-01,  2.780772E+00,  5.817591E+01, 1.000,   72
  0.000000, 47.500000,  3.431519E-01,  2.708142E+00, -5.891467E+01, 1.000,   72
  0.000000, 47.500000,  3.459567E-01,  2.771453E+00, -6.250905E+01, 1.000,   72
  0.000000, 47.500000,  4.031534E-01,  3.204235E+00, -8.108762E+01, 1.000,   72
  0.000000, 47.500000,  4.057095E-01,  3.248845E+00, -8.278713E+01, 1.000,   72
  0.000000, 47.500000,  1.041344E+00,  9.747186E+00, -9.655176E+02, 1.000,    2
  0.000000, 47.500000,  1.281681E+00,  8.384793E+00, -6.060875E+02, 1.000,   74
  0.000000, 50.000000,  2.263071E-01,  2.190380E+00,  3.566043E+01, 1.000,   72
  0.000000, 50.000000,  3.285287E-01,  2.883882E+00,  5.648538E+01, 1.000,   72
  0.000000, 50.000000,  3.370248E-01,  2.592695E+00, -5.469950E+01, 1.000,   72
  0.000000, 50.000000,  3.380006E-01,  2.729890E+00, -6.543642E+01, 1.000,   72
  0.000000, 50.000000,  4.141889E-01,  3.341041E+00, -6.990355E+01, 1.000,    5
  0.000000, 50.000000,  4.163648E-01,  3.280032E+00, -8.308833E+01, 1.000,   72
  0.000000, 50.000000,  4.191566E-01,  3.276072E+00, -8.929996E+01, 1.000,   67
  0.000000, 50.000000,  1.174809E+00,  8.180338E+00, -5.696429E+02, 1.000,   81
  0.000000, 52.500000,  2.211377E-01,  2.073381E+00,  3.403614E+01, 1.000,   69
  0.000000, 52.500000,  2.283164E-01,  2.266619E+00,  1.595594E+01, 1.000,    3
  0.000000, 52.500000,  3.297318E-01,  2.567258E+00, -4.418145E+01, 1.000,   73
  0.000000, 52.500000,  3.320630E-01,  2.557612E+00, -5.813331E+01, 1.000,   76
  0.000000, 52.500000,  3.417769E-01,  3.011336E+00,  5.446047E+01, 1.000,   72
  0.000000, 52.500000,  4.282661E-01,  3.334782E+00, -8.123866E+01, 1.000,   73
  0.000000, 52.500000,  4.307567E-01,  3.325868E+00, -8.413617E+01, 1.000,   73
  0.000000, 52.500000,  1.036333E+00,  7.992157E+00, -4.454043E+02, 1.000,   77
  0.000000, 55.000000,  2.188172E-01,  2.026542E+00,  2.820271E+01, 1.000,   72
  0.000000, 55.000000,  3.236026E-01,  2.515915E+00, -4.278367E+01, 1.000,   72
  0.000000, 55.000000,  3.282807E-01,  2.526423E+00, -6.351106E+01, 1.000,   73
  0.000000, 55.000000,  3.561584E-01,  3.123045E+00,  5.585094E+01, 1.000,   72
  0.000000, 55.000000,  4.398000E-01,  3.370317E+00, -8.553734E+01, 1.000,    2
  0.000000, 55.000000,  4.436149E-01,  3.406323E+00, -8.236041E+01, 1.000,   74
  0.000000, 55.000000,  4.436835E-01,  3.365340E+00, -8.000913E+01, 1.000,   70
  0.000000, 55.000000,  8.864656E-01,  7.531107E+00, -2.668043E+02, 1.000,   76
  0.000000, 57.500000,  2.152057E-01,  1.971071E+00,  2.875060E+01, 1.000,   76
  0.000000, 57.500000,  3.198731E-01,  2.489077E+00, -4.732016E+01, 1.000,   75
  0.000000, 57.500000,  3.222078E-01,  2.531022E+00, -6.468782E+01, 1.000,   73
  0.000000, 57.500000,  3.733745E-01,  3.162584E+00,  8.187512E+01, 1.000,    1
  0.000000, 57.500000,  3.737942E-01,  3.252105E+00,  6.209160E+01, 1.000,   70
  0.000000, 57.500000,  3.806300E-01,  3.222836E+00,  7.543697E+01, 1.000,    1
  0.000000, 57.500000,  4.575620E-01,  3.494100E+00, -7.841625E+01, 1.000,   73
  0.000000, 57.500000,  4.593368E-01,  3.527648E+00, -7.958646E+01, 1.000,   74
  0.000000, 57.500000,  7.443965E-01,  6.635974E+00, -9.556236E+01, 1.000,   76
  0.000000, 60.000000,  2.125819E-01,  1.928961E+00,  2.855673E+01, 1.000,   78
  0.000000, 60.000000,  3.158873E-01,  2.529996E+00, -6.264963E+01, 1.000,   77
  0.000000, 60.000000,  3.160334E-01,  2.487097E+00, -5.072437E+01, 1.000,   78
  0.000000, 60.000000,  3.951356E-01,  3.391221E+00,  6.556616E+01, 1.000,   75
  0.000000, 60.000000,  4.747735E-01,  3.699850E+00, -8.115079E+01, 1.000,   74
  0.000000, 60.000000,  4.774325E-01,  3.767004E+00, -8.942011E+01, 1.000,   76
  0.000000, 60.000000,  6.321993E-01,  5.513396E+00, -1.166238E+01, 1.000,   89
  0.000000, 60.000000,  6.370215E-01,  5.444692E+00, -4.483904E+01, 1.000,   53
  0.000000, 62.500000,  2.109294E-01,  1.890037E+00,  2.966078E+01, 1.000,   80
  0.000000, 62.500000,  3.098796E-01,  2.531238E+00, -5.823875E+01, 1.000,   79
  0.000000, 62.500000,  3.115240E-01,  2.503580E+00, -5.306800E+01, 1.000,   80
  0.000000, 62.500000,  4.192449E-01,  3.588949E+00,  7.269125E+01, 1.000,   76
  0.000000, 62.500000,  4.908092E-01,  3.831922E+00, -5.955480E+01, 1.000,    6
  0.000000, 62.500000,  4.946170E-01,  3.967976E+00, -9.234786E+01, 1.000,   78
  0.000000, 62.500000,  4.985054E-01,  4.033881E+00, -1.138166E+02, 1.000,   72
  0.000000, 62.500000,  5.333171E-01,  4.630535E+00,  7.914497E+01, 1.000,    1
  0.000000, 62.500000,  5.439707E-01,  4.867367E+00,  5.618827E+01, 1.000,   48
  0.000000, 62.500000,  5.465100E-01,  4.954883E+00,  4.641467E+01, 1.000,   26
  0.000000, 62.500000,  5.745465E-01,  4.584551E+00, -8.494429E+01, 1.000,   78
  0.000000, 62.500000,  5.779666E-01,  4.604552E+00, -9.227671E+01, 1.000,   77
  0.000000, 65.000000,  2.104439E-01,  1.870760E+00,  2.955442E+01, 1.000,   81
  0.000000, 65.000000,  3.036114E-01,  2.476210E+00, -4.573860E+01, 1.000,   76
  0.000000, 65.000000,  3.072041E-01,  2.494764E+00, -5.210915E+01, 1.000,   78
  0.000000, 65.000000,  4.473780E-01,  3.895046E+00,  8.067734E+01, 1.000,   76
  0.000000, 65.000000,  4.784573E-01,  4.301894E+00,  6.880727E+01, 1.000,   72
  0.000000, 65.000000,  4.851095E-01,  4.419480E+00,  5.207018E+01, 1.000,    2
  0.000000, 65.000000,  5.177988E-01,  4.209495E+00, -1.104654E+02, 1.000,   75
  0.000000, 65.000000,  5.199919E-01,  4.118182E+00, -1.189350E+02, 1.000,   76
  0.000000, 65.000000,  5.358442E-01,  4.259203E+00, -1.159221E+02, 1.000,   75
  0.000000, 65.000000,  5.377337E-01,  4.242618E+00, -1.164628E+02, 1.000,   77
  0.000000, 67.500000,  2.106539E-01,  1.867080E+00,  2.917447E+01, 1.000,   78
  0.000000, 67.500000,  2.986969E-01,  2.432962E+00, -3.937346E+01, 1.000,   76
  0.000000, 67.500000,  3.030100E-01,  2.464062E+00, -4.904132E+01, 1.000,   78
  0.000000, 67.500000,  4.288330E-01,  3.872031E+00,  6.751151E+01, 1.000,   76
  0.000000, 67.500000,  4.866360E-01,  4.397164E+00,  6.408973E+01, 1.000,   75
  0.000000, 67.500000,  5.015541E-01,  3.937944E+00, -1.052604E+02, 1.000,   76
  0.000000, 67.500000,  5.023762E-01,  3.905415E+00, -1.051796E+02, 1.000,   78
  0.000000, 67.500000,  5.428584E-01,  4.235419E+00, -1.078208E+02, 1.000,   78
  0.000000, 67.500000,  5.433462E-01,  4.404494E+00, -1.114818E+02, 1.000,   76
  0.000000, 70.000000,  2.108804E-01,  1.853714E+00,  3.099352E+01, 1.000,   76
  0.000000, 70.000000,  2.712886E-01,  2.787699E+00, -3.533560E+01, 1.000,    1
  0.000000, 70.000000,  2.950311E-01,  2.351336E+00, -3.932439E+01, 1.000,   77
  0.000000, 70.000000,  3.001040E-01,  2.503029E+00, -4.845581E+01, 1.000,   77
  0.000000, 70.000000,  3.897180E-01,  3.541236E+00,  6.287878E+01, 1.000,   76
  0.000000, 70.000000,  4.559558E-01,  3.508691E+00, -8.565635E+01, 1.000,    1
  0.000000, 70.000000,  4.703775E-01,  3.620746E+00, -9.506130E+01, 1.000,   78
  0.000000, 70.000000,  4.705003E-01,  3.589629E+00, -8.960416E+01, 1.000,   75
  0.000000, 70.000000,  5.347400E-01,  4.778411E+00,  3.971759E+01, 1.000,   74
  0.000000, 70.000000,  5.400473E-01,  4.244678E+00,  3.954951E+01, 1.000,    1
  0.000000, 70.000000,  5.678473E-01,  4.419817E+00, -1.007274E+02, 1.000,   77
  0.000000, 70.000000,  5.704936E-01,  4.695722E+00, -1.100078E+02, 1.000,   76
  0.000000, 72.500000,  2.133910E-01,  1.880685E+00,  2.907072E+01, 1.000,   77
  0.000000, 72.500000,  2.928678E-01,  2.355706E+00, -4.348759E+01, 1.000,   76
  0.000000, 72.500000,  2.967557E-01,  2.436903E+00, -4.630571E+01, 1.000,   76
  0.000000, 72.500000,  3.585984E-01,  3.295176E+00,  5.510262E+01, 1.000,   79
  0.000000, 72.500000,  4.426796E-01,  3.358913E+00, -8.050366E+01, 1.000,   76
  0.000000, 72.500000,  4.439494E-01,  3.350623E+00, -8.145281E+01, 1.000,   78
  0.000000, 72.500000,  5.878300E-01,  5.304038E+00,  1.999018E+01, 1.000,    2
  0.000000, 72.500000,  5.967814E-01,  4.924841E+00, -3.160188E+01, 1.000,  118
  0.000000, 72.500000,  6.010128E-01,  5.002595E+00, -5.967408E+01, 1.000,   98
  0.000000, 75.000000,  2.156266E-01,  1.903314E+00,  2.808357E+01, 1.000,   78
  0.000000, 75.000000,  2.909607E-01,  2.319101E+00, -4.491984E+01, 1.000,   74
  0.000000, 75.000000,  2.948019E-01,  2.437217E+00, -4.636266E+01, 1.000,   78
  0.000000, 75.000000,  3.319395E-01,  3.079429E+00,  5.216002E+01, 1.000,   78
  0.000000, 75.000000,  4.172756E-01,  3.141578E+00, -6.569098E+01, 1.000,   80
  0.000000, 75.000000,  4.192667E-01,  3.144563E+00, -7.388189E+01, 1.000,   77
  0.000000, 75.000000,  6.571089E-01,  5.673112E+00, -1.821230E+01, 1.000,   62
  0.000000, 75.000000,  6.587026E-01,  5.401471E+00, -5.833205E+01, 1.000,   14
  0.000000, 77.500000,  2.187446E-01,  1.925079E+00,  2.975938E+01, 1.000,   78
  0.000000, 77.500000,  2.883890E-01,  2.312448E+00, -4.597477E+01, 1.000,   78
  0.000000, 77.500000,  2.915691E-01,  2.444869E+00, -4.591561E+01, 1.000,   79
  0.000000, 77.500000,  3.116174E-01,  2.922580E+00,  4.120121E+01, 1.000,   76
  0.000000, 77.500000,  3.944576E-01,  2.944777E+00, -5.350386E+01, 1.000,   77
  0.000000, 77.500000,  3.970250E-01,  2.955487E+00, -6.132004E+01, 1.000,   79
  0.000000, 77.500000,  7.321620E-01,  6.260859E+00, -6.262329E+01, 1.000,   73
  0.000000, 80.000000,  2.232736E-01,  1.962852E+00,  2.854378E+01, 1.000,   79
  0.000000, 80.000000,  2.865086E-01,  2.285394E+00, -4.257220E+01, 1.000,   81
  0.000000, 80.000000,  2.893199E-01,  2.467234E+00, -4.622016E+01, 1.000,   78
  0.000000, 80.000000,  2.937991E-01,  2.787697E+00,  3.523919E+01, 1.000,   78
  0.000000, 80.000000,  3.746176E-01,  2.875871E+00, -5.017303E+01, 1.000,   75
  0.000000, 80.000000,  3.768500E-01,  2.781274E+00, -5.141687E+01, 1.000,   79
  0.000000, 80.000000,  8.234927E-01,  6.997587E+00, -1.410978E+02, 1.000,   74
  0.000000, 82.500000,  2.281640E-01,  2.005345E+00,  2.854983E+01, 1.000,   83
  0.000000, 82.500000,  2.329450E-01,  1.910956E+00,  3.198035E+01, 1.000,    1
  0.000000, 82.500000,  2.782739E-01,  2.666831E+00,  3.171715E+01, 1.000,   79
  0.000000, 82.500000,  2.840695E-01,  2.283486E+00, -3.685020E+01, 1.000,   47
  0.000000, 82.500000,  2.843025E-01,  2.290148E+00, -4.214260E+01, 1.000,   37
  0.000000, 82.500000,  2.863505E-01,  2.455883E+00, -4.144551E+01, 1.000,   79
  0.000000, 82.500000,  3.572327E-01,  2.785769E+00, -4.598830E+01, 1.000,   80
  0.000000, 82.500000,  3.586395E-01,  2.639241E+00, -4.423304E+01, 1.000,   78
