     0   -10.30588401   -10.30588401    -4.31905802    -4.31905802    -4.31905802    -4.31905802    -3.32780481    -3.32780481    -1.49641643    -1.49641643    -1.49641643    -1.49641643     5.58698918     5.58698918     5.58698918     5.58698918     5.58698918     5.58698918
     1   -10.30466467   -10.30466467    -4.31909447    -4.31909410    -4.31899551    -4.31899517    -3.32778709    -3.32778703    -1.49656584    -1.49656497    -1.49632925    -1.49632841     5.58081000     5.58087671     5.58654706     5.58668090     5.59240755     5.59247467
     2   -10.30101959   -10.30101958    -4.31919255    -4.31919215    -4.31881824    -4.31881796    -3.32773385    -3.32773360    -1.49685844    -1.49685711    -1.49622115    -1.49621989     5.57387185     5.57413322     5.58522705     5.58575296     5.59707902     5.59734355
     3   -10.29498733   -10.29498730    -4.31935595    -4.31935552    -4.31852302    -4.31852280    -3.32764490    -3.32764434    -1.49732511    -1.49732349    -1.49606134    -1.49605989     5.56619236     5.56676177     5.58304800     5.58419675     5.60103243     5.60161173
     4   -10.28663171   -10.28663162    -4.31958487    -4.31958443    -4.31810998    -4.31810963    -3.32751992    -3.32751893    -1.49797307    -1.49797123    -1.49584250    -1.49584096     5.55780432     5.55877314     5.58004103     5.58200000     5.60430982     5.60529987
     5   -10.27604096   -10.27604074    -4.31987955    -4.31987909    -4.31757922    -4.31757858    -3.32735845    -3.32735692    -1.49880403    -1.49880196    -1.49556269    -1.49556109     5.54875462     5.55018652     5.57624887     5.57914970     5.60696387     5.60843258
     6   -10.26332673   -10.26332626    -4.32024025    -4.32023976    -4.31693088    -4.31692986    -3.32715991    -3.32715773    -1.49981832    -1.49981599    -1.49522121    -1.49521957     5.53910285     5.54102985     5.57172520     5.57563572     5.60905465     5.61103771
     7   -10.24862267   -10.24862184    -4.32066729    -4.32066677    -4.31616514    -4.31616368    -3.32692356    -3.32692064    -1.50101581    -1.50101321    -1.49481772    -1.49481604     5.52891962     5.53134020     5.56653371     5.57145474     5.61064603     5.61314564
     8   -10.23208292   -10.23208155    -4.32116107    -4.32116051    -4.31528223    -4.31528027    -3.32664857    -3.32664483    -1.50239620    -1.50239328    -1.49435197    -1.49435026     5.51828485     5.52116385     5.56074708     5.56661384     5.61180224     5.61478863
     9   -10.21388014   -10.21387804    -4.32172203    -4.32172142    -4.31428240    -4.31427990    -3.32633395    -3.32632931    -1.50395903    -1.50395578    -1.49382376    -1.49382203     5.50728594     5.51055618     5.55444577     5.56113351     5.61258488     5.61600026
    10   -10.19420348   -10.19420043    -4.32235069    -4.32235003    -4.31316593    -4.31316285    -3.32597858    -3.32597297    -1.50570377    -1.50570017    -1.49323290    -1.49323114     5.49601587     5.49958139     5.54771689     5.55504961     5.61305081     5.61681495
    11   -10.17325626   -10.17325201    -4.32304764    -4.32304692    -4.31193312    -4.31192945    -3.32558120    -3.32557459    -1.50762981    -1.50762585    -1.49257919    -1.49257740     5.48457140     5.48831194     5.54065280     5.54841428     5.61325079     5.61726748
    12   -10.15125345   -10.15124778    -4.32381351    -4.32381273    -4.31058430    -4.31058001    -3.32514044    -3.32513279    -1.50973645    -1.50973212    -1.49186241    -1.49186061     5.47305121     5.47682788     5.53334990     5.54129581     5.61322906     5.61739261
    13   -10.12841908   -10.12841175    -4.32464903    -4.32464819    -4.30911979    -4.30911489    -3.32465476    -3.32464606    -1.51202294    -1.51201824    -1.49108235    -1.49108054     5.46155418     5.46521588     5.52590722     5.53377764     5.61302344     5.61722480
    14   -10.10498347   -10.10497427    -4.32555500    -4.32555408    -4.30753995    -4.30753444    -3.32412251    -3.32411276    -1.51448844    -1.51448337    -1.49023878    -1.49023698     5.45017771     5.45356817     5.51842515     5.52595682     5.61266587     5.61679786
    15   -10.08118037   -10.08116912    -4.32653228    -4.32653128    -4.30584513    -4.30583903    -3.32354188    -3.32353110    -1.51713203    -1.51712660    -1.48933147    -1.48932968     5.43901629     5.44198138     5.51100405     5.51794198     5.61218320     5.61614477
