  300.00 -4.50902 -1.57717e-02 -1.70701e-02 -1.70701e-02  4.14340e-03  4.14340e-03  5.43640e-03
  300.00 -4.48297 -1.55881e-02 -1.68715e-02 -1.68715e-02  4.09505e-03  4.09505e-03  5.37302e-03
  300.00 -4.45691 -1.54046e-02 -1.66730e-02 -1.66730e-02  4.04670e-03  4.04669e-03  5.30964e-03
  300.00 -4.43086 -1.52210e-02 -1.64744e-02 -1.64744e-02  3.99834e-03  3.99834e-03  5.24627e-03
  300.00 -4.40481 -1.50375e-02 -1.62758e-02 -1.62758e-02  3.94999e-03  3.94999e-03  5.18289e-03
  300.00 -4.37876 -1.48539e-02 -1.60773e-02 -1.60773e-02  3.90164e-03  3.90163e-03  5.11951e-03
  300.00 -4.35271 -1.46704e-02 -1.58787e-02 -1.58787e-02  3.85328e-03  3.85328e-03  5.05613e-03
  300.00 -4.32665 -1.44868e-02 -1.56801e-02 -1.56801e-02  3.80493e-03  3.80493e-03  4.99276e-03
  300.00 -4.30060 -1.43033e-02 -1.54815e-02 -1.54815e-02  3.75658e-03  3.75657e-03  4.92938e-03
  300.00 -4.27455 -1.41197e-02 -1.52830e-02 -1.52830e-02  3.70822e-03  3.70822e-03  4.86600e-03
  300.00 -4.24850 -1.39362e-02 -1.50844e-02 -1.50844e-02  3.65987e-03  3.65987e-03  4.80262e-03
  300.00 -4.22244 -1.37527e-02 -1.48858e-02 -1.48858e-02  3.61152e-03  3.61151e-03  4.73925e-03
  300.00 -4.19639 -1.35691e-02 -1.46873e-02 -1.46873e-02  3.56316e-03  3.56316e-03  4.67587e-03
  300.00 -4.17034 -1.33856e-02 -1.44887e-02 -1.44887e-02  3.51481e-03  3.51481e-03  4.61249e-03
  300.00 -4.14429 -1.32020e-02 -1.42901e-02 -1.42901e-02  3.46646e-03  3.46645e-03  4.54911e-03
  300.00 -4.11824 -1.30185e-02 -1.40915e-02 -1.40915e-02  3.41810e-03  3.41810e-03  4.48574e-03
  300.00 -4.09218 -1.28349e-02 -1.38930e-02 -1.38930e-02  3.36975e-03  3.36975e-03  4.42236e-03
  300.00 -4.06613 -1.26514e-02 -1.36944e-02 -1.36944e-02  3.32140e-03  3.32139e-03  4.35898e-03
  300.00 -4.04008 -1.24678e-02 -1.34958e-02 -1.34958e-02  3.27304e-03  3.27304e-03  4.29560e-03
  300.00 -4.01403 -1.22843e-02 -1.32973e-02 -1.32973e-02  3.22469e-03  3.22469e-03  4.23222e-03
  300.00 -3.98798 -1.21007e-02 -1.30987e-02 -1.30987e-02  3.17634e-03  3.17633e-03  4.16885e-03
  300.00 -3.96192 -1.19172e-02 -1.29001e-02 -1.29001e-02  3.12798e-03  3.12798e-03  4.10547e-03
  300.00 -3.93587 -1.17336e-02 -1.27015e-02 -1.27015e-02  3.07963e-03  3.07963e-03  4.04209e-03
  300.00 -3.90982 -1.15501e-02 -1.25030e-02 -1.25030e-02  3.03128e-03  3.03127e-03  3.97871e-03
  300.00 -3.88377 -1.13665e-02 -1.23044e-02 -1.23044e-02  2.98292e-03  2.98292e-03  3.91534e-03
  300.00 -3.85772 -1.11830e-02 -1.21058e-02 -1.21058e-02  2.93457e-03  2.93457e-03  3.85196e-03
  300.00 -3.83166 -1.09994e-02 -1.19073e-02 -1.19073e-02  2.88622e-03  2.88621e-03  3.78858e-03
  300.00 -3.80561 -1.08159e-02 -1.17087e-02 -1.17087e-02  2.83786e-03  2.83786e-03  3.72520e-03
  300.00 -3.77956 -1.06324e-02 -1.15101e-02 -1.15101e-02  2.78951e-03  2.78951e-03  3.66183e-03
  300.00 -3.75351 -1.04488e-02 -1.13115e-02 -1.13115e-02  2.74116e-03  2.74115e-03  3.59845e-03
  300.00 -3.72745 -1.02653e-02 -1.11130e-02 -1.11130e-02  2.69280e-03  2.69280e-03  3.53507e-03
  300.00 -3.70140 -1.00817e-02 -1.09144e-02 -1.09144e-02  2.64445e-03  2.64445e-03  3.47169e-03
  300.00 -3.67535 -9.89817e-03 -1.07158e-02 -1.07158e-02  2.59610e-03  2.59609e-03  3.40832e-03
  300.00 -3.64930 -9.71462e-03 -1.05173e-02 -1.05173e-02  2.54774e-03  2.54774e-03  3.34494e-03
  300.00 -3.62325 -9.53107e-03 -1.03187e-02 -1.03187e-02  2.49939e-03  2.49939e-03  3.28156e-03
  300.00 -3.59719 -9.34753e-03 -1.01201e-02 -1.01201e-02  2.45104e-03  2.45103e-03  3.21818e-03
  300.00 -3.57114 -9.16398e-03 -9.92155e-03 -9.92154e-03  2.40268e-03  2.40268e-03  3.15481e-03
  300.00 -3.54509 -8.98043e-03 -9.72297e-03 -9.72297e-03  2.35433e-03  2.35433e-03  3.09143e-03
  300.00 -3.51904 -8.79688e-03 -9.52440e-03 -9.52440e-03  2.30598e-03  2.30597e-03  3.02805e-03
  300.00 -3.49299 -8.61334e-03 -9.32583e-03 -9.32583e-03  2.25762e-03  2.25762e-03  2.96467e-03
  300.00 -3.46693 -8.42979e-03 -9.12726e-03 -9.12726e-03  2.20927e-03  2.20927e-03  2.90129e-03
  300.00 -3.44088 -8.24624e-03 -8.92869e-03 -8.92869e-03  2.16092e-03  2.16091e-03  2.83792e-03
  300.00 -3.41483 -8.06270e-03 -8.73012e-03 -8.73012e-03  2.11256e-03  2.11256e-03  2.77454e-03
  300.00 -3.38878 -7.87915e-03 -8.53155e-03 -8.53154e-03  2.06421e-03  2.06421e-03  2.71116e-03
  300.00 -3.36273 -7.69560e-03 -8.33297e-03 -8.33297e-03  2.01586e-03  2.01585e-03  2.64778e-03
  300.00 -3.33667 -7.51206e-03 -8.13440e-03 -8.13440e-03  1.96750e-03  1.96750e-03  2.58441e-03
